,Open_x,High_x,Low_x,Close_x,Volume_x,current_hour_pillar,current_day_pillar,current_day_pillar_minus,current_hour_pillar_minus,current_month_pillar,current_year_pillar,current_year_pillar_minus,current_month_pillar_minus,current_wuxi_hour,current_wuxi_day,current_wuxi_month,current_wuxi_year,base_year_pillar,base_month_pillar,base_day_pillar,base_hour_pillar,base_month_pillar_minus,base_hour_pillar_minus,base_year_pillar_minus,base_day_pillar_minus,year,month,day,hour,dayofweek,quarter,dayofyear,weekofyear,current_hour_pillar_heavenly,current_hour_pillar_earthly,current_hour_pillar_heavenly_sin,current_hour_pillar_heavenly_cos,current_hour_pillar_earthly_sin,current_hour_pillar_earthly_cos,current_day_pillar_heavenly,current_day_pillar_earthly,current_day_pillar_heavenly_sin,current_day_pillar_heavenly_cos,current_day_pillar_earthly_sin,current_day_pillar_earthly_cos,current_day_pillar_minus_heavenly,current_day_pillar_minus_earthly,current_day_pillar_minus_heavenly_sin,current_day_pillar_minus_heavenly_cos,current_day_pillar_minus_earthly_sin,current_day_pillar_minus_earthly_cos,current_hour_pillar_minus_heavenly,current_hour_pillar_minus_earthly,current_hour_pillar_minus_heavenly_sin,current_hour_pillar_minus_heavenly_cos,current_hour_pillar_minus_earthly_sin,current_hour_pillar_minus_earthly_cos,current_month_pillar_heavenly,current_month_pillar_earthly,current_month_pillar_heavenly_sin,current_month_pillar_heavenly_cos,current_month_pillar_earthly_sin,current_month_pillar_earthly_cos,current_year_pillar_heavenly,current_year_pillar_earthly,current_year_pillar_heavenly_sin,current_year_pillar_heavenly_cos,current_year_pillar_earthly_sin,current_year_pillar_earthly_cos,current_year_pillar_minus_heavenly,current_year_pillar_minus_earthly,current_year_pillar_minus_heavenly_sin,current_year_pillar_minus_heavenly_cos,current_year_pillar_minus_earthly_sin,current_year_pillar_minus_earthly_cos,current_month_pillar_minus_heavenly,current_month_pillar_minus_earthly,current_month_pillar_minus_heavenly_sin,current_month_pillar_minus_heavenly_cos,current_month_pillar_minus_earthly_sin,current_month_pillar_minus_earthly_cos,base_year_pillar_heavenly,base_year_pillar_earthly,base_year_pillar_heavenly_sin,base_year_pillar_heavenly_cos,base_year_pillar_earthly_sin,base_year_pillar_earthly_cos,base_month_pillar_heavenly,base_month_pillar_earthly,base_month_pillar_heavenly_sin,base_month_pillar_heavenly_cos,base_month_pillar_earthly_sin,base_month_pillar_earthly_cos,base_day_pillar_heavenly,base_day_pillar_earthly,base_day_pillar_heavenly_sin,base_day_pillar_heavenly_cos,base_day_pillar_earthly_sin,base_day_pillar_earthly_cos,base_hour_pillar_heavenly,base_hour_pillar_earthly,base_hour_pillar_heavenly_sin,base_hour_pillar_heavenly_cos,base_hour_pillar_earthly_sin,base_hour_pillar_earthly_cos,base_month_pillar_minus_heavenly,base_month_pillar_minus_earthly,base_month_pillar_minus_heavenly_sin,base_month_pillar_minus_heavenly_cos,base_month_pillar_minus_earthly_sin,base_month_pillar_minus_earthly_cos,base_hour_pillar_minus_heavenly,base_hour_pillar_minus_earthly,base_hour_pillar_minus_heavenly_sin,base_hour_pillar_minus_heavenly_cos,base_hour_pillar_minus_earthly_sin,base_hour_pillar_minus_earthly_cos,base_year_pillar_minus_heavenly,base_year_pillar_minus_earthly,base_year_pillar_minus_heavenly_sin,base_year_pillar_minus_heavenly_cos,base_year_pillar_minus_earthly_sin,base_year_pillar_minus_earthly_cos,base_day_pillar_minus_heavenly,base_day_pillar_minus_earthly,base_day_pillar_minus_heavenly_sin,base_day_pillar_minus_heavenly_cos,base_day_pillar_minus_earthly_sin,base_day_pillar_minus_earthly_cos,cs_base_hour_current_hour,cs_base_hour_current_day,cs_base_hour_current_hour_minus,cs_base_hour_current_month,cs_base_hour_current_year,cs_base_hour_current_month_minus,cs_base_day_current_hour,cs_base_day_current_day,cs_base_day_current_hour_minus,cs_base_day_current_month,cs_base_day_current_year,cs_base_day_current_month_minus,cs_base_hour_minus_current_hour,cs_base_hour_minus_current_day,cs_base_hour_minus_current_hour_minus,cs_base_hour_minus_current_month,cs_base_hour_minus_current_year,cs_base_hour_minus_current_month_minus,cs_base_month_current_hour,cs_base_month_current_day,cs_base_month_current_hour_minus,cs_base_month_current_month,cs_base_month_current_year,cs_base_month_current_month_minus,cs_base_year_current_hour,cs_base_year_current_day,cs_base_year_current_hour_minus,cs_base_year_current_month,cs_base_year_current_year,cs_base_year_current_month_minus,cs_base_month_minus_current_hour,cs_base_month_minus_current_day,cs_base_month_minus_current_hour_minus,cs_base_month_minus_current_month,cs_base_month_minus_current_year,cs_base_month_minus_current_month_minus,target
current_year_pillar,-0.0869762,-0.0825732,-0.0772818,-0.0854888,-0.0118999,0.00301645,-0.00575247,0.00515155,-0.118378,0.0883316,1,-0.660737,-0.00471522,-0.0100926,-0.00656549,0.0553434,0.652271,,,,,,,,,-0.0505772,-0.679722,-0.00199984,,-0.00941306,-0.687306,-0.678751,-0.672033,0.00301645,,0.000390246,-0.0109855,,,-0.00578488,0.00231922,0.0075512,-0.00823583,-0.0240263,0.0156416,0.00630956,-0.0149021,-0.0075512,0.00823583,0.0339944,-0.00946689,0.000410237,-0.684357,-0.000390246,0.0109855,0.684357,0.684357,0.0674362,0.16562,-0.0592048,-0.0833925,0.458506,-0.431179,1,0.163179,-0.170436,0.9182,0.98222,0.812006,-0.660737,0.660737,0.170436,-0.9182,-0.944443,-0.502234,-0.0057288,-0.114637,0.0592048,0.0833925,-0.42094,0.477092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00125157,-0.684357,-0.245989,-0.842757,0.00823899,,-0.00438655,-0.684357,0.239142,0.928544,-0.175908,,-0.00343965,0.684357,-0.0541417,-0.842757,-0.00514893,,-0.00437156,-0.684357,-0.107754,-0.928544,-0.137648,,0.0121655,-0.684357,-0.19529,0.842757,0.20461,,-0.00457316,0.684357,0.411588,0.928544,-0.127894,-0.0792939
current_year_pillar_minus,0.0552954,0.0524743,0.0448334,0.0500891,-0.0138881,-0.00737359,0.0100762,-0.00559247,0.0590514,-0.0739472,-0.660737,1,0.111289,0.0113681,0.0116918,0.00802002,-0.640715,,,,,,,,,-0.531253,0.634305,-0.040557,,0.0073895,0.650923,0.629379,0.624949,-0.00737359,,0.00409907,0.0112725,,,0.0115262,-0.0173078,-0.0139852,0.00969711,0.028963,0.00187008,-0.00624305,0.0107174,0.0139852,-0.00969711,-0.030936,0.00723142,0.00430905,0.315756,-0.00409907,-0.0112725,-0.315756,-0.315756,-0.0307426,-0.34479,0.107,0.0751748,-0.133124,0.631129,-0.660737,-0.848375,0.58631,-0.898678,-0.765558,-0.8171,1,-1,-0.58631,0.898678,0.543239,0.978224,0.102733,0.0953656,-0.107,-0.0751748,0.366581,-0.60382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0125246,0.315756,0.361487,0.56931,-0.0969932,,-0.00105759,0.315756,-0.2242,-0.799429,0.128573,,0.0147678,-0.315756,0.186536,0.56931,-0.0469016,,0.00506957,0.315756,4.57773e-06,0.799429,0.158712,,-0.0172156,0.315756,0.0931944,-0.56931,-0.189813,,-0.00283143,-0.315756,-0.390472,-0.799429,0.154439,0.0413286
current_month_pillar_minus,0.0124741,0.0181691,0.0191647,0.0181664,-0.0493549,0.00209086,0.024122,-0.0324256,-0.0267351,-0.194908,-0.00471522,0.111289,1,-0.00746446,0.0258675,-0.0274194,-0.0857462,,,,,,,,,-0.171167,0.172257,-0.0812601,,-0.00621235,0.201076,0.165712,0.175355,0.00209086,,-0.0074903,-0.00586912,,,0.028758,-0.0433722,-0.0666825,-0.0779399,0.00739629,0.00940834,-0.0304671,-0.0170087,0.0666825,0.0779399,0.00187944,-0.025718,-0.00793976,-0.108954,0.0074903,0.00586912,0.108954,0.108954,-0.189901,0.00426338,0.654858,-0.00272851,0.101669,0.489136,-0.00471522,-0.142951,0.183905,-0.0512858,-0.014166,-0.112282,0.111289,-0.111289,-0.183905,0.0512858,-0.0488753,0.116868,0.995033,0.545648,-0.654858,0.00272851,-0.207662,-0.513438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.042705,-0.108954,0.177002,-0.0591515,0.0831919,,-0.0348539,-0.108954,0.122928,-0.00639741,-0.0784298,,0.0432052,0.108954,0.135334,-0.0591515,0.0471774,,0.0297155,-0.108954,-0.370461,0.00639741,0.225545,,-0.0371212,-0.108954,0.0992248,0.0591515,-0.23295,,-0.042603,0.108954,-0.0236586,-0.00639741,-0.126924,-0.00543116
current_wuxi_hour,-0.000140067,-0.00315958,-0.00722283,-0.00863037,0.0673492,0.097367,-0.120874,-0.11728,0.298499,0.00647957,-0.0100926,0.0113681,-0.00746446,1,-0.120916,-0.000934903,-0.0057644,,,,,,,,,-0.00406268,0.0085618,0.0389753,,-3.89873e-06,0.00900196,0.0116412,0.00621286,0.097367,,0.309163,0.947171,,,-0.122119,0.00361693,0.00169345,-0.00760823,0.00319359,-0.00557261,-0.120782,0.0233275,-0.00169345,0.00760823,0.00235509,-0.00637647,0.301463,0.00820768,-0.309163,-0.947171,-0.00820768,-0.00820768,0.00667203,0.000410487,-0.0115518,-0.00529299,0.00436319,-0.00310318,-0.0100926,-0.00782381,0.00305774,-0.0119607,-0.0112498,-0.00898756,0.0113681,-0.0113681,-0.00305774,0.0119607,0.00993056,0.0107325,-0.00754889,0.00665569,0.0115518,0.00529299,0.00236207,-5.64035e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00986594,0.00820768,0.00746931,0.0104677,-0.0047941,,0.009352,0.00820768,0.00223711,-0.0118771,0.00463067,,-0.00985509,-0.00820768,0.000591679,0.0104677,-5.08015e-05,,-0.0045657,0.00820768,0.00926237,0.0118771,-0.00657131,,0.00603412,0.00820768,-0.00422474,-0.0104677,-0.00023302,,0.00939295,-0.00820768,-0.00724619,-0.0118771,0.00679173,0.0481204
current_wuxi_day,0.0233993,0.0199943,0.0209486,0.0233673,-0.00138834,-0.513365,0.992823,-0.151908,0.297866,-0.0391967,-0.00656549,0.0116918,0.0258675,-0.120916,1,0.0809388,-0.00587987,,,,,,,,,-0.00864999,0.00220552,0.0442634,,-0.0121868,0.00103055,0.00567554,0.00163854,-0.513365,,0.309266,-0.204149,,,0.995139,0.0190209,-0.6585,0.0329103,-0.0124686,-0.049284,-0.149361,-0.0318405,0.6585,-0.0329103,0.0312954,0.0247715,0.301707,0.00317924,-0.309266,0.204149,-0.00317924,-0.00317924,-0.0335272,-0.0658151,0.0338791,-0.0516797,0.0463311,0.0483573,-0.00656549,-0.0107369,0.00680144,-0.00988882,-0.0080399,-0.00869702,0.0116918,-0.0116918,-0.00680144,0.00988882,0.00535153,0.0117859,0.0231164,0.049027,-0.0338791,0.0516797,-0.0361467,-0.023965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00473835,0.00317924,0.0234842,0.00605144,-0.0158883,,-0.0191115,0.00317924,-0.00414321,-0.0087055,0.0153244,,-0.0181367,-0.00317924,0.0344536,0.00605144,-0.0354923,,0.0596077,0.00317924,-0.0188658,0.0087055,0.000390452,,-0.0120683,0.00317924,-0.0150548,-0.00605144,0.0338771,,-0.0215125,-0.00317924,-0.00307248,-0.0087055,0.00927656,-0.0176786
current_wuxi_month,-0.0803755,-0.0807692,-0.0818262,-0.0787661,0.00401306,0.0190714,0.0819938,-0.127674,0.0109471,0.0362862,0.0553434,0.00802002,-0.0274194,-0.000934903,0.0809388,1,-0.0140369,,,,,,,,,0.0693298,-0.140059,0.0448584,,0.0433059,-0.130276,-0.135594,-0.133481,0.0190714,,0.0115556,-0.00293156,,,0.0793435,0.0374028,-0.143979,0.15953,-0.0669207,-0.0326976,-0.119211,-0.109148,0.143979,-0.15953,0.0834582,0.0937532,0.0160954,-0.0283112,-0.0115556,0.00293156,0.0283112,0.0283112,0.0302978,0.0748187,-0.0837883,-0.0504733,0.0901736,-0.0638158,0.0553434,-0.049574,0.00623447,0.025554,0.0420931,0.0356594,0.00802002,-0.00802002,-0.00623447,-0.025554,-0.049708,0.0256299,-0.0345408,0.0669155,0.0837883,0.0504733,-0.0469547,0.0512141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.048668,-0.0283112,-0.0476435,-0.0301413,-0.143085,,0.0192607,-0.0283112,0.0503363,0.028704,0.125251,,-0.0473076,0.0283112,-0.0504787,-0.0301413,-0.190416,,0.0093994,-0.0283112,-0.0281903,-0.028704,-0.137396,,0.0367926,-0.0283112,0.00874941,0.0301413,0.205919,,0.0229329,0.0283112,0.0912158,0.028704,0.111192,-0.081364
current_wuxi_year,-0.0683952,-0.0617359,-0.0596663,-0.0650712,-0.0201649,0.00478852,-0.00456819,0.00607004,-0.112918,0.117859,0.652271,-0.640715,-0.0857462,-0.0057644,-0.00587987,-0.0140369,1,,,,,,,,,0.00332287,-0.62814,-0.00552251,,0.00348178,-0.628719,-0.628688,-0.616179,0.00478852,,0.00250811,-0.00759098,,,-0.00602048,0.0163919,0.0102992,-0.00311951,-0.0239113,-0.0188786,0.00768652,-0.0181379,-0.0102992,0.00311951,0.0119093,0.019826,0.00193153,-0.661536,-0.00250811,0.00759098,0.661536,0.661536,0.0844605,0.160109,-0.0580411,-0.0146151,0.149955,-0.588609,0.652271,0.382109,-0.00250093,0.735762,0.723793,0.465281,-0.640715,0.640715,0.00250093,-0.735762,-0.702915,-0.597898,-0.0626636,-0.0814778,0.0580411,0.0146151,-0.109145,0.453434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0152268,-0.661536,-0.198766,-0.756976,0.0147807,,-0.00333231,-0.661536,0.0727827,0.779006,-0.106659,,-0.0122432,0.661536,-0.0759073,-0.756976,0.122332,,0.00145203,-0.661536,0.161998,-0.779006,-0.237223,,0.00888091,-0.661536,-0.160319,0.756976,0.051409,,0.00321942,0.661536,0.179401,0.779006,0.0102525,-0.056633
base_year_pillar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base_month_pillar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base_day_pillar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base_hour_pillar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base_month_pillar_minus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base_hour_pillar_minus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base_year_pillar_minus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base_day_pillar_minus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
year,-0.00351853,-0.00548501,-0.00125152,5.95428e-05,0.00708737,0.00811111,-0.00875085,-7.72332e-05,0.0681486,-0.133796,-0.0505772,-0.531253,-0.171167,-0.00406268,-0.00864999,0.0693298,0.00332287,,,,,,,,,1,-0.481556,-0.00155526,,-0.0157948,-0.452755,-0.478286,-0.478189,0.00811111,,-0.00771584,-0.00251178,,,-0.00915571,0.00595176,0.00895355,-0.00521075,0.00844697,-0.00450036,-0.000828478,0.00512391,-0.00895355,0.00521075,0.000498506,0.00489266,-0.00811111,0.438686,0.00771584,0.00251178,-0.438686,-0.438686,-0.170078,0.271478,-0.048129,-0.0338719,-0.153814,-0.338928,-0.0505772,0.73394,-0.75264,0.217891,0.0272098,0.409837,-0.531253,0.531253,0.75264,-0.217891,0.246313,-0.592558,-0.159255,-0.170977,0.048129,0.0338719,-0.111399,0.310423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00457826,0.438686,-0.18863,0.233833,0.109763,,0.00732921,0.438686,0.0547902,0.0346595,-0.057252,,0.000418691,-0.438686,-0.207218,0.233833,-0.00458109,,0.00318679,0.438686,0.087604,-0.0346595,-0.00592841,,-0.00347835,0.438686,0.0741743,-0.233833,0.143574,,0.000971841,-0.438686,0.0963464,0.0346595,-0.130997,-0.00851891
month,0.083819,0.0788763,0.0778773,0.0795059,0.018226,-0.00844852,0.00270187,0.00485561,0.0658883,0.0790377,-0.679722,0.634305,0.172257,0.0085618,0.00220552,-0.140059,-0.62814,,,,,,,,,-0.481556,1,0.000417712,,0.0172549,0.975797,0.996876,0.985376,-0.00844852,,0.0051333,0.00826989,,,0.00238482,0.000775676,-0.00176618,-0.00519102,-0.00973798,0.00701934,0.00365603,0.01423,0.00176618,0.00519102,-0.00427626,-0.0192167,0.0057185,0.347145,-0.0051333,-0.00826989,-0.347145,-0.347145,0.117408,-0.228815,0.0555599,0.0413913,-0.210737,0.556862,-0.679722,-0.354324,0.34998,-0.712344,-0.695016,-0.690617,0.634305,-0.634305,-0.34998,0.712344,0.583216,0.545661,0.155311,0.263877,-0.0555599,-0.0413913,0.181305,-0.457294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00770364,0.347145,0.22324,0.521173,-0.018524,,-0.00361572,0.347145,-0.108282,-0.663595,0.104034,,-0.00523307,-0.347145,0.156883,0.521173,0.0301224,,-0.00815936,0.347145,-0.113815,0.663595,0.116664,,0.00850368,0.347145,0.108776,-0.521173,-0.20947,,0.00205525,-0.347145,-0.23765,-0.663595,0.0809194,0.0842284
day,-0.00878094,-0.00283058,-0.010215,-0.00737565,0.0317016,0.00460995,0.0426345,-0.0583834,0.021078,0.116711,-0.00199984,-0.040557,-0.0812601,0.0389753,0.0442634,0.0448584,-0.00552251,,,,,,,,,-0.00155526,0.000417712,1,,0.0124925,0.00211898,0.0792833,0.0666118,0.00460995,,0.0134945,0.03684,,,0.0413767,0.0121908,-0.0595118,0.0757801,0.00451682,-0.0251917,-0.0548819,-0.0363516,0.0595118,-0.0757801,0.00366285,0.0114368,0.0138741,0.0426685,-0.0134945,-0.03684,-0.0426685,-0.0426685,0.116472,0.0516001,-0.144355,0.00243873,-0.021644,-0.0660173,-0.00199984,0.0547178,-0.0682622,0.0165679,0.00204514,0.0390108,-0.040557,0.040557,0.0682622,-0.0165679,0.0215976,-0.0435608,-0.0790585,-0.0355606,0.144355,-0.00243873,-0.0274674,0.122231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0296038,0.0426685,-0.0526089,0.0245008,-0.0514057,,0.0280807,0.0426685,0.0614788,-0.000241177,-0.00809606,,-0.0435019,-0.0426685,-0.0824832,0.0245008,0.027751,,-0.00334144,0.0426685,0.0244922,0.000241177,-0.0956481,,0.0294019,0.0426685,0.0428413,-0.0245008,0.000808326,,0.0218026,-0.0426685,0.0349206,-0.000241177,0.0505448,0.00928809
hour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dayofweek,-0.00957489,-0.00893792,-0.00194605,-0.0138679,-0.0729115,0.00995545,-0.0133226,-0.00306457,-0.0106562,-0.00562411,-0.00941306,0.0073895,-0.00621235,-3.89873e-06,-0.0121868,0.0433059,0.00348178,,,,,,,,,-0.0157948,0.0172549,0.0124925,,1,0.00563682,0.0181406,0.0116609,0.00995545,,-0.010445,0.00261098,,,-0.012644,-0.00779817,0.00690088,0.00350038,0.00518094,0.00412858,-0.00288077,-0.00100985,-0.00690088,-0.00350038,-0.00461359,-0.00935278,-0.0107844,-0.000165723,0.010445,-0.00261098,0.000165723,0.000165723,-0.00624609,0.00851952,-0.00186561,0.00229993,-0.00152065,-0.000973444,-0.00941306,-0.00307377,0.00936578,-0.00857984,-0.00854296,-0.0122407,0.0073895,-0.0073895,-0.00936578,0.00857984,0.00594091,0.00536365,-0.0060538,-0.00638072,0.00186561,-0.00229993,0.00863048,-0.00564598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00848725,-0.000165723,0.0150557,0.00313998,-0.00508113,,-0.00271522,-0.000165723,-0.00367897,-0.00664984,0.00924857,,0.00882002,0.000165723,-0.00577386,0.00313998,-0.0137033,,0.00783282,-0.000165723,0.00359602,0.00664984,-0.00395883,,-0.00784011,-0.000165723,0.00898353,-0.00313998,0.0103663,,-0.0051061,0.000165723,-0.0180836,-0.00664984,0.00149798,-0.0437388
quarter,0.0823256,0.0779735,0.0773998,0.0782412,0.00293874,-0.00939234,0.00142996,0.00713307,0.068977,0.108278,-0.687306,0.650923,0.201076,0.00900196,0.00103055,-0.130276,-0.628719,,,,,,,,,-0.452755,0.975797,0.00211898,,0.00563682,1,0.972957,0.963324,-0.00939234,,0.00453258,0.00897896,,,0.00115996,-0.000199483,0.000342131,-0.00656964,-0.00598468,0.00861343,0.00548823,0.0180517,-0.000342131,0.00656964,-0.00755174,-0.0211734,0.00510235,0.368438,-0.00453258,-0.00897896,-0.368438,-0.368438,0.144476,-0.202865,0.055999,0.0436732,-0.234074,0.568505,-0.687306,-0.370817,0.340762,-0.727325,-0.707693,-0.69055,0.650923,-0.650923,-0.340762,0.727325,0.597033,0.564897,0.187001,0.258851,-0.055999,-0.0436732,0.200162,-0.468677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00808833,0.368438,0.197186,0.542233,-0.00851804,,-0.00112977,0.368438,-0.150028,-0.681873,0.12496,,-0.00473245,-0.368438,0.170783,0.542233,0.0378906,,-0.0100946,0.368438,-0.143858,0.681873,0.107911,,0.00760731,0.368438,0.0869628,-0.542233,-0.203312,,0.00381687,-0.368438,-0.235926,-0.681873,0.0876911,0.0853524
dayofyear,0.0830077,0.0785456,0.0769718,0.0788297,0.0207039,-0.00804974,0.00605149,0.00020502,0.067709,0.0875296,-0.678751,0.629379,0.165712,0.0116412,0.00567554,-0.135594,-0.628688,,,,,,,,,-0.478286,0.996876,0.0792833,,0.0181406,0.972957,1,0.987524,-0.00804974,,0.00616888,0.0111884,,,0.00562539,0.00185353,-0.006465,0.000733097,-0.00954944,0.00501669,-0.000706937,0.011225,0.006465,-0.000733097,-0.0037787,-0.018259,0.00678376,0.351586,-0.00616888,-0.0111884,-0.351586,-0.351586,0.12581,-0.224232,0.0442228,0.0414441,-0.211717,0.551176,-0.678751,-0.348533,0.341852,-0.709662,-0.693784,-0.685113,0.629379,-0.629379,-0.341852,0.709662,0.584703,0.540712,0.148921,0.260479,-0.0442228,-0.0414441,0.178008,-0.447054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0100548,0.351586,0.218572,0.52336,-0.0221641,,-0.00142848,0.351586,-0.103662,-0.662873,0.103161,,-0.00871644,-0.351586,0.150309,0.52336,0.0312821,,-0.00840547,0.351586,-0.112724,0.662873,0.10963,,0.0108847,0.351586,0.112187,-0.52336,-0.208019,,0.00373689,-0.351586,-0.234232,-0.662873,0.0837707,0.0848894
weekofyear,0.0857227,0.0819017,0.0806087,0.0823582,0.00933082,0.00261535,0.00115207,-0.0101171,0.0562364,0.0760658,-0.672033,0.624949,0.175355,0.00621286,0.00163854,-0.133481,-0.616179,,,,,,,,,-0.478189,0.985376,0.0666118,,0.0116609,0.963324,0.987524,1,0.00261535,,-0.00395958,0.00778693,,,0.00180273,-0.00804164,-0.0128858,0.00948302,-0.0189556,0.0104302,-0.00998133,-0.000995088,0.0128858,-0.00948302,0.00721199,-0.0181685,-0.00386696,0.345958,0.00395958,-0.00778693,-0.345958,-0.345958,0.113483,-0.218745,0.0550568,0.044614,-0.222907,0.551361,-0.672033,-0.347449,0.341817,-0.70339,-0.687034,-0.680316,0.624949,-0.624949,-0.341817,0.70339,0.577905,0.537234,0.158785,0.25796,-0.0550568,-0.044614,0.186238,-0.453967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.000159306,0.345958,0.217223,0.516915,-0.0106585,,-0.0135456,0.345958,-0.11381,-0.656235,0.0947133,,0.00336689,-0.345958,0.153915,0.516915,0.0404627,,0.00366873,0.345958,-0.118571,0.656235,0.119602,,0.00319972,0.345958,0.113202,-0.516915,-0.21911,,-0.00841604,-0.345958,-0.23751,-0.656235,0.0764268,0.088246
