,time,Open,High,Low,Close,Volume,stock_code,ric_code,uuid,last_modified_date,current_hour_pillar,current_day_pillar,current_day_pillar_minus,current_hour_pillar_minus,current_month_pillar,current_year_pillar,current_year_pillar_minus,current_month_pillar_minus,current_wuxi_hour,current_wuxi_day,current_wuxi_month,current_wuxi_year,base_year_pillar,base_month_pillar,base_day_pillar,base_hour_pillar,base_month_pillar_minus,base_hour_pillar_minus,base_year_pillar_minus,base_day_pillar_minus
10,2023-11-11 08:00:00+08:00,125.926,134.746,121.548,128.685,6785,HSI,^HSI,12856086232271115638,2025-06-02 02:18:08.315850+08:00,丙辰,癸酉,戊辰,辛亥,癸亥,戊午,癸亥,戊辰,癸未,癸戌,戊亥,戊未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
11,2023-11-12 08:00:00+08:00,119.957,128.512,116.213,128.192,4240,HSI,^HSI,14301167918609282970,2025-06-02 02:18:08.315850+08:00,戊辰,甲戌,己巳,癸亥,癸亥,戊午,癸亥,戊辰,乙未,甲亥,戊亥,戊未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
12,2023-11-13 08:00:00+08:00,125.76,128.871,121.421,125.02,3516,HSI,^HSI,11296283793422369343,2025-06-02 02:18:08.315850+08:00,庚辰,乙亥,庚午,乙亥,癸亥,戊午,癸亥,戊辰,丁未,乙子,戊亥,戊未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
13,2023-11-14 08:00:00+08:00,187.616,196.87,184.919,191.28,9944,HSI,^HSI,5142123550068941339,2025-06-02 02:18:08.315850+08:00,壬辰,丙子,辛未,丁亥,癸亥,戊午,癸亥,戊辰,己未,丙丑,己亥,戊未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
14,2023-11-15 08:00:00+08:00,193.239,199.7,185.844,192.456,7221,HSI,^HSI,11355819084647986343,2025-06-02 02:18:08.315850+08:00,甲辰,丁丑,壬申,己亥,癸亥,戊午,癸亥,戊辰,辛未,丁寅,己亥,戊未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
15,2023-11-16 08:00:00+08:00,120.119,123.162,114.564,117.605,1378,HSI,^HSI,15682816623843208370,2025-06-02 02:18:08.315850+08:00,丙辰,戊寅,癸酉,辛亥,癸亥,戊午,癸亥,戊辰,癸未,戊卯,己亥,戊未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
16,2023-11-17 08:00:00+08:00,121.37,124.48,120.764,123.774,6567,HSI,^HSI,7942172229956132717,2025-06-02 02:18:08.315850+08:00,戊辰,己卯,甲戌,癸亥,癸亥,戊午,癸亥,戊辰,乙未,己辰,甲亥,戊未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
17,2023-11-18 08:00:00+08:00,160.128,164.679,153.901,158.364,4766,HSI,^HSI,7383672283953571480,2025-06-02 02:18:08.315850+08:00,庚辰,庚辰,乙亥,乙亥,癸亥,戊午,癸亥,戊辰,丁未,庚巳,甲亥,戊未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
18,2023-11-19 08:00:00+08:00,161.859,163.722,159.854,160.12,7995,HSI,^HSI,18206666139833076972,2025-06-02 02:18:08.315850+08:00,壬辰,辛巳,丙子,丁亥,癸亥,戊午,癸亥,戊辰,己未,辛午,甲亥,戊未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
19,2023-11-20 08:00:00+08:00,133.787,141.855,132.058,141.061,3087,HSI,^HSI,10819475258615298717,2025-06-02 02:18:08.315850+08:00,甲辰,壬午,丁丑,己亥,癸亥,戊午,癸亥,戊辰,辛未,壬未,乙亥,戊未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
20,2023-11-21 08:00:00+08:00,199.533,206.282,189.609,205.04,8091,HSI,^HSI,5675956443382050030,2025-06-02 02:18:08.315850+08:00,丙辰,癸未,戊寅,辛亥,癸亥,戊午,癸亥,戊辰,癸未,癸申,乙亥,戊未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
21,2023-11-22 08:00:00+08:00,119.764,128.792,115.825,122.197,8518,HSI,^HSI,17811462326483816919,2025-06-02 02:18:08.315850+08:00,戊辰,甲申,己卯,癸亥,癸亥,戊午,癸亥,戊辰,乙未,甲酉,乙亥,戊未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
22,2023-11-23 08:00:00+08:00,109.339,111.212,99.4675,106.511,1282,HSI,^HSI,3588728687382895901,2025-06-02 02:18:08.315850+08:00,庚辰,乙酉,庚辰,乙亥,戊寅,戊午,癸亥,癸未,丁未,乙戌,庚寅,戊未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
23,2023-11-24 08:00:00+08:00,128.556,130.364,123.33,128.507,1566,HSI,^HSI,7740737406258507875,2025-06-02 02:18:08.315850+08:00,壬辰,丙戌,辛巳,丁亥,戊寅,戊午,癸亥,癸未,己未,丙亥,庚寅,戊未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
24,2023-11-25 08:00:00+08:00,172.656,172.727,164.356,168.267,9533,HSI,^HSI,2115074784211789432,2025-06-02 02:18:08.315850+08:00,甲辰,丁亥,壬午,己亥,戊寅,戊午,癸亥,癸未,辛未,丁子,庚寅,戊未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
25,2023-11-26 08:00:00+08:00,156.227,163.278,155.275,158.139,3413,HSI,^HSI,11931354297133682126,2025-06-02 02:18:08.315850+08:00,丙辰,戊子,癸未,辛亥,戊寅,戊午,癸亥,癸未,癸未,戊丑,辛寅,戊未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
26,2023-11-27 08:00:00+08:00,144.325,150.789,137.017,139.451,3352,HSI,^HSI,16251154905930374449,2025-06-02 02:18:08.315850+08:00,戊辰,己丑,甲申,癸亥,戊寅,戊午,癸亥,癸未,乙未,己寅,辛寅,戊未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
27,2023-11-28 08:00:00+08:00,172.224,180.032,165.547,174.608,8861,HSI,^HSI,14063311677558721670,2025-06-02 02:18:08.315850+08:00,庚辰,庚寅,乙酉,乙亥,戊寅,戊午,癸亥,癸未,丁未,庚卯,辛寅,戊未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
28,2023-11-29 08:00:00+08:00,116.884,119.71,112.487,117.63,4919,HSI,^HSI,14095660830556286492,2025-06-02 02:18:08.315850+08:00,壬辰,辛卯,丙戌,丁亥,戊寅,戊午,癸亥,癸未,己未,辛辰,丙寅,戊未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
29,2023-11-30 08:00:00+08:00,147.966,156.273,146.1,149.232,6198,HSI,^HSI,1951316378946506972,2025-06-02 02:18:08.315850+08:00,甲辰,壬辰,丁亥,己亥,戊寅,戊午,癸亥,癸未,辛未,壬巳,丙寅,戊未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
30,2023-12-01 08:00:00+08:00,111.217,117.109,106.093,112.732,9046,HSI,^HSI,10320122587544334780,2025-06-02 02:18:08.315850+08:00,丙辰,癸巳,戊子,辛亥,戊寅,戊午,癸亥,癸未,癸未,癸午,丙寅,戊未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
31,2023-12-02 08:00:00+08:00,104.602,108.21,95.5468,103.48,5750,HSI,^HSI,7646531457647466534,2025-06-02 02:18:08.315850+08:00,戊辰,甲午,己丑,癸亥,戊寅,戊午,癸亥,癸未,乙未,甲未,丁寅,戊未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
32,2023-12-03 08:00:00+08:00,156.572,157.971,155.035,156.957,4972,HSI,^HSI,6304195519571684664,2025-06-02 02:18:08.315850+08:00,庚辰,乙未,庚寅,乙亥,戊寅,戊午,癸亥,癸未,丁未,乙申,丁寅,戊未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
33,2023-12-04 08:00:00+08:00,149.976,153.884,143.243,149.035,4506,HSI,^HSI,13591745669427926880,2025-06-02 02:18:08.315850+08:00,壬辰,丙申,辛卯,丁亥,戊寅,戊午,癸亥,癸未,己未,丙酉,丁寅,戊未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
34,2023-12-05 08:00:00+08:00,162.686,170.063,158.744,163.174,7988,HSI,^HSI,6826957436345396,2025-06-02 02:18:08.315850+08:00,甲辰,丁酉,壬辰,己亥,戊寅,戊午,癸亥,癸未,辛未,丁戌,壬寅,戊未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
35,2023-12-06 08:00:00+08:00,149.425,155.615,146.927,147.572,4570,HSI,^HSI,7635018499937563479,2025-06-02 02:18:08.315850+08:00,丙辰,戊戌,癸巳,辛亥,戊寅,戊午,癸亥,癸未,癸未,戊亥,壬寅,戊未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
36,2023-12-07 08:00:00+08:00,142.798,144.893,134.954,144.076,2705,HSI,^HSI,16099933089929118823,2025-06-02 02:18:08.315850+08:00,戊辰,己亥,甲午,癸亥,戊寅,戊午,癸亥,癸未,乙未,己子,壬寅,戊未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
37,2023-12-08 08:00:00+08:00,162.052,169.879,160.487,161.442,7386,HSI,^HSI,1209214182214334767,2025-06-02 02:18:08.315850+08:00,庚辰,庚子,乙未,乙亥,甲子,戊午,癸亥,己巳,丁未,庚丑,甲子,戊未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
38,2023-12-09 08:00:00+08:00,139.255,143.041,133.562,135.213,7919,HSI,^HSI,7851682016721981134,2025-06-02 02:18:08.315850+08:00,壬辰,辛丑,丙申,丁亥,甲子,戊午,癸亥,己巳,己未,辛寅,甲子,戊未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
39,2023-12-10 08:00:00+08:00,133.647,139.545,126.128,135.576,4451,HSI,^HSI,15359642242073527191,2025-06-02 02:18:08.315850+08:00,甲辰,壬寅,丁酉,己亥,甲子,戊午,癸亥,己巳,辛未,壬卯,甲子,戊未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
40,2023-12-11 08:00:00+08:00,179.485,187.397,179.065,181.237,8671,HSI,^HSI,11263481395101043975,2025-06-02 02:18:08.315850+08:00,丙辰,癸卯,戊戌,辛亥,甲子,戊午,癸亥,己巳,癸未,癸辰,己子,戊未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
41,2023-12-12 08:00:00+08:00,195.724,199.553,186.03,188.355,2474,HSI,^HSI,4527294220622566597,2025-06-02 02:18:08.315850+08:00,戊辰,甲辰,己亥,癸亥,甲子,戊午,癸亥,己巳,乙未,甲巳,己子,戊未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
42,2023-12-13 08:00:00+08:00,119.806,125.686,114.862,123.869,6918,HSI,^HSI,12997594589175617663,2025-06-02 02:18:08.315850+08:00,庚辰,乙巳,庚子,乙亥,甲子,戊午,癸亥,己巳,丁未,乙午,己子,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
43,2023-12-14 08:00:00+08:00,144.93,150.564,143.462,144.848,1142,HSI,^HSI,10168701191759389683,2025-06-02 02:18:08.315850+08:00,壬辰,丙午,辛丑,丁亥,甲子,戊午,癸亥,己巳,己未,丙未,庚子,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
44,2023-12-15 08:00:00+08:00,194.617,198.454,192.324,193.108,8499,HSI,^HSI,7199241848925973567,2025-06-02 02:18:08.315850+08:00,甲辰,丁未,壬寅,己亥,甲子,戊午,癸亥,己巳,辛未,丁申,庚子,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
45,2023-12-16 08:00:00+08:00,159.6,159.677,159.037,159.078,1992,HSI,^HSI,17358799982607539844,2025-06-02 02:18:08.315850+08:00,丙辰,戊申,癸卯,辛亥,甲子,戊午,癸亥,己巳,癸未,戊酉,庚子,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
46,2023-12-17 08:00:00+08:00,188.889,189.712,183.653,189.26,2523,HSI,^HSI,15838333384235687047,2025-06-02 02:18:08.315850+08:00,戊辰,己酉,甲辰,癸亥,甲子,戊午,癸亥,己巳,乙未,己戌,乙子,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
47,2023-12-18 08:00:00+08:00,194.121,194.434,185.385,190.804,9651,HSI,^HSI,15511773886889602790,2025-06-02 02:18:08.315850+08:00,庚辰,庚戌,乙巳,乙亥,甲子,戊午,癸亥,己巳,丁未,庚亥,乙子,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
48,2023-12-19 08:00:00+08:00,159.556,166.387,152.77,159.97,5943,HSI,^HSI,6066842594358491114,2025-06-02 02:18:08.315850+08:00,壬辰,辛亥,丙午,丁亥,甲子,戊午,癸亥,己巳,己未,辛子,乙子,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
49,2023-12-20 08:00:00+08:00,129.107,137.513,124.375,126.369,8509,HSI,^HSI,2888870616374614899,2025-06-02 02:18:08.315850+08:00,甲辰,壬子,丁未,己亥,甲子,戊午,癸亥,己巳,辛未,壬丑,丙子,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
50,2023-12-21 08:00:00+08:00,138.964,148.931,132.056,138.428,5074,HSI,^HSI,12293436290460336503,2025-06-02 02:18:08.315850+08:00,丙辰,癸丑,戊申,辛亥,甲子,戊午,癸亥,己巳,癸未,癸寅,丙子,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
51,2023-12-22 08:00:00+08:00,150.69,151.562,145.673,149.582,3694,HSI,^HSI,531014379672889532,2025-06-02 02:18:08.315850+08:00,戊辰,甲寅,己酉,癸亥,甲子,戊午,癸亥,己巳,乙未,甲卯,丙子,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
52,2023-12-23 08:00:00+08:00,120.779,127.613,113.911,120.184,6000,HSI,^HSI,14532819979699246092,2025-06-02 02:18:08.315850+08:00,庚辰,乙卯,庚戌,乙亥,己卯,戊午,癸亥,甲申,丁未,乙辰,辛卯,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
53,2023-12-24 08:00:00+08:00,152.256,158.016,147.909,157.758,1483,HSI,^HSI,10630940487875435288,2025-06-02 02:18:08.315850+08:00,壬辰,丙辰,辛亥,丁亥,己卯,戊午,癸亥,甲申,己未,丙巳,辛卯,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
54,2023-12-25 08:00:00+08:00,180.209,187.087,179.571,183.124,2840,HSI,^HSI,10550704212546972138,2025-06-02 02:18:08.315850+08:00,甲辰,丁巳,壬子,己亥,己卯,戊午,癸亥,甲申,辛未,丁午,辛卯,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
55,2023-12-26 08:00:00+08:00,193.876,201.996,184.847,191.35,9845,HSI,^HSI,3569998542805220410,2025-06-02 02:18:08.315850+08:00,丙辰,戊午,癸丑,辛亥,己卯,戊午,癸亥,甲申,癸未,戊未,壬卯,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
56,2023-12-27 08:00:00+08:00,119.557,122.304,112.304,114.716,1861,HSI,^HSI,5208873639447472079,2025-06-02 02:18:08.315850+08:00,戊辰,己未,甲寅,癸亥,己卯,戊午,癸亥,甲申,乙未,己申,壬卯,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
57,2023-12-28 08:00:00+08:00,111.004,111.374,106.445,106.829,2283,HSI,^HSI,15969880991971767085,2025-06-02 02:18:08.315850+08:00,庚辰,庚申,乙卯,乙亥,己卯,戊午,癸亥,甲申,丁未,庚酉,壬卯,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
58,2023-12-29 08:00:00+08:00,105.436,107.361,103.271,106.819,2900,HSI,^HSI,14341985677416771342,2025-06-02 02:18:08.315850+08:00,壬辰,辛酉,丙辰,丁亥,己卯,戊午,癸亥,甲申,己未,辛戌,丁卯,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
59,2023-12-30 08:00:00+08:00,172.619,182.342,170.527,175.036,8108,HSI,^HSI,2713536996507918460,2025-06-02 02:18:08.315850+08:00,甲辰,壬戌,丁巳,己亥,己卯,戊午,癸亥,甲申,辛未,壬亥,丁卯,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
60,2023-12-31 08:00:00+08:00,199.434,199.849,190.259,191.655,3413,HSI,^HSI,15044855115309896801,2025-06-02 02:18:08.315850+08:00,丙辰,癸亥,戊午,辛亥,己卯,戊午,癸亥,甲申,癸未,癸子,戊卯,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
61,2024-01-01 08:00:00+08:00,164.341,173.26,162.361,163.926,1858,HSI,^HSI,15650414119899846606,2025-06-02 02:18:08.315850+08:00,戊辰,甲子,己未,癸亥,己卯,戊午,癸亥,甲申,乙未,甲丑,甲子,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
62,2024-01-02 08:00:00+08:00,151.946,156.561,144.97,146.01,2229,HSI,^HSI,7831187258059140160,2025-06-02 02:18:08.315850+08:00,庚辰,乙丑,庚申,乙亥,己卯,戊午,癸亥,甲申,丁未,乙寅,甲子,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
63,2024-01-03 08:00:00+08:00,138.627,145.308,138.424,140.776,3291,HSI,^HSI,8045798968141237846,2025-06-02 02:18:08.315850+08:00,壬辰,丙寅,辛酉,丁亥,己卯,戊午,癸亥,甲申,己未,丙卯,甲子,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
64,2024-01-04 08:00:00+08:00,106.267,115.336,96.5044,101.748,6166,HSI,^HSI,1413516929825992268,2025-06-02 02:18:08.315850+08:00,甲辰,丁卯,壬戌,己亥,己卯,戊午,癸亥,甲申,辛未,丁辰,甲子,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
65,2024-01-05 08:00:00+08:00,180.051,183.082,172.886,173.845,1683,HSI,^HSI,13141087347546432482,2025-06-02 02:18:08.315850+08:00,丙辰,戊辰,癸亥,辛亥,己卯,戊午,癸亥,甲申,癸未,戊巳,甲子,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
66,2024-01-06 08:00:00+08:00,126.045,129.91,125.708,128.157,2556,HSI,^HSI,16651732524522067969,2025-06-02 02:18:08.315850+08:00,戊辰,己巳,甲子,癸亥,乙丑,戊午,癸亥,庚午,乙未,己午,甲辰,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
67,2024-01-07 08:00:00+08:00,153.049,162.885,152.395,157.425,3862,HSI,^HSI,5076856314317330146,2025-06-02 02:18:08.315850+08:00,庚辰,庚午,乙丑,乙亥,乙丑,戊午,癸亥,庚午,丁未,庚未,甲辰,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
68,2024-01-08 08:00:00+08:00,128.458,129.564,119.026,120.1,6244,HSI,^HSI,12195208226529310123,2025-06-02 02:18:08.315850+08:00,壬辰,辛未,丙寅,丁亥,乙丑,戊午,癸亥,庚午,己未,辛申,甲辰,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
69,2024-01-09 08:00:00+08:00,140.856,148.158,132.452,143.63,9959,HSI,^HSI,2784327958882872168,2025-06-02 02:18:08.315850+08:00,甲辰,壬申,丁卯,己亥,乙丑,戊午,癸亥,庚午,辛未,壬酉,甲辰,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
70,2024-01-10 08:00:00+08:00,130.52,132.024,124.432,131.44,5126,HSI,^HSI,13549930089680949655,2025-06-02 02:18:08.315850+08:00,丙辰,癸酉,戊辰,辛亥,乙丑,戊午,癸亥,庚午,癸未,癸戌,甲辰,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
71,2024-01-11 08:00:00+08:00,136.39,144.701,127.717,135.033,3886,HSI,^HSI,17312133900274637982,2025-06-02 02:18:08.315850+08:00,戊辰,甲戌,己巳,癸亥,乙丑,戊午,癸亥,庚午,乙未,甲亥,甲辰,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
72,2024-01-12 08:00:00+08:00,136.841,144.99,127.175,137.392,5850,HSI,^HSI,294966323938520067,2025-06-02 02:18:08.315850+08:00,庚辰,乙亥,庚午,乙亥,乙丑,戊午,癸亥,庚午,丁未,乙子,甲辰,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
73,2024-01-13 08:00:00+08:00,137.217,140.556,128.517,137.337,9609,HSI,^HSI,16696988714310710269,2025-06-02 02:18:08.315850+08:00,壬辰,丙子,辛未,丁亥,乙丑,戊午,癸亥,庚午,己未,丙丑,甲辰,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
74,2024-01-14 08:00:00+08:00,144.198,150.547,142.268,143.936,8720,HSI,^HSI,3071808935596755713,2025-06-02 02:18:08.315850+08:00,甲辰,丁丑,壬申,己亥,乙丑,戊午,癸亥,庚午,辛未,丁寅,甲辰,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
75,2024-01-15 08:00:00+08:00,105.294,111.223,99.0329,101.89,6248,HSI,^HSI,14465781041216391383,2025-06-02 02:18:08.315850+08:00,丙辰,戊寅,癸酉,辛亥,乙丑,戊午,癸亥,庚午,癸未,戊卯,甲辰,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
76,2024-01-16 08:00:00+08:00,136.961,139.518,132.941,136.764,3502,HSI,^HSI,3003736981164878079,2025-06-02 02:18:08.315850+08:00,戊辰,己卯,甲戌,癸亥,乙丑,戊午,癸亥,庚午,乙未,己辰,甲辰,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
77,2024-01-17 08:00:00+08:00,143.638,147.224,133.827,135.358,1420,HSI,^HSI,5561674016473975177,2025-06-02 02:18:08.315850+08:00,庚辰,庚辰,乙亥,乙亥,乙丑,戊午,癸亥,庚午,丁未,庚巳,甲辰,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
78,2024-01-18 08:00:00+08:00,127.418,131.241,124.221,127.54,2559,HSI,^HSI,1179769853032730607,2025-06-02 02:18:08.315850+08:00,壬辰,辛巳,丙子,丁亥,乙丑,戊午,癸亥,庚午,己未,辛午,甲辰,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
79,2024-01-19 08:00:00+08:00,195.71,204.686,189.322,197.252,9390,HSI,^HSI,6472367329339568308,2025-06-02 02:18:08.315850+08:00,甲辰,壬午,丁丑,己亥,乙丑,戊午,癸亥,庚午,辛未,壬未,甲辰,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
80,2024-01-20 08:00:00+08:00,115.208,116.563,109.484,112.169,6540,HSI,^HSI,9594404266926585341,2025-06-02 02:18:08.315850+08:00,丙辰,癸未,戊寅,辛亥,乙丑,戊午,癸亥,庚午,癸未,癸申,甲辰,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申
