,current_hour_pillar,current_day_pillar,current_day_pillar_minus,current_hour_pillar_minus,current_month_pillar,current_year_pillar,current_year_pillar_minus,current_month_pillar_minus,current_wuxi_hour,current_wuxi_day,current_wuxi_month,current_wuxi_year,base_year_pillar,base_month_pillar,base_day_pillar,base_hour_pillar,base_month_pillar_minus,base_hour_pillar_minus,base_year_pillar_minus,base_day_pillar_minus,year,month,day,hour,dayofweek,quarter,is_month_start,is_month_end,is_quarter_start,is_quarter_end,is_year_start,is_year_end,dayofyear,weekofyear,current_hour_pillar_heavenly,current_hour_pillar_earthly,current_hour_pillar_heavenly_sin,current_hour_pillar_heavenly_cos,current_hour_pillar_earthly_sin,current_hour_pillar_earthly_cos,current_day_pillar_heavenly,current_day_pillar_earthly,current_day_pillar_heavenly_sin,current_day_pillar_heavenly_cos,current_day_pillar_earthly_sin,current_day_pillar_earthly_cos,current_day_pillar_minus_heavenly,current_day_pillar_minus_earthly,current_day_pillar_minus_heavenly_sin,current_day_pillar_minus_heavenly_cos,current_day_pillar_minus_earthly_sin,current_day_pillar_minus_earthly_cos,current_hour_pillar_minus_heavenly,current_hour_pillar_minus_earthly,current_hour_pillar_minus_heavenly_sin,current_hour_pillar_minus_heavenly_cos,current_hour_pillar_minus_earthly_sin,current_hour_pillar_minus_earthly_cos,current_month_pillar_heavenly,current_month_pillar_earthly,current_month_pillar_heavenly_sin,current_month_pillar_heavenly_cos,current_month_pillar_earthly_sin,current_month_pillar_earthly_cos,current_year_pillar_heavenly,current_year_pillar_earthly,current_year_pillar_heavenly_sin,current_year_pillar_heavenly_cos,current_year_pillar_earthly_sin,current_year_pillar_earthly_cos,current_year_pillar_minus_heavenly,current_year_pillar_minus_earthly,current_year_pillar_minus_heavenly_sin,current_year_pillar_minus_heavenly_cos,current_year_pillar_minus_earthly_sin,current_year_pillar_minus_earthly_cos,current_month_pillar_minus_heavenly,current_month_pillar_minus_earthly,current_month_pillar_minus_heavenly_sin,current_month_pillar_minus_heavenly_cos,current_month_pillar_minus_earthly_sin,current_month_pillar_minus_earthly_cos,base_year_pillar_heavenly,base_year_pillar_earthly,base_year_pillar_heavenly_sin,base_year_pillar_heavenly_cos,base_year_pillar_earthly_sin,base_year_pillar_earthly_cos,base_month_pillar_heavenly,base_month_pillar_earthly,base_month_pillar_heavenly_sin,base_month_pillar_heavenly_cos,base_month_pillar_earthly_sin,base_month_pillar_earthly_cos,base_day_pillar_heavenly,base_day_pillar_earthly,base_day_pillar_heavenly_sin,base_day_pillar_heavenly_cos,base_day_pillar_earthly_sin,base_day_pillar_earthly_cos,base_hour_pillar_heavenly,base_hour_pillar_earthly,base_hour_pillar_heavenly_sin,base_hour_pillar_heavenly_cos,base_hour_pillar_earthly_sin,base_hour_pillar_earthly_cos,base_month_pillar_minus_heavenly,base_month_pillar_minus_earthly,base_month_pillar_minus_heavenly_sin,base_month_pillar_minus_heavenly_cos,base_month_pillar_minus_earthly_sin,base_month_pillar_minus_earthly_cos,base_hour_pillar_minus_heavenly,base_hour_pillar_minus_earthly,base_hour_pillar_minus_heavenly_sin,base_hour_pillar_minus_heavenly_cos,base_hour_pillar_minus_earthly_sin,base_hour_pillar_minus_earthly_cos,base_year_pillar_minus_heavenly,base_year_pillar_minus_earthly,base_year_pillar_minus_heavenly_sin,base_year_pillar_minus_heavenly_cos,base_year_pillar_minus_earthly_sin,base_year_pillar_minus_earthly_cos,base_day_pillar_minus_heavenly,base_day_pillar_minus_earthly,base_day_pillar_minus_heavenly_sin,base_day_pillar_minus_heavenly_cos,base_day_pillar_minus_earthly_sin,base_day_pillar_minus_earthly_cos,cs_base_hour_current_hour,cs_base_hour_current_day,cs_base_hour_current_hour_minus,cs_base_hour_current_month,cs_base_hour_current_year,cs_base_hour_current_month_minus,cs_base_day_current_hour,cs_base_day_current_day,cs_base_day_current_hour_minus,cs_base_day_current_month,cs_base_day_current_year,cs_base_day_current_month_minus,cs_base_hour_minus_current_hour,cs_base_hour_minus_current_day,cs_base_hour_minus_current_hour_minus,cs_base_hour_minus_current_month,cs_base_hour_minus_current_year,cs_base_hour_minus_current_month_minus,cs_base_month_current_hour,cs_base_month_current_day,cs_base_month_current_hour_minus,cs_base_month_current_month,cs_base_month_current_year,cs_base_month_current_month_minus,cs_base_year_current_hour,cs_base_year_current_day,cs_base_year_current_hour_minus,cs_base_year_current_month,cs_base_year_current_year,cs_base_year_current_month_minus,cs_base_month_minus_current_hour,cs_base_month_minus_current_day,cs_base_month_minus_current_hour_minus,cs_base_month_minus_current_month,cs_base_month_minus_current_year,cs_base_month_minus_current_month_minus
979,3,6,55,6,19,0,3,4,1,9,100,0,0,0,0,0,0,0,0,0,2022,12,19,0,0,4,False,False,False,False,False,False,353,51,3,0,0.587785,-0.809017,0,1,1,2,0.951057,0.309017,1.22465e-16,-1,9,1,-0.951057,-0.309017,-0.5,0.866025,3,0,-0.587785,0.809017,0.5,-0.866025,3,4,-0.951057,0.309017,0,1,0,6,0.951057,-0.309017,0.5,-0.866025,3,3,-0.951057,0.309017,0,1,0,8,0.951057,-0.309017,-0.5,-0.866025,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,0,2,0,7,6,9,0,6,1,8,5,1,0,5,0,10,2,9,0,10,0,5,4,11,0,8,1,6,2,0,0,4,1,3,8,0
398,1,37,51,0,46,2,7,26,2,37,57,23,0,0,0,0,0,0,0,0,2020,8,13,0,3,3,False,False,False,False,False,False,226,33,1,0,-0.951057,0.309017,0,1,6,4,0.587785,-0.809017,0,1,8,6,-0.587785,0.809017,0.5,-0.866025,0,0,0.951057,-0.309017,0.5,-0.866025,7,9,0,1,-0.866025,-0.5,2,3,0.587785,0.809017,1,6.12323e-17,5,6,-0.587785,-0.809017,-0.866025,0.5,4,3,1.22465e-16,-1,1,6.12323e-17,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,0,7,0,5,3,4,0,8,1,3,8,10,0,10,0,2,5,6,0,5,0,7,6,8,0,6,1,4,4,5,0,3,1,8,6,7
423,1,49,41,0,17,2,7,35,2,51,23,8,0,0,0,0,0,0,0,0,2020,9,17,0,3,3,False,False,False,False,False,False,261,38,1,0,-0.951057,0.309017,0,1,8,1,-0.587785,0.809017,-0.5,0.866025,6,10,0.587785,-0.809017,0.866025,-0.5,0,0,0.951057,-0.309017,0.5,-0.866025,2,11,0.587785,0.809017,-1,-1.83697e-16,2,3,0.587785,0.809017,1,6.12323e-17,5,6,-0.587785,-0.809017,-0.866025,0.5,5,10,-0.587785,-0.809017,0.866025,-0.5,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,0,6,0,3,3,0,0,2,1,5,8,11,0,4,0,8,5,1,0,3,0,6,6,0,0,7,1,10,4,9,0,5,1,2,6,11
370,0,33,14,8,5,2,7,23,3,35,119,23,0,0,0,0,0,0,0,0,2020,7,6,0,0,3,False,False,False,False,False,False,188,28,0,0,0.951057,0.309017,0,1,5,7,-0.587785,-0.809017,-0.866025,0.5,2,3,0.587785,0.809017,1,6.12323e-17,4,0,-0.951057,-0.309017,0.5,-0.866025,0,11,0.951057,-0.309017,-1,-1.83697e-16,2,3,0.587785,0.809017,1,6.12323e-17,5,6,-0.587785,-0.809017,-0.866025,0.5,3,10,-0.951057,0.309017,0.866025,-0.5,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,0,1,0,3,3,0,0,9,1,5,8,11,0,0,0,8,5,1,0,1,0,6,6,0,0,11,1,10,4,9,0,9,1,2,6,11
54,1,36,49,0,18,5,10,0,2,39,86,16,0,0,0,0,0,0,0,0,2019,3,22,0,4,1,False,False,False,False,False,False,81,12,1,0,-0.951057,0.309017,0,1,6,2,0.587785,-0.809017,1.22465e-16,-1,8,1,-0.587785,0.809017,-0.5,0.866025,0,0,0.951057,-0.309017,0.5,-0.866025,3,2,-0.951057,0.309017,1.22465e-16,-1,4,1,1.22465e-16,-1,-0.5,0.866025,7,1,0,1,1.22465e-16,-1,0,0,0.951057,-0.309017,0.5,0.866025,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,0,2,0,2,4,11,0,6,1,6,2,0,0,5,0,5,3,11,0,10,0,10,3,9,0,8,1,8,6,1,0,4,1,4,4,1
843,3,56,10,6,6,0,3,53,1,56,14,14,0,0,0,0,0,0,0,0,2022,6,7,0,1,2,False,False,False,False,False,False,158,23,3,0,0.587785,-0.809017,0,1,9,3,-0.951057,-0.309017,1,6.12323e-17,1,9,0.951057,0.309017,-0.866025,-0.5,3,0,-0.587785,0.809017,0.5,-0.866025,1,2,0.951057,0.309017,1.22465e-16,-1,0,6,0.951057,-0.309017,0.5,-0.866025,3,3,-0.951057,0.309017,0,1,9,0,-0.951057,-0.309017,0.5,0.866025,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,0,4,0,2,6,11,0,10,1,6,5,0,0,6,0,5,2,11,0,8,0,10,4,9,0,5,1,8,2,1,0,7,1,4,8,1
611,4,47,25,5,29,1,14,44,4,44,47,38,0,0,0,0,0,0,0,0,2021,6,25,0,4,2,False,False,False,False,False,False,176,25,4,0,0,1,0,1,7,10,0,1,0.866025,-0.5,4,1,1.22465e-16,-1,-0.5,0.866025,2,1,1.22465e-16,-1,-0.5,-0.866025,4,11,1.22465e-16,-1,-1,-1.83697e-16,1,9,0.951057,0.309017,0.866025,-0.5,9,9,-0.951057,-0.309017,-1,-1.83697e-16,7,5,0,1,0.866025,0.5,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,0,0,1,3,0,10,0,11,0,5,9,4,0,1,1,8,1,7,0,0,1,6,0,2,0,9,0,10,8,3,0,11,0,2,9,6
1231,3,8,59,7,26,8,12,46,1,6,88,25,0,0,0,0,0,0,0,0,2024,1,3,0,2,1,False,False,False,False,False,False,3,1,3,0,0.587785,-0.809017,0,1,1,5,0.951057,0.309017,0.866025,0.5,9,11,-0.951057,-0.309017,-1,-1.83697e-16,3,1,-0.587785,0.809017,-0.5,-0.866025,4,3,1.22465e-16,-1,1,6.12323e-17,6,2,0.587785,-0.809017,1.22465e-16,-1,8,0,-0.587785,0.809017,-0.5,0.866025,7,9,0,1,-0.866025,-0.5,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,0,10,1,4,2,5,0,4,0,10,4,3,0,7,1,6,4,2,0,2,1,8,8,7,0,3,0,5,7,4,0,6,0,7,3,8
312,0,35,13,9,35,7,2,17,3,32,70,21,0,0,0,0,0,0,0,0,2020,4,7,0,1,2,False,False,False,False,False,False,98,15,0,0,0.951057,0.309017,0,1,5,10,-0.587785,-0.809017,0.866025,-0.5,2,1,0.587785,0.809017,-0.5,0.866025,4,1,-0.951057,-0.309017,-0.5,-0.866025,5,10,-0.587785,-0.809017,0.866025,-0.5,5,4,-0.587785,-0.809017,0,1,2,5,0.587785,0.809017,0.5,-0.866025,2,11,0.587785,0.809017,-1,-1.83697e-16,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,0,0,1,0,5,3,0,11,0,11,6,5,0,1,1,1,8,8,0,0,1,0,5,6,0,9,0,9,5,10,0,11,0,11,2,2
1280,2,0,22,3,2,11,5,22,0,1,99,32,0,0,0,0,0,0,0,0,2024,3,14,0,3,1,False,False,False,False,False,False,74,11,2,0,-0.587785,-0.809017,0,1,0,0,0.951057,-0.309017,0.5,0.866025,3,9,-0.951057,0.309017,-0.866025,-0.5,1,1,0.587785,0.809017,-0.5,-0.866025,0,3,0.951057,-0.309017,1,6.12323e-17,7,9,0,1,0.866025,-0.5,4,9,1.22465e-16,-1,-1,-1.83697e-16,3,9,-0.951057,0.309017,-0.866025,-0.5,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,0,11,1,4,0,5,0,0,0,10,9,3,0,11,1,6,1,2,0,9,1,8,0,7,0,1,0,5,8,4,0,1,0,7,9,8
1023,3,11,59,6,27,13,8,43,1,8,6,33,0,0,0,0,0,0,0,0,2023,2,27,0,0,1,False,False,False,False,False,False,58,9,3,0,0.587785,-0.809017,0,1,1,10,0.951057,0.309017,0.866025,-0.5,9,11,-0.951057,-0.309017,-1,-1.83697e-16,3,0,-0.587785,0.809017,0.5,-0.866025,4,6,1.22465e-16,-1,0.5,-0.866025,8,3,-0.587785,0.809017,1,6.12323e-17,6,6,0.587785,-0.809017,-0.866025,0.5,7,4,0,1,0,1,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,0,0,0,8,3,7,0,11,1,7,8,8,0,1,0,3,5,10,0,0,0,4,6,5,0,9,1,2,4,6,0,11,1,10,6,3
1219,0,15,31,9,43,8,12,27,3,17,52,25,0,0,0,0,0,0,0,0,2023,12,13,0,2,4,False,False,False,False,False,False,347,50,0,0,0.951057,0.309017,0,1,2,6,0.587785,0.809017,0.5,-0.866025,5,4,-0.587785,-0.809017,0,1,4,1,-0.951057,-0.309017,-0.5,-0.866025,7,4,0,1,0,1,6,2,0.587785,-0.809017,1.22465e-16,-1,8,0,-0.587785,0.809017,-0.5,0.866025,4,6,1.22465e-16,-1,0.5,-0.866025,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,0,8,1,7,2,8,0,7,0,8,4,7,0,3,1,10,4,3,0,4,1,5,8,4,0,2,0,6,7,2,0,10,0,3,3,10
109,0,17,35,9,30,10,4,13,3,16,110,15,0,0,0,0,0,0,0,0,2019,6,17,0,0,2,False,False,False,False,False,False,168,25,0,0,0.951057,0.309017,0,1,2,11,0.587785,0.809017,-1,-1.83697e-16,5,10,-0.587785,-0.809017,0.866025,-0.5,4,1,-0.951057,-0.309017,-0.5,-0.866025,5,2,-0.587785,-0.809017,1.22465e-16,-1,7,5,0,1,0.866025,0.5,4,7,1.22465e-16,-1,-0.5,-0.866025,2,1,0.587785,0.809017,-0.5,0.866025,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,0,3,1,2,8,6,0,5,0,6,3,2,0,8,1,5,6,4,0,6,1,10,2,3,0,10,0,8,3,7,0,2,0,4,5,5
526,1,39,50,0,15,14,1,31,2,41,6,37,0,0,0,0,0,0,0,0,2021,2,19,0,4,1,False,False,False,False,False,False,50,7,1,0,-0.951057,0.309017,0,1,6,7,0.587785,-0.809017,-0.866025,0.5,8,3,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,-0.309017,0.5,-0.866025,2,6,0.587785,0.809017,0.5,-0.866025,9,0,-0.951057,-0.309017,0.5,0.866025,1,8,0.951057,0.309017,-0.866025,-0.5,5,4,-0.587785,-0.809017,0,1,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,0,1,0,8,9,7,0,9,1,7,0,8,0,0,0,3,9,10,0,1,0,4,7,5,0,11,1,2,1,6,0,9,1,10,1,3
759,0,35,17,8,11,14,1,54,3,32,94,3,0,0,0,0,0,0,0,0,2022,1,27,0,3,1,False,False,False,False,False,False,27,4,0,0,0.951057,0.309017,0,1,5,10,-0.587785,-0.809017,0.866025,-0.5,2,11,0.587785,0.809017,-1,-1.83697e-16,4,0,-0.951057,-0.309017,0.5,-0.866025,1,10,0.951057,0.309017,0.866025,-0.5,9,0,-0.951057,-0.309017,0.5,0.866025,1,8,0.951057,0.309017,-0.866025,-0.5,9,1,-0.951057,-0.309017,-0.5,0.866025,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,0,0,0,0,9,6,0,11,1,11,0,2,0,1,0,1,9,4,0,0,0,0,7,3,0,9,1,9,1,7,0,11,1,11,1,5
100,3,58,7,6,46,5,10,26,1,54,105,15,0,0,0,0,0,0,0,0,2019,6,3,0,0,2,False,False,False,False,False,False,154,23,3,0,0.587785,-0.809017,0,1,9,8,-0.951057,-0.309017,-0.5,-0.866025,1,4,0.951057,0.309017,0,1,3,0,-0.587785,0.809017,0.5,-0.866025,7,9,0,1,-0.866025,-0.5,4,1,1.22465e-16,-1,-0.5,0.866025,7,1,0,1,1.22465e-16,-1,4,3,1.22465e-16,-1,1,6.12323e-17,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,0,9,0,5,4,4,0,1,1,3,2,10,0,9,0,2,3,6,0,11,0,7,3,8,0,0,1,4,6,5,0,0,1,8,4,7
576,1,48,36,0,4,14,1,20,2,49,116,39,0,0,0,0,0,0,0,0,2021,5,5,0,2,2,False,False,False,False,False,False,125,18,1,0,-0.951057,0.309017,0,1,8,0,-0.587785,0.809017,0.5,0.866025,6,2,0.587785,-0.809017,1.22465e-16,-1,0,0,0.951057,-0.309017,0.5,-0.866025,0,8,0.951057,-0.309017,-0.5,-0.866025,9,0,-0.951057,-0.309017,0.5,0.866025,1,8,0.951057,0.309017,-0.866025,-0.5,3,5,-0.951057,0.309017,0.866025,0.5,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,0,11,0,9,9,10,0,0,1,1,0,4,0,11,0,9,9,7,0,9,0,11,7,2,0,1,1,0,1,3,0,1,1,0,1,6
736,3,6,54,7,14,1,14,34,1,9,3,3,0,0,0,0,0,0,0,0,2021,12,24,0,4,4,False,False,False,False,False,False,358,51,3,0,0.587785,-0.809017,0,1,1,2,0.951057,0.309017,1.22465e-16,-1,9,0,-0.951057,-0.309017,0.5,0.866025,3,1,-0.587785,0.809017,-0.5,-0.866025,2,3,0.587785,0.809017,1,6.12323e-17,1,9,0.951057,0.309017,0.866025,-0.5,9,9,-0.951057,-0.309017,-1,-1.83697e-16,5,9,-0.587785,-0.809017,-0.866025,-0.5,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,0,2,1,4,0,5,0,6,0,10,9,3,0,5,1,6,1,2,0,10,1,8,0,7,0,8,0,5,8,4,0,4,0,7,9,8
1444,2,18,1,2,13,6,11,30,0,21,109,20,0,0,0,0,0,0,0,0,2024,11,14,0,3,4,False,False,False,False,False,False,319,46,2,0,-0.587785,-0.809017,0,1,3,2,-0.951057,0.309017,1.22465e-16,-1,0,1,0.951057,-0.309017,-0.5,0.866025,1,0,0.587785,0.809017,0.5,-0.866025,2,1,0.587785,0.809017,-0.5,0.866025,4,8,1.22465e-16,-1,-0.5,-0.866025,7,4,0,1,0.866025,0.5,5,2,-0.587785,-0.809017,1.22465e-16,-1,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,0,2,0,6,7,2,0,6,1,2,1,6,0,5,0,4,7,5,0,10,0,3,9,10,0,8,1,7,0,8,0,4,1,5,0,4
266,3,7,58,7,47,7,2,29,1,7,82,22,0,0,0,0,0,0,0,0,2020,2,3,0,0,1,False,False,False,False,False,False,34,6,3,0,0.587785,-0.809017,0,1,1,4,0.951057,0.309017,0,1,9,8,-0.951057,-0.309017,-0.5,-0.866025,3,1,-0.587785,0.809017,-0.5,-0.866025,7,10,0,1,0.866025,-0.5,5,4,-0.587785,-0.809017,0,1,2,5,0.587785,0.809017,0.5,-0.866025,4,11,1.22465e-16,-1,-1,-1.83697e-16,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,0,7,1,0,5,3,0,8,0,11,6,5,0,10,1,1,8,8,0,5,1,0,5,6,0,6,0,9,5,10,0,3,0,11,2,2
745,0,34,14,9,54,1,14,6,3,34,70,3,0,0,0,0,0,0,0,0,2022,1,7,0,4,1,False,False,False,False,False,False,7,1,0,0,0.951057,0.309017,0,1,5,9,-0.587785,-0.809017,-0.866025,-0.5,2,3,0.587785,0.809017,1,6.12323e-17,4,1,-0.951057,-0.309017,-0.5,-0.866025,9,0,-0.951057,-0.309017,0.5,0.866025,1,9,0.951057,0.309017,0.866025,-0.5,9,9,-0.951057,-0.309017,-1,-1.83697e-16,1,2,0.951057,0.309017,1.22465e-16,-1,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,0,5,1,11,0,2,0,3,0,0,9,6,0,2,1,11,1,5,0,7,1,9,0,10,0,4,0,1,8,8,0,8,0,1,9,4
296,1,36,48,1,26,7,2,46,2,39,63,22,0,0,0,0,0,0,0,0,2020,3,16,0,0,1,False,False,False,False,False,False,76,12,1,0,-0.951057,0.309017,0,1,6,2,0.587785,-0.809017,1.22465e-16,-1,8,0,-0.587785,0.809017,0.5,0.866025,0,1,0.951057,-0.309017,-0.5,-0.866025,4,3,1.22465e-16,-1,1,6.12323e-17,5,4,-0.587785,-0.809017,0,1,2,5,0.587785,0.809017,0.5,-0.866025,7,9,0,1,-0.866025,-0.5,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,0,2,1,4,5,5,0,6,0,10,6,3,0,5,1,6,8,2,0,10,1,8,5,7,0,8,0,5,5,4,0,4,0,7,2,8
