,current_hour_pillar,current_day_pillar,current_day_pillar_minus,current_hour_pillar_minus,current_month_pillar,current_year_pillar,current_year_pillar_minus,current_month_pillar_minus,current_wuxi_hour,current_wuxi_day,current_wuxi_month,current_wuxi_year,base_year_pillar,base_month_pillar,base_day_pillar,base_hour_pillar,base_month_pillar_minus,base_hour_pillar_minus,base_year_pillar_minus,base_day_pillar_minus,month,day,hour,dayofweek,quarter,is_month_start,is_month_end,is_quarter_start,is_quarter_end,is_year_start,is_year_end,dayofyear,weekofyear,current_hour_pillar_heavenly,current_hour_pillar_earthly,current_hour_pillar_heavenly_sin,current_hour_pillar_heavenly_cos,current_hour_pillar_earthly_sin,current_hour_pillar_earthly_cos,current_day_pillar_heavenly,current_day_pillar_earthly,current_day_pillar_heavenly_sin,current_day_pillar_heavenly_cos,current_day_pillar_earthly_sin,current_day_pillar_earthly_cos,current_day_pillar_minus_heavenly,current_day_pillar_minus_earthly,current_day_pillar_minus_heavenly_sin,current_day_pillar_minus_heavenly_cos,current_day_pillar_minus_earthly_sin,current_day_pillar_minus_earthly_cos,current_hour_pillar_minus_heavenly,current_hour_pillar_minus_earthly,current_hour_pillar_minus_heavenly_sin,current_hour_pillar_minus_heavenly_cos,current_hour_pillar_minus_earthly_sin,current_hour_pillar_minus_earthly_cos,current_month_pillar_heavenly,current_month_pillar_earthly,current_month_pillar_heavenly_sin,current_month_pillar_heavenly_cos,current_month_pillar_earthly_sin,current_month_pillar_earthly_cos,current_year_pillar_heavenly,current_year_pillar_earthly,current_year_pillar_heavenly_sin,current_year_pillar_heavenly_cos,current_year_pillar_earthly_sin,current_year_pillar_earthly_cos,current_year_pillar_minus_heavenly,current_year_pillar_minus_earthly,current_year_pillar_minus_heavenly_sin,current_year_pillar_minus_heavenly_cos,current_year_pillar_minus_earthly_sin,current_year_pillar_minus_earthly_cos,current_month_pillar_minus_heavenly,current_month_pillar_minus_earthly,current_month_pillar_minus_heavenly_sin,current_month_pillar_minus_heavenly_cos,current_month_pillar_minus_earthly_sin,current_month_pillar_minus_earthly_cos,base_year_pillar_heavenly,base_year_pillar_earthly,base_year_pillar_heavenly_sin,base_year_pillar_heavenly_cos,base_year_pillar_earthly_sin,base_year_pillar_earthly_cos,base_month_pillar_heavenly,base_month_pillar_earthly,base_month_pillar_heavenly_sin,base_month_pillar_heavenly_cos,base_month_pillar_earthly_sin,base_month_pillar_earthly_cos,base_day_pillar_heavenly,base_day_pillar_earthly,base_day_pillar_heavenly_sin,base_day_pillar_heavenly_cos,base_day_pillar_earthly_sin,base_day_pillar_earthly_cos,base_hour_pillar_heavenly,base_hour_pillar_earthly,base_hour_pillar_heavenly_sin,base_hour_pillar_heavenly_cos,base_hour_pillar_earthly_sin,base_hour_pillar_earthly_cos,base_month_pillar_minus_heavenly,base_month_pillar_minus_earthly,base_month_pillar_minus_heavenly_sin,base_month_pillar_minus_heavenly_cos,base_month_pillar_minus_earthly_sin,base_month_pillar_minus_earthly_cos,base_hour_pillar_minus_heavenly,base_hour_pillar_minus_earthly,base_hour_pillar_minus_heavenly_sin,base_hour_pillar_minus_heavenly_cos,base_hour_pillar_minus_earthly_sin,base_hour_pillar_minus_earthly_cos,base_year_pillar_minus_heavenly,base_year_pillar_minus_earthly,base_year_pillar_minus_heavenly_sin,base_year_pillar_minus_heavenly_cos,base_year_pillar_minus_earthly_sin,base_year_pillar_minus_earthly_cos,base_day_pillar_minus_heavenly,base_day_pillar_minus_earthly,base_day_pillar_minus_heavenly_sin,base_day_pillar_minus_heavenly_cos,base_day_pillar_minus_earthly_sin,base_day_pillar_minus_earthly_cos,cs_base_hour_current_hour,cs_base_hour_current_day,cs_base_hour_current_hour_minus,cs_base_hour_current_month,cs_base_hour_current_year,cs_base_hour_current_month_minus,cs_base_day_current_hour,cs_base_day_current_day,cs_base_day_current_hour_minus,cs_base_day_current_month,cs_base_day_current_year,cs_base_day_current_month_minus,cs_base_hour_minus_current_hour,cs_base_hour_minus_current_day,cs_base_hour_minus_current_hour_minus,cs_base_hour_minus_current_month,cs_base_hour_minus_current_year,cs_base_hour_minus_current_month_minus,cs_base_month_current_hour,cs_base_month_current_day,cs_base_month_current_hour_minus,cs_base_month_current_month,cs_base_month_current_year,cs_base_month_current_month_minus,cs_base_year_current_hour,cs_base_year_current_day,cs_base_year_current_hour_minus,cs_base_year_current_month,cs_base_year_current_year,cs_base_year_current_month_minus,cs_base_month_minus_current_hour,cs_base_month_minus_current_day,cs_base_month_minus_current_hour_minus,cs_base_month_minus_current_month,cs_base_month_minus_current_year,cs_base_month_minus_current_month_minus,target
current_wuxi_month,-0.00748304,0.00237264,-0.0260721,0.00928331,0.0430637,0.0108253,-0.0157932,0.0136562,-0.0105717,0.00563934,1,0.0201438,,,,,,,,,-0.0371952,-0.0227709,,0.00856676,-0.0307063,-0.0045883,-0.0495794,-0.00130817,-0.0304036,,0.000197723,-0.0387427,-0.0371945,-0.00748304,,0.0153791,-0.015349,,,0.00538714,-0.0314749,-0.0248746,0.00414874,-0.00672281,0.0510802,-0.0272211,0.000322556,0.0248746,-0.00414874,0.00122502,-0.0488654,0.0160264,-0.0372098,-0.0153791,0.015349,0.0372098,0.0511112,0.0295595,0.135003,-0.0641825,-0.0922636,0.0101849,-0.0428608,0.00816022,-0.0404816,-0.0221866,0.0178764,0.0143616,0.0291046,-0.0172625,0.00508211,0.0221866,-0.0178764,-0.0107506,0.00701073,0.00763278,0.0563232,0.0641825,0.0922636,-0.0088937,0.040679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00585001,-0.0372098,-0.0557794,0.0112879,-0.0189975,,-0.0183398,0.0372098,0.059739,0.00721378,0.0214312,,0.00422629,-0.0372098,-0.0598875,0.0205028,0.0143753,,-0.00668523,-0.0372098,-0.0759526,0.0185969,-0.0372832,,0.022526,0.0372098,0.0374064,-0.016903,0.036164,,-0.00777062,0.0372098,0.0743378,-0.00221837,-0.00085687,-0.000552093
current_wuxi_year,-0.00438681,-0.00473361,7.50758e-05,0.0293502,-0.0128569,0.753994,0.0705488,-0.0353702,0.00288698,-0.00453421,0.0201438,1,,,,,,,,,-0.263801,0.00479128,,0.00602142,-0.262896,-0.0044607,0.00396251,0.00413874,-0.00616003,,-0.0255023,-0.264028,-0.265734,-0.00438681,,0.00392817,0.00238582,,,-0.00479063,0.00294843,0.00163472,0.000125727,-0.00944465,0.0119805,-0.000659532,0.00503202,-0.00163472,-0.000125727,0.0167982,-0.0193655,0.00447678,0.142797,-0.00392817,-0.00238582,-0.142797,-0.0426808,-0.0291291,0.161412,0.0240011,0.000811639,0.00323164,-0.323955,0.757611,-0.267544,-0.422259,0.0723487,-0.0482975,0.183087,0.0775088,0.085382,0.422259,-0.0723487,-0.171077,-0.164705,-0.0173047,-0.198902,-0.0240011,-0.000811639,0.105493,0.349503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00475931,0.142797,-0.113466,0.00602443,0.117035,,-0.00667071,-0.142797,0.0878691,-0.162158,0.0225049,,0.00393286,0.142797,-0.140235,0.299073,0.11652,,-0.00350113,0.142797,0.0717974,0.190724,-0.134891,,0.0132902,-0.142797,-0.019508,0.0816305,0.0142325,,-0.00690916,-0.142797,0.107278,-0.31693,-0.0272575,0.0521634
base_year_pillar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base_month_pillar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base_day_pillar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base_hour_pillar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base_month_pillar_minus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base_hour_pillar_minus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base_year_pillar_minus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base_day_pillar_minus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
month,-0.0059764,0.00604401,-0.00264651,0.0101751,-0.0109512,-0.360525,0.276367,0.0503095,0.00337214,0.00744526,-0.0371952,-0.263801,,,,,,,,,1,0.000783736,,-0.00062984,0.972332,0.0161088,0.000905162,-0.0361619,0.0351009,,0.0822575,0.996674,0.982356,-0.0059764,,0.00893479,0.000781633,,,0.00599177,0.000537252,-0.00417437,-0.00649872,-0.0111613,-0.00674794,-0.00275374,0.00275877,0.00417437,0.00649872,-0.0164396,0.00910826,0.00859992,0.00976762,-0.00893479,-0.000781633,-0.00976762,-0.123748,0.00340997,-0.0978249,0.0067558,0.0289369,-0.374976,0.463178,-0.338132,0.226037,0.526598,-0.00865286,0.0270226,-0.433418,0.297797,-0.111047,-0.526598,0.00865286,0.0245615,0.337889,0.0415251,0.0637497,-0.0067558,-0.0289369,0.330293,-0.407084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0132977,0.00976762,0.046427,-0.0519942,0.0355276,,0.00761803,-0.00976762,-0.108838,0.0190894,0.131099,,-0.0120837,0.00976762,0.128347,-0.157995,-0.0472049,,0.00120913,0.00976762,-0.100021,0.0897151,0.0996263,,0.0104245,-0.00976762,0.188661,-0.0628655,-0.231852,,0.0042973,-0.00976762,-0.214333,0.0796562,0.135989,-0.152269
day,-0.00997001,-0.0196088,0.0145597,-0.00715973,0.0160611,0.0235209,-0.00679144,-0.0269652,-0.0182335,-0.0190892,-0.0227709,0.00479128,,,,,,,,,0.000783736,1,,-0.00194266,0.00997836,-0.257305,0.310906,-0.0887143,0.179401,,0.0897954,0.0819729,0.0666246,-0.00997001,,-0.008429,-0.0160089,,,-0.0205913,0.00961184,0.0281227,0.0104135,-0.0119421,-0.00223334,0.0150946,-0.00594258,-0.0281227,-0.0104135,0.0188593,-0.00548756,-0.00851765,0.00703248,0.008429,0.0160089,-0.00703248,-0.0092205,0.0110759,0.0586211,-0.0257547,0.0246786,-0.0751112,-0.0601701,0.022054,0.00296812,-0.0116712,-0.00522769,-0.00358833,0.0129712,-0.00947111,0.0108554,0.0116712,0.00522769,-0.00986749,-0.012196,-0.0221138,-0.0639101,0.0257547,-0.0246786,0.0639389,0.0547069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00422006,0.00703248,-0.0866561,-0.0201383,0.0337974,,-0.00468033,-0.00703248,0.0233034,0.0107132,0.000566112,,-0.00681604,0.00703248,-0.0514425,-0.0168794,0.0185241,,-0.00155373,0.00703248,0.0178807,-0.0189852,-0.0284923,,0.00439883,-0.00703248,0.0590686,0.0247738,-0.0184458,,0.00240736,-0.00703248,0.00792166,0.0109437,0.00736513,-0.0144542
hour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dayofweek,0.00665498,0.00195824,0.00802634,0.00186849,-0.0142384,0.00573204,-0.00479961,0.00997679,0.00605866,0.0021539,0.00856676,0.00602142,,,,,,,,,-0.00062984,-0.00194266,,1,0.00116985,0.00862786,-0.00395111,0.0088201,0.0171434,,0.0088201,-0.000840634,-0.00439522,0.00665498,,0.00252864,0.00461182,,,0.00288071,-0.0062001,0.00337092,-0.00042687,0.00711223,-0.00207865,0.00930773,-0.00897261,-0.00337092,0.00042687,-0.00242198,0.000826331,0.00163596,0.0014738,-0.00252864,-0.00461182,-0.0014738,-0.0017914,-0.0143666,-0.00193413,0.00871962,-0.00878915,0.0136751,-0.000465519,0.00601538,-0.00991262,-0.00887082,-0.0112851,-0.006737,0.00106879,-0.00546903,-0.00794267,0.00887082,0.0112851,0.00417408,-0.00315496,0.0097135,0.00417089,-0.00871962,0.00878915,-0.00738974,-0.00185418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0197439,0.0014738,-0.000667383,0.0148463,0.00688589,,-0.00812549,-0.0014738,0.0122248,-0.0186855,-0.00704466,,0.0152255,0.0014738,0.00520235,0.0118608,-0.00827143,,0.0101822,0.0014738,6.86207e-05,0.00930934,-0.00680475,,-0.0181843,-0.0014738,-0.000200645,-0.00979774,-0.00508875,,-0.00990398,-0.0014738,0.00161485,-0.013683,0.00796695,-0.0100096
quarter,-0.00365868,0.00319553,-0.00375283,0.0125166,-0.00355926,-0.360491,0.288575,0.0476225,0.00236709,0.00487836,-0.0307063,-0.262896,,,,,,,,,0.972332,0.00997836,,0.00116985,1,0.000541811,-0.000126494,-0.0220165,0.0046122,,0.0695723,0.969939,0.957913,-0.00365868,,0.0111684,-0.00106638,,,0.00314569,-0.000553545,-0.00339199,-0.0049199,-0.0114435,-0.00653596,-0.00389639,0.00304429,0.00339199,0.0049199,-0.0147805,0.00588575,0.0109585,0.00987489,-0.0111684,0.00106638,-0.00987489,-0.119741,0.0067563,-0.0691358,0.00396825,0.0330205,-0.386553,0.480956,-0.337729,0.230043,0.537929,-0.00886524,0.0212331,-0.440903,0.310577,-0.11436,-0.537929,0.00886524,0.0292262,0.345424,0.0399008,0.0586723,-0.00396825,-0.0330205,0.339312,-0.422432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0156169,0.00987489,0.0632376,-0.0527063,0.030976,,0.00782758,-0.00987489,-0.140969,0.0166687,0.152194,,-0.0141388,0.00987489,0.109724,-0.159947,-0.0377036,,0.000308592,0.00987489,-0.130941,0.0940944,0.114183,,0.0126638,-0.00987489,0.161698,-0.0639064,-0.225673,,0.00593704,-0.00987489,-0.212819,0.0774701,0.139294,-0.150705
is_month_start,-0.0425925,0.0126523,0.0162203,-0.0330837,-0.00600773,0.015892,-0.0200313,0.00219074,0.020326,0.0114589,-0.0045883,-0.0044607,,,,,,,,,0.0161088,-0.257305,,0.00862786,0.000541811,1,-0.0276992,0.344782,-0.0159715,,-0.00771378,-0.00492194,-0.00425072,-0.0425925,,-0.034303,0.0360632,,,0.0120107,0.0102057,0.00882471,-0.0188202,0.0119571,-0.0133168,0.0159676,0.00663283,-0.00882471,0.0188202,-0.0293238,0.00856586,-0.0330021,-0.00334244,0.034303,-0.0360632,0.00334244,0.00113368,-0.003972,-0.0206443,-0.0045741,-0.00695238,0.0243265,-0.0108818,0.0130182,-0.0210608,-0.0308247,-0.0139216,-0.00289672,0.0253317,-0.0234055,-0.00382136,0.0308247,0.0139216,0.00252485,-0.0108057,0.00635233,-0.0386199,0.0045741,0.00695238,-0.0174711,0.00707187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00918616,-0.00334244,0.000541281,0.00653787,-0.0118313,,0.00461496,0.00334244,-0.00625576,-0.0011194,-0.0108619,,0.00356455,-0.00334244,-0.0518747,0.00621765,0.0220759,,-0.0076872,-0.00334244,-0.0362081,-0.001918,0.0411142,,-0.00759797,0.00334244,-0.00423487,0.00171794,0.016317,,0.00353891,0.00334244,0.0540257,-0.00123431,-0.0345908,0.000916871
is_month_end,0.0409428,-0.000122564,0.0320967,-0.0473508,0.0307884,0.0126042,0.000711972,0.00885588,-0.0038435,-0.001048,-0.0495794,0.00396251,,,,,,,,,0.000905162,0.310906,,-0.00395111,-0.000126494,-0.0276992,1,-0.0095502,0.576606,,0.278484,0.0262143,0.00244474,0.0409428,,-0.0441019,0.00688687,,,-0.00231627,0.0261723,0.0215583,-0.0111847,-0.0111558,-0.0110239,0.0321095,0.00143129,-0.0215583,0.0111847,0.00822451,0.000356184,-0.0457161,-0.0133416,0.0441019,-0.00688687,0.0133416,0.00525846,0.0308449,0.00548952,-0.0071577,-0.00886691,0.00490834,0.00215963,0.0110061,-0.0143463,-0.00724064,0.00853634,0.011834,0.00527366,-0.000968964,0.00503128,0.00724064,-0.00853634,-0.021279,0.00647553,0.00876831,-0.00314295,0.0071577,0.00886691,-0.00106265,-0.00416596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00025469,-0.0133416,-0.0135264,-0.0120564,0.000254917,,-0.0160255,0.0133416,0.0168349,0.0106714,-0.00605577,,-0.00342971,-0.0133416,-0.00801012,-0.00854844,-0.00496849,,-0.0102331,-0.0133416,-0.0107588,-0.000762627,0.00271174,,0.00229457,0.0133416,0.0121691,0.00840746,-0.00391541,,0.00353663,0.0133416,0.0128946,0.0106618,-0.000154087,-0.000538906
is_quarter_start,0.0453837,0.0298025,0.0255603,-0.0182309,-0.0117612,0.0153252,-0.0445102,0.00694424,0.0550149,0.0290946,-0.00130817,0.00413874,,,,,,,,,-0.0361619,-0.0887143,,0.0088201,-0.0220165,0.344782,-0.0095502,1,-0.0055067,,-0.00265957,-0.0434737,-0.0431896,0.0453837,,-0.0176795,0.0607266,,,0.0269322,0.0262327,0.0108268,0.00376059,0.00192434,-0.00906291,0.0227155,0.0258906,-0.0108268,-0.00376059,-0.00632521,-0.0247513,-0.0185853,0.000410393,0.0176795,-0.0607266,-0.000410393,0.0228188,-0.00449193,-0.0518412,0.0104547,0.014964,0.000636058,-0.0734532,0.0171567,-0.0430205,-0.0626644,-0.0309417,-0.021936,0.0679124,-0.0510357,0.000485661,0.0626644,0.0309417,0.0122206,-0.0632188,0.0138158,-0.0745672,-0.0104547,-0.014964,-0.000295932,0.0636223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0450427,0.000410393,-0.0533975,0.0353113,0.0446268,,0.04101,-0.000410393,0.00917611,-0.0383606,-0.0672251,,-0.0489558,0.000410393,-0.00756266,0.0397412,0.0291686,,-0.0225847,0.000410393,0.0674132,-0.00426864,0.0064522,,0.0266217,-0.000410393,0.0381236,-0.00860515,-0.0220558,,0.0486111,-0.000410393,-0.0220845,-0.0343726,-0.0368914,0.038569
is_quarter_end,0.0216497,0.0253309,0.0435237,-0.0410387,0.0364899,-0.0265496,0.00324036,-0.000915178,0.0185427,0.0217897,-0.0304036,-0.00616003,,,,,,,,,0.0351009,0.179401,,0.0171434,0.0046122,-0.0159715,0.576606,-0.0055067,1,,0.48297,0.0495067,0.00714161,0.0216497,,-0.0377232,0.0287284,,,0.0230483,0.0338766,0.00352233,-0.0128231,-0.00791734,-0.00522619,0.0410417,0.0259179,-0.00352233,0.0128231,0.023807,-0.00174716,-0.0407094,-0.00543159,0.0377232,-0.0287284,0.00543159,-0.00658892,0.0403534,-0.0165532,-0.0174902,-0.010486,0.00131697,0.00750063,-0.0268356,0.013909,0.016429,0.0148243,0.0240835,-0.00582744,0.00180823,0.0227481,-0.016429,-0.0148243,-0.00998885,0.0084541,-0.00272819,0.0118506,0.0174902,0.010486,-0.00504322,-0.00708646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0222709,-0.00543159,-0.0435975,0.00289964,0.0277539,,-0.00996677,0.00543159,0.0590834,0.0132224,-0.0334892,,0.0256692,-0.00543159,0.0583018,0.00482345,-0.0207773,,-0.00488075,-0.00543159,0.050176,-0.000783411,-0.0176822,,-0.00935965,0.00543159,0.0536249,-0.012363,-0.0347235,,-0.0189086,0.00543159,-0.0475446,0.0089631,0.0130102,0.018904
is_year_start,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
is_year_end,-0.000290766,0.0127148,0.0151716,-0.0452546,0.0427609,-0.0171665,0.0229632,-0.0187741,0.000386409,0.0134951,0.000197723,-0.0255023,,,,,,,,,0.0822575,0.0897954,,0.0088201,0.0695723,-0.00771378,0.278484,-0.00265957,0.48297,,1,0.0894341,0.00180135,-0.000290766,,-0.0458027,0.015246,,,0.0135017,-0.00732972,-0.0171299,-0.0123793,0.0177444,3.70733e-05,0.0137716,0.0184368,0.0171299,0.0123793,-0.0403551,0.0159393,-0.0460266,0.000410393,0.0458027,-0.015246,-0.000410393,-0.00386614,0.0447886,-0.0369334,-0.0350027,0.0184418,0.0737196,-0.000659404,-0.0157239,0.0266676,0.0200694,0.0183523,0.0104601,-0.0075018,0.0233283,0.0233724,-0.0200694,-0.0183523,-0.00121791,-0.00165174,-0.0222921,0.0373133,0.0350027,-0.0184418,-0.0633019,0.000302163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.044587,0.000410393,-0.0236786,-0.000164677,-0.037607,,-0.0298084,-0.000410393,0.0690143,0.00561005,0.00759073,,0.00338139,0.000410393,0.00724837,0.00324954,-0.0681792,,-0.000158628,0.000410393,0.0374518,-0.00426864,-0.0235321,,-0.0447181,-0.000410393,-0.00640807,-0.00860515,0.0303578,,0.0112865,-0.000410393,0.0226983,0.00119095,0.0454934,0.0228072
dayofyear,-0.00677066,0.00435225,-0.00145664,0.00940605,-0.00969084,-0.358164,0.275599,0.0483177,0.0018364,0.00579604,-0.0387427,-0.264028,,,,,,,,,0.996674,0.0819729,,-0.000840634,0.969939,-0.00492194,0.0262143,-0.0434737,0.0495067,,0.0894341,1,0.984498,-0.00677066,,0.00823621,-0.000570145,,,0.00421888,0.00131476,-0.00187531,-0.00562106,-0.0120599,-0.00694954,-0.00151585,0.00223525,0.00187531,0.00562106,-0.0149186,0.00866796,0.00789846,0.00931943,-0.00823621,0.000570145,-0.00931943,-0.124153,0.00431352,-0.093793,0.00473053,0.0306946,-0.378287,0.459408,-0.335962,0.226714,0.524513,-0.00907259,0.0258402,-0.431777,0.296665,-0.109807,-0.524513,0.00907259,0.0252984,0.336996,0.0397476,0.0606984,-0.00473053,-0.0306946,0.332308,-0.404075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0135903,0.00931943,0.0407104,-0.0538742,0.0367115,,0.00727092,-0.00931943,-0.107191,0.0206713,0.130142,,-0.0127014,0.00931943,0.124712,-0.158117,-0.0460484,,0.00102016,0.00931943,-0.10021,0.0893527,0.0982425,,0.0106992,-0.00931943,0.192634,-0.0614459,-0.231792,,0.00459959,-0.00931943,-0.213047,0.0794496,0.135415,-0.153544
weekofyear,-0.0100737,0.00124779,-0.00107712,0.0123784,-0.023428,-0.360054,0.273642,0.0591157,0.00325331,0.00294663,-0.0371945,-0.265734,,,,,,,,,0.982356,0.0666246,,-0.00439522,0.957913,-0.00425072,0.00244474,-0.0431896,0.00714161,,0.00180135,0.984498,1,-0.0100737,,0.0113293,0.000224055,,,0.00108881,0.00207561,0.00225825,0.000244504,-0.0208991,-0.00719954,-0.00022588,-0.00821506,-0.00225825,-0.000244504,-0.00297082,0.00890868,0.011163,0.00793072,-0.0113293,-0.000224055,-0.00793072,-0.118071,-0.00984228,-0.0874797,0.0174635,0.0345129,-0.391274,0.460136,-0.337148,0.218572,0.525204,-0.00707786,0.0277038,-0.426659,0.294995,-0.113501,-0.525204,0.00707786,0.0214549,0.337228,0.0510453,0.055241,-0.0174635,-0.0345129,0.342181,-0.405305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0184846,0.00793072,0.0450704,-0.0618511,0.0423865,,0.00741854,-0.00793072,-0.119458,0.0293919,0.128646,,-0.0128678,0.00793072,0.123439,-0.160931,-0.0343726,,0.00572116,0.00793072,-0.107128,0.088932,0.103123,,0.0154616,-0.00793072,0.193765,-0.0533879,-0.23645,,0.000751777,-0.00793072,-0.217007,0.0832999,0.127069,-0.15435
current_hour_pillar_heavenly,1,0.10062,0.101471,-0.100803,-0.00273575,-0.000800335,-0.0047593,0.0129434,0.0969283,0.0995528,-0.00748304,-0.00438681,,,,,,,,,-0.0059764,-0.00997001,,0.00665498,-0.00365868,-0.0425925,0.0409428,0.0453837,0.0216497,,-0.000290766,-0.00677066,-0.0100737,1,,-0.0720172,0.0490804,,,0.0998541,0.0100707,0.00109181,0.00501218,-0.00289841,-0.00772967,0.100428,0.0128811,-0.00109181,-0.00501218,0.000477044,0.00471476,-0.100035,-0.0131113,0.0720172,-0.0490804,0.0131113,0.00681788,-0.00228701,-0.00444531,0.00815209,-0.00191712,-0.000822518,-0.0017539,-0.00291731,0.00748683,-0.00450802,0.000165245,-0.00153396,-0.0018678,-0.00539896,0.00555786,0.00450802,-0.000165245,0.00601899,0.00142045,0.0125308,0.0042153,-0.00815209,0.00191712,-0.00312768,0.00662263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00546882,-0.0131113,-0.00231797,0.00983991,-0.000978465,,0.0021744,0.0131113,-0.00158633,-0.00691799,-0.00721326,,-0.00453482,-0.0131113,0.00578517,0.00111518,0.00155158,,-0.00110703,-0.0131113,0.00150133,1.5343e-05,-0.00270931,,0.0025,0.0131113,0.00660225,-0.0141777,0.00331895,,0.00123393,0.0131113,-0.00758248,-0.000355806,-0.00526149,-0.00281374
current_hour_pillar_earthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
