,current_hour_pillar,current_day_pillar,current_day_pillar_minus,current_hour_pillar_minus,current_month_pillar,current_year_pillar,current_year_pillar_minus,current_month_pillar_minus,current_wuxi_hour,current_wuxi_day,current_wuxi_month,current_wuxi_year,base_year_pillar,base_month_pillar,base_day_pillar,base_hour_pillar,base_month_pillar_minus,base_hour_pillar_minus,base_year_pillar_minus,base_day_pillar_minus,month,day,hour,dayofweek,quarter,is_month_start,is_month_end,is_quarter_start,is_quarter_end,is_year_start,is_year_end,dayofyear,weekofyear,current_hour_pillar_heavenly,current_hour_pillar_earthly,current_hour_pillar_heavenly_sin,current_hour_pillar_heavenly_cos,current_hour_pillar_earthly_sin,current_hour_pillar_earthly_cos,current_day_pillar_heavenly,current_day_pillar_earthly,current_day_pillar_heavenly_sin,current_day_pillar_heavenly_cos,current_day_pillar_earthly_sin,current_day_pillar_earthly_cos,current_day_pillar_minus_heavenly,current_day_pillar_minus_earthly,current_day_pillar_minus_heavenly_sin,current_day_pillar_minus_heavenly_cos,current_day_pillar_minus_earthly_sin,current_day_pillar_minus_earthly_cos,current_hour_pillar_minus_heavenly,current_hour_pillar_minus_earthly,current_hour_pillar_minus_heavenly_sin,current_hour_pillar_minus_heavenly_cos,current_hour_pillar_minus_earthly_sin,current_hour_pillar_minus_earthly_cos,current_month_pillar_heavenly,current_month_pillar_earthly,current_month_pillar_heavenly_sin,current_month_pillar_heavenly_cos,current_month_pillar_earthly_sin,current_month_pillar_earthly_cos,current_year_pillar_heavenly,current_year_pillar_earthly,current_year_pillar_heavenly_sin,current_year_pillar_heavenly_cos,current_year_pillar_earthly_sin,current_year_pillar_earthly_cos,current_year_pillar_minus_heavenly,current_year_pillar_minus_earthly,current_year_pillar_minus_heavenly_sin,current_year_pillar_minus_heavenly_cos,current_year_pillar_minus_earthly_sin,current_year_pillar_minus_earthly_cos,current_month_pillar_minus_heavenly,current_month_pillar_minus_earthly,current_month_pillar_minus_heavenly_sin,current_month_pillar_minus_heavenly_cos,current_month_pillar_minus_earthly_sin,current_month_pillar_minus_earthly_cos,base_year_pillar_heavenly,base_year_pillar_earthly,base_year_pillar_heavenly_sin,base_year_pillar_heavenly_cos,base_year_pillar_earthly_sin,base_year_pillar_earthly_cos,base_month_pillar_heavenly,base_month_pillar_earthly,base_month_pillar_heavenly_sin,base_month_pillar_heavenly_cos,base_month_pillar_earthly_sin,base_month_pillar_earthly_cos,base_day_pillar_heavenly,base_day_pillar_earthly,base_day_pillar_heavenly_sin,base_day_pillar_heavenly_cos,base_day_pillar_earthly_sin,base_day_pillar_earthly_cos,base_hour_pillar_heavenly,base_hour_pillar_earthly,base_hour_pillar_heavenly_sin,base_hour_pillar_heavenly_cos,base_hour_pillar_earthly_sin,base_hour_pillar_earthly_cos,base_month_pillar_minus_heavenly,base_month_pillar_minus_earthly,base_month_pillar_minus_heavenly_sin,base_month_pillar_minus_heavenly_cos,base_month_pillar_minus_earthly_sin,base_month_pillar_minus_earthly_cos,base_hour_pillar_minus_heavenly,base_hour_pillar_minus_earthly,base_hour_pillar_minus_heavenly_sin,base_hour_pillar_minus_heavenly_cos,base_hour_pillar_minus_earthly_sin,base_hour_pillar_minus_earthly_cos,base_year_pillar_minus_heavenly,base_year_pillar_minus_earthly,base_year_pillar_minus_heavenly_sin,base_year_pillar_minus_heavenly_cos,base_year_pillar_minus_earthly_sin,base_year_pillar_minus_earthly_cos,base_day_pillar_minus_heavenly,base_day_pillar_minus_earthly,base_day_pillar_minus_heavenly_sin,base_day_pillar_minus_heavenly_cos,base_day_pillar_minus_earthly_sin,base_day_pillar_minus_earthly_cos,cs_base_hour_current_hour,cs_base_hour_current_day,cs_base_hour_current_hour_minus,cs_base_hour_current_month,cs_base_hour_current_year,cs_base_hour_current_month_minus,cs_base_day_current_hour,cs_base_day_current_day,cs_base_day_current_hour_minus,cs_base_day_current_month,cs_base_day_current_year,cs_base_day_current_month_minus,cs_base_hour_minus_current_hour,cs_base_hour_minus_current_day,cs_base_hour_minus_current_hour_minus,cs_base_hour_minus_current_month,cs_base_hour_minus_current_year,cs_base_hour_minus_current_month_minus,cs_base_month_current_hour,cs_base_month_current_day,cs_base_month_current_hour_minus,cs_base_month_current_month,cs_base_month_current_year,cs_base_month_current_month_minus,cs_base_year_current_hour,cs_base_year_current_day,cs_base_year_current_hour_minus,cs_base_year_current_month,cs_base_year_current_year,cs_base_year_current_month_minus,cs_base_month_minus_current_hour,cs_base_month_minus_current_day,cs_base_month_minus_current_hour_minus,cs_base_month_minus_current_month,cs_base_month_minus_current_year,cs_base_month_minus_current_month_minus,target
current_wuxi_month,-0.00278676,0.00206474,-0.0150446,-0.00347058,0.0428098,0.0221299,0.00162404,0.0155196,-0.00278676,-0.000353679,1,0.029369,,,,,,,,,-0.035577,0.015001,0.00158801,0.00470393,-0.0307329,0.00681221,-0.0232987,-0.0081023,-0.0318617,,-0.000921295,-0.0339794,-0.0332963,-0.00305402,0.00227736,-5.16187e-05,-0.00453486,-0.00167707,-0.000528999,0.00416109,-0.0281804,-0.0132894,0.00871185,0.0271773,0.00745649,-0.0150079,0.000317006,0.0132894,-0.00871185,-0.0351788,-0.00754973,-0.00357944,-0.000176519,5.16187e-05,0.00453486,0.00153313,0.00556902,0.029219,0.139021,-0.0621686,-0.0926073,-0.0151539,-0.0375192,0.0198783,-0.0180647,-0.030006,0.0125307,0.00079934,0.0214966,-0.00258621,0.0159518,0.030006,-0.0125307,-0.00569391,-0.00217825,0.0118211,0.030536,0.0621686,0.0926073,0.00759104,0.0377109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.000751887,-0.0160164,-0.00338735,-0.0623945,0.000413516,-0.00013882,0.000450213,0.00758569,0.00503796,0.053598,0.00353311,0.0081247,-0.00143418,-0.0138123,-0.00469783,-0.0753272,0.0208111,0.0271445,-0.0014864,-0.00511096,-0.0090882,-0.0826541,0.0164529,-0.018307,0.000607844,0.0115493,0.00687381,0.0445268,-0.00777057,0.0121134,0.00104436,0.0180358,0.00565567,0.0813893,-0.0136941,-0.0112166,-0.0133697
current_wuxi_year,3.13532e-05,0.00293225,0.00415627,0.000397207,-0.0193739,0.758812,0.0740645,-0.0365214,3.13532e-05,0.0030725,0.029369,1,,,,,,,,,-0.246122,0.0014872,0.000959504,0.00583878,-0.243316,-0.00166763,0.00974239,0.00490904,0.00161441,,-0.0179845,-0.24681,-0.247926,-7.81857e-05,0.00102748,-0.00107301,0.00117579,-0.000696186,-0.000602122,0.00305663,-0.00154436,-0.00206028,0.00192102,0.004014,0.0144803,0.00220748,0.0220059,0.00206028,-0.00192102,-0.00881297,-0.0188735,-0.00152071,0.0235281,0.00107301,-0.00117579,0.00173436,-0.0325653,-0.0354113,0.163746,0.0375227,0.00522904,-0.0223191,-0.320637,0.763094,-0.272631,-0.428649,0.0597426,-0.0493963,0.194673,0.0784512,0.0993026,0.428649,-0.0597426,-0.192263,-0.181897,-0.0173334,-0.211213,-0.0375227,-0.00522904,0.122476,0.340574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.000300525,0.00619233,0.0166283,-0.108093,-0.00829993,0.125027,0.000297752,0.00046667,-0.0162329,0.0586894,-0.160932,0.00870336,-0.000862756,0.00915142,0.019019,-0.133586,0.309397,0.121235,-0.000359088,-0.00988225,0.0353997,0.0889467,0.194105,-0.12198,-8.87889e-05,0.00175937,-0.0385575,-0.0238667,0.100051,-0.000613485,0.000724946,-0.00444434,-0.016725,0.0863953,-0.334626,-0.0317477,0.0480304
base_year_pillar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base_month_pillar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base_day_pillar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base_hour_pillar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base_month_pillar_minus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base_hour_pillar_minus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base_year_pillar_minus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base_day_pillar_minus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
month,-0.00148622,-0.00241649,2.50135e-05,-0.00109705,-0.0179559,-0.347399,0.269547,0.0371693,-0.00148622,-0.00222289,-0.035577,-0.246122,,,,,,,,,1,-0.00637705,-0.0182667,0.00164192,0.9716,0.0187983,-0.0113921,-0.023505,0.0133493,,0.0514429,0.996614,0.987416,-0.000341015,-0.0125035,-0.000401617,0.000276646,0.0134464,0.00815175,-0.00202552,-0.00250969,-0.00030669,0.000497655,-0.0105568,0.00456348,0.00135611,-0.0127004,0.00030669,-0.000497655,0.000334679,0.0186223,-0.00112327,0.00496378,0.000401617,-0.000276646,-0.00736211,-0.0188899,-0.00562476,-0.0702791,0.0102837,0.0223467,-0.384084,0.46047,-0.320267,0.187069,0.525059,-0.000601361,0.057877,-0.391357,0.291413,-0.100465,-0.525059,0.000601361,-0.0302167,0.299645,0.0272581,0.0719501,-0.0102837,-0.0223467,0.350623,-0.40687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0148324,0.000901726,-0.00193973,0.0434663,-0.0840813,0.044701,-0.0119113,-0.00968173,-0.00701715,-0.109005,0.047068,0.125333,0.0123272,0.00533403,0.0028804,0.135787,-0.173818,-0.0311384,0.00613252,0.00680383,0.019435,-0.109081,0.0548632,0.0951239,-0.0103046,0.00206279,-0.00580408,0.196554,-0.00498732,-0.238542,-0.00874347,-0.010707,-0.0079273,-0.220639,0.106683,0.126569,-0.134749
day,-0.00349712,0.00261129,-0.0093817,0.00403583,0.014469,0.0161689,-0.00667347,-0.0219659,-0.00349712,0.00329557,0.015001,0.0014872,,,,,,,,,-0.00637705,1,-0.00481765,0.0126564,0.0047106,-0.257604,0.300497,-0.0996565,0.167101,,0.0550579,0.0755628,0.0656746,-0.0031679,-0.00319712,0.00331899,-0.00240436,0.00386016,-0.000195402,0.00220456,0.0040496,-0.00882523,-0.0111066,-0.00774938,0.00259447,-0.00939702,-0.000203715,0.00882523,0.0111066,0.00564104,-0.0113688,0.00410362,-0.000306554,-0.00331899,0.00240436,-0.00299619,-0.000840654,0.00937163,0.0604957,-0.022218,0.0204029,-0.0737944,-0.0562792,0.0157494,-0.0101126,-0.0096855,-0.0135857,-0.00796548,0.0189736,-0.00917732,-0.000656021,0.0096855,0.0135857,-0.00420133,-0.0129552,-0.0177942,-0.0512541,0.022218,-0.0204029,0.0662241,0.0463394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00260311,-0.00422256,-0.000142607,-0.0752994,-0.0107868,0.0298587,-0.00198161,-0.0028257,-0.00221187,0.016653,0.00328772,0.00921778,0.00184376,-0.00186363,-0.000226977,-0.0437022,-0.00972755,0.0279024,0.00230399,-0.000940389,0.00238106,0.00528984,-0.0122747,-0.0282178,-0.00236441,0.00385969,-0.000311097,0.0563631,0.0192799,-0.0129144,-0.00103707,-0.00114051,-0.00111708,0.000583044,0.00481441,0.000843248,-0.00833695
hour,0.0152817,-0.000807076,0.000687102,0.0421347,-0.000398953,0.000401917,0.0112963,-0.0029409,0.0152817,-0.00144527,0.00158801,0.000959504,,,,,,,,,-0.0182667,-0.00481765,1,-0.153438,-0.0182004,-0.00947165,-0.0121111,-0.0254244,-0.011976,,-0.0391376,-0.0186549,-0.01559,-0.0161572,0.253523,0.00181723,-0.00220249,-0.608244,0.338069,-0.000872967,0.000332437,-9.74505e-05,0.00287942,0.00129962,-0.00198583,0.00100794,-0.00224889,9.74505e-05,-0.00287942,-0.00227647,0.00259229,0.0117017,0.172897,-0.00181723,0.00220249,0.47336,-0.312491,-0.00027676,-0.00157084,-0.00097988,-0.00462249,0.00857964,-0.00903833,0.0021523,-0.0186623,-0.00251849,-0.0143982,-0.0242881,0.020189,0.0118921,-0.017726,0.00251849,0.0143982,0.00848949,-0.018654,-0.00278428,-0.00156194,0.00097988,0.00462249,-0.00635399,0.00950038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.534227,0.000194234,0.0763455,-0.00218164,-0.00120385,-0.0033071,0.450983,0.000491668,0.183533,0.00463536,-0.013644,0.00285639,-0.251447,0.000633267,-0.00825554,-0.0040375,-0.00784482,0.000592709,-0.511898,0.00183835,-0.0753009,0.000958261,-0.00687399,-0.00383146,0.586497,-0.00109156,-0.242879,-0.00213708,0.00940823,0.00780874,0.167328,-0.000577188,0.151869,0.00612208,-0.00436453,-0.0011575,0.020457
dayofweek,-0.00589466,-0.00133165,-0.00139441,-0.00272857,-0.012916,0.00642539,-0.0102075,0.00739177,-0.00589466,-0.00268049,0.00470393,0.00583878,,,,,,,,,0.00164192,0.0126564,-0.153438,1,0.00548893,0.00518263,0.0051298,0.0171951,0.0138052,,0.0076656,0.00261883,-0.0038774,0.00403607,-0.111028,-0.000427974,0.000375604,0.108257,0.0822464,-0.00212788,0.0081704,0.000488414,-0.000257144,-0.00493039,-0.00621507,-0.00132425,-0.00203464,-0.000488414,0.000257144,0.00798916,0.0028161,-0.00231497,0.0229709,0.000427974,-0.000375604,-0.0854355,-0.073003,-0.0130775,-0.00144221,0.00554154,-0.0129737,0.010874,-0.00108629,0.00646172,-0.0118268,-0.0103292,-0.011879,-0.0035458,-0.000863652,-0.0114039,-0.00755371,0.0103292,0.011879,0.00645364,0.00181576,0.00652503,0.00692115,-0.00554154,0.0129737,-0.00609921,-0.00491535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.129499,-0.00868539,-0.0454756,-0.00115619,0.0234278,-0.000659009,-0.109433,0.00460855,-0.0307724,0.00936053,-0.0224756,0.000925394,0.110591,-0.00672378,-0.0457592,0.00523393,0.0208723,-0.0140909,0.0536858,0.000695449,0.0612771,0.00296465,0.0173154,-0.00659597,-0.0886003,0.00487861,0.0214076,-0.00152671,-0.01912,-0.00275322,-0.0809917,0.00541732,0.00434521,-0.00143878,-0.0189356,0.0126373,-0.00726738
quarter,-0.00171053,-0.00447555,-0.00227049,-0.000595622,-0.0130417,-0.346607,0.279578,0.0329868,-0.00171053,-0.00425701,-0.0307329,-0.243316,,,,,,,,,0.9716,0.0047106,-0.0182004,0.00548893,1,0.0054369,-0.01131,-0.00642308,-0.015122,,0.0438433,0.969294,0.961414,-0.000580592,-0.0123744,0.000422932,0.000818259,0.0132889,0.0081054,-0.00425377,-0.000494303,0.000159154,-0.000784731,-0.0119348,0.00290741,-0.000962495,-0.0126195,-0.000159154,0.000784731,0.000411228,0.0181638,-0.000721139,0.00594482,-0.000422932,-0.000818259,-0.00747088,-0.0202223,-0.00516683,-0.0380758,0.0108642,0.0263088,-0.396375,0.475696,-0.318271,0.184139,0.535123,-0.00040108,0.0577783,-0.390552,0.301935,-0.100777,-0.535123,0.00040108,-0.033597,0.300227,0.0242722,0.0674347,-0.0108642,-0.0263088,0.361474,-0.42239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014831,-0.000165289,-0.00125125,0.0651666,-0.0875227,0.0392407,-0.0120487,-0.00998658,-0.0078061,-0.146909,0.048213,0.147825,0.0123504,0.00500002,0.0034928,0.116234,-0.173865,-0.0163893,0.0062516,0.00670496,0.020829,-0.142096,0.0557542,0.112768,-0.0103534,0.00307775,-0.00742833,0.16434,0.000618457,-0.23103,-0.00887543,-0.0112253,-0.00856438,-0.219217,0.105723,0.125444,-0.128973
is_month_start,0.00213819,0.0124597,0.0122189,-0.00894749,-0.00361837,0.0154054,-0.018689,-0.000949972,0.00213819,0.01167,0.00681221,-0.00166763,,,,,,,,,0.0187983,-0.257604,-0.00947165,0.00518263,0.0054369,1,-0.0269067,0.38686,-0.0149304,,-0.00471891,-0.00244504,-0.0022457,0.00279391,-0.00738836,-0.00655979,-0.00428622,0.00644151,0.00627941,0.0118853,0.00732896,-0.00298773,0.00494016,-0.00582808,-0.00746087,0.0128728,-0.00653668,0.00298773,-0.00494016,0.000352613,0.0148549,-0.00882085,-8.69693e-05,0.00655979,0.00428622,-0.00388389,-0.00609682,-0.00212686,-0.0136605,-0.00252646,-0.00117773,0.0163332,-0.00848172,0.012859,-0.0232679,-0.0284953,-0.0113041,0.00224688,0.0251403,-0.0219105,-0.00191964,0.0284953,0.0113041,-0.00446672,-0.00983685,0.00325906,-0.0392351,0.00252646,0.00117773,-0.0103822,0.00239917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00841137,0.00458497,-0.00385153,-0.00531594,0.00159661,-0.00864258,-0.00739289,0.00396178,-0.00102043,-0.00184172,0.00375941,-0.0104219,0.00754518,-0.000512502,-0.00281802,-0.0532877,0.00461122,0.0243562,0.00336137,0.00491768,0.00472867,-0.0419566,-0.00274973,0.039726,-0.00553571,-0.00690839,0.00220748,0.00470628,0.00630331,0.0131197,-0.0057253,0.00264515,-2.10451e-05,0.0525399,0.00156968,-0.0357811,-0.0019543
is_month_end,0.00377005,0.0221745,0.00529042,0.00803584,0.0302155,0.00457281,0.00428461,0.000799531,0.00377005,0.0189182,-0.0232987,0.00974239,,,,,,,,,-0.0113921,0.300497,-0.0121111,0.0051298,-0.01131,-0.0269067,1,-0.0104091,0.554897,,0.175381,0.0133403,0.00516697,0.00462769,-0.00722008,-0.00149825,-0.00788676,0.0106732,-0.00288673,0.0201768,0.0196499,-0.0140541,-0.00024049,-0.00685794,0.00911889,0.00188659,0.0379878,0.0140541,0.00024049,-0.00464419,-0.0150425,0.00850585,-0.00259789,0.00149825,0.00788676,-0.0100381,0.00575775,0.0301148,0.0102628,-0.00947031,-0.00349525,-0.00974679,0.00131367,0.00280277,-0.0117997,-0.00238148,0.0048817,0.00766816,-0.00127098,0.00323603,-0.00666835,0.00238148,-0.0048817,-0.0156376,0.0132095,0.00132893,-0.00811173,0.00947031,0.00349525,0.0115486,-0.00624792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00644865,0.0130926,-0.00215406,-0.00329932,-0.0206754,0.00952792,-0.00359914,-0.00260157,-0.0031761,0.00175156,0.0191437,-0.00516306,0.00377879,0.0117218,-0.00359979,-0.00843354,-0.0190961,0.0153876,0.00555357,-0.00846592,-0.00203461,-0.0196895,-0.00264751,0.00795086,-0.0063592,-0.0100004,0.00546208,0.0103141,0.0160523,-0.00937135,-0.00141014,-0.0073016,0.000134597,0.00785857,0.0177612,-0.0146281,-0.0167965
is_quarter_start,0.00361748,0.0101228,0.0140357,-0.00924499,-0.00682927,0.00892588,-0.0358449,0.00754186,0.00361748,0.015687,-0.0081023,0.00490904,,,,,,,,,-0.023505,-0.0996565,-0.0254244,0.0171951,-0.00642308,0.38686,-0.0104091,1,-0.00577598,,-0.00182556,-0.0318316,-0.0318574,0.00528437,-0.0184577,-0.00659517,-0.00176134,0.0177039,0.013824,0.0120972,-0.0235728,-0.00310053,-0.00491728,-0.00901249,-0.00260875,0.0155942,-0.0106055,0.00310053,0.00491728,-0.0104639,-0.00649867,-0.0088585,0.0013018,0.00659517,0.00176134,-0.0123761,-0.0130931,-0.000357564,-0.042363,0.00903057,0.00815592,-0.00702646,-0.0555312,0.0102487,-0.0345307,-0.0495297,-0.0270302,-0.0174909,0.0548954,-0.0416663,0.00218441,0.0495297,0.0270302,0.0107712,-0.0496139,0.013016,-0.0608873,-0.00903057,-0.00815592,0.00473662,0.0474217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0215809,0.00556584,-0.00853322,-0.0500155,0.029872,0.0447019,-0.018461,-0.0249469,-0.00406535,0.011953,-0.0314886,-0.0616978,0.018522,0.00360917,-0.00684949,0.00536229,0.0347115,0.025081,0.00912835,0.0218235,0.0111732,0.060254,-0.00117842,0.00531112,-0.0148142,-0.00892267,0.00483674,0.0432325,-0.0100583,-0.028232,-0.0137101,-0.0171987,-0.000316127,-0.0303592,-0.0297399,-0.0311219,0.0314297
is_quarter_end,0.00296581,0.0330637,0.0239283,0.00814211,0.0210028,-0.0235155,-0.00169366,0.00505444,0.00296581,0.0296833,-0.0318617,0.00161441,,,,,,,,,0.0133493,0.167101,-0.011976,0.0138052,-0.015122,-0.0149304,0.554897,-0.00577598,1,,0.31606,0.0268943,0.0111002,0.00392052,-0.00810887,-0.00276141,-0.000886867,0.0115617,-0.0024105,0.0329576,0.00580024,-0.00666548,0.000897284,-0.00565274,0.00957611,0.0218489,0.0217272,0.00666548,-0.000897284,0.00109305,-0.0332305,0.00886099,-0.00401345,0.00276141,0.000886867,-0.00840072,0.00346301,0.0244724,-0.00624121,-0.00473206,-0.0161335,-0.0244972,0.0105586,-0.0241726,0.00485436,0.0111139,0.00341464,0.0184772,-0.00458077,-0.00398381,0.0135174,-0.0111139,-0.00341464,-0.00775973,0.0104573,0.0042684,0.00026073,0.00473206,0.0161335,0.0161006,-0.0100907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0054435,0.00857737,-0.00288983,-0.0404207,0.00293621,0.0413796,-0.00197282,0.0163731,-0.00239303,0.0398606,0.0101073,-0.03848,0.00309586,0.00867186,-0.00207819,0.0616043,0.00558015,-0.00138081,0.00411186,0.00233668,0.00042839,0.0411695,0.00441156,-0.0107776,-0.00487052,-0.00675987,0.00563336,0.0624536,-0.0111147,-0.0470835,-0.000103306,0.00164841,-0.0016136,-0.0604224,0.00544157,0.000434314,0.00839708
is_year_start,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
is_year_end,-0.00268695,0.00861558,0.0103514,0.00754328,0.0198628,-0.0126861,0.0116354,-0.0115543,-0.00268695,0.00921664,-0.000921295,-0.0179845,,,,,,,,,0.0514429,0.0550579,-0.0391376,0.0076656,0.0438433,-0.00471891,0.175381,-0.00182556,0.31606,,1,0.0559067,0.00617623,0.000285578,-0.0254536,0.00646074,-3.36378e-05,0.0376968,-0.00917951,0.0088734,-0.0024801,-0.00116818,-0.00522412,0.00672477,-0.00679713,0.0104894,-0.00118933,0.00116818,0.00522412,-0.0137435,0.0164345,0.00908521,-0.0104566,-0.00646074,3.36378e-05,-0.0270239,0.00749658,0.02101,-0.0229451,-0.0159998,0.0093689,0.044586,0.000599505,-0.01221,0.0162758,0.013741,0.00770765,0.00463124,-0.00655927,0.0119144,0.0108578,-0.013741,-0.00770765,0.00215254,0.00172129,-0.0136307,0.0222289,0.0159998,-0.0093689,-0.0386971,0.000723499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0175962,0.0120873,-0.0067866,-0.014474,0.00162687,-0.0240971,-0.00620219,-0.0101062,-0.010188,0.0419392,0.00199746,0.00627061,0.00944399,-0.00752538,-0.00290859,0.00449831,0.000436764,-0.0416896,0.0135485,-0.00251038,0.00657299,0.0223789,-0.00175003,-0.0155265,-0.0161575,-0.014854,0.0132227,-0.003642,-0.007669,0.0204061,0.000180283,0.0116403,-0.00879906,0.0135917,0.00144499,0.0278939,0.0117527
dayofyear,-0.00177168,-0.00218631,-0.000806933,-0.000773932,-0.0165827,-0.34588,0.268857,0.0354347,-0.00177168,-0.00194232,-0.0339794,-0.24681,,,,,,,,,0.996614,0.0755628,-0.0186549,0.00261883,0.969294,-0.00244504,0.0133403,-0.0318316,0.0268943,,0.0559067,1,0.99004,-0.000599137,-0.0127663,-0.000122592,8.19673e-05,0.0137661,0.00812888,-0.00183293,-0.00215092,-0.00106196,-0.000425791,-0.011175,0.00469805,0.000523218,-0.0127249,0.00106196,0.000425791,0.000774811,0.0177246,-0.000780905,0.00477868,0.000122592,-8.19673e-05,-0.00759749,-0.0187807,-0.0046315,-0.0658343,0.00833701,0.0240473,-0.387676,0.45703,-0.318826,0.186724,0.523515,-0.00154799,0.0565467,-0.389376,0.290411,-0.100158,-0.523515,0.00154799,-0.0292103,0.298799,0.0256844,0.0698642,-0.00833701,-0.0240473,0.353262,-0.404578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0150355,0.000549039,-0.00205255,0.038713,-0.0853817,0.0458231,-0.0120581,-0.0099359,-0.00709365,-0.107942,0.0482665,0.125189,0.0124694,0.00511168,0.00276696,0.132723,-0.173584,-0.0289614,0.00631393,0.00674775,0.0194367,-0.110455,0.0549206,0.0938014,-0.0104893,0.00232713,-0.00559837,0.200391,-0.00383714,-0.238366,-0.00881673,-0.0107433,-0.00793931,-0.219933,0.106221,0.125433,-0.135595
