,Close_x,High_x,Low_x,Open_x,Volume_x,current_hour_pillar,current_day_pillar,current_day_pillar_minus,current_hour_pillar_minus,current_month_pillar,current_year_pillar,current_year_pillar_minus,current_month_pillar_minus,current_wuxi_hour,current_wuxi_day,current_wuxi_month,current_wuxi_year,base_year_pillar,base_month_pillar,base_day_pillar,base_hour_pillar,base_month_pillar_minus,base_hour_pillar_minus,base_year_pillar_minus,base_day_pillar_minus,year,month,day,hour,dayofweek,quarter,dayofyear,weekofyear,current_hour_pillar_heavenly,current_hour_pillar_earthly,current_hour_pillar_heavenly_sin,current_hour_pillar_heavenly_cos,current_hour_pillar_earthly_sin,current_hour_pillar_earthly_cos,current_day_pillar_heavenly,current_day_pillar_earthly,current_day_pillar_heavenly_sin,current_day_pillar_heavenly_cos,current_day_pillar_earthly_sin,current_day_pillar_earthly_cos,current_day_pillar_minus_heavenly,current_day_pillar_minus_earthly,current_day_pillar_minus_heavenly_sin,current_day_pillar_minus_heavenly_cos,current_day_pillar_minus_earthly_sin,current_day_pillar_minus_earthly_cos,current_hour_pillar_minus_heavenly,current_hour_pillar_minus_earthly,current_hour_pillar_minus_heavenly_sin,current_hour_pillar_minus_heavenly_cos,current_hour_pillar_minus_earthly_sin,current_hour_pillar_minus_earthly_cos,current_month_pillar_heavenly,current_month_pillar_earthly,current_month_pillar_heavenly_sin,current_month_pillar_heavenly_cos,current_month_pillar_earthly_sin,current_month_pillar_earthly_cos,current_year_pillar_heavenly,current_year_pillar_earthly,current_year_pillar_heavenly_sin,current_year_pillar_heavenly_cos,current_year_pillar_earthly_sin,current_year_pillar_earthly_cos,current_year_pillar_minus_heavenly,current_year_pillar_minus_earthly,current_year_pillar_minus_heavenly_sin,current_year_pillar_minus_heavenly_cos,current_year_pillar_minus_earthly_sin,current_year_pillar_minus_earthly_cos,current_month_pillar_minus_heavenly,current_month_pillar_minus_earthly,current_month_pillar_minus_heavenly_sin,current_month_pillar_minus_heavenly_cos,current_month_pillar_minus_earthly_sin,current_month_pillar_minus_earthly_cos,base_year_pillar_heavenly,base_year_pillar_earthly,base_year_pillar_heavenly_sin,base_year_pillar_heavenly_cos,base_year_pillar_earthly_sin,base_year_pillar_earthly_cos,base_month_pillar_heavenly,base_month_pillar_earthly,base_month_pillar_heavenly_sin,base_month_pillar_heavenly_cos,base_month_pillar_earthly_sin,base_month_pillar_earthly_cos,base_day_pillar_heavenly,base_day_pillar_earthly,base_day_pillar_heavenly_sin,base_day_pillar_heavenly_cos,base_day_pillar_earthly_sin,base_day_pillar_earthly_cos,base_hour_pillar_heavenly,base_hour_pillar_earthly,base_hour_pillar_heavenly_sin,base_hour_pillar_heavenly_cos,base_hour_pillar_earthly_sin,base_hour_pillar_earthly_cos,base_month_pillar_minus_heavenly,base_month_pillar_minus_earthly,base_month_pillar_minus_heavenly_sin,base_month_pillar_minus_heavenly_cos,base_month_pillar_minus_earthly_sin,base_month_pillar_minus_earthly_cos,base_hour_pillar_minus_heavenly,base_hour_pillar_minus_earthly,base_hour_pillar_minus_heavenly_sin,base_hour_pillar_minus_heavenly_cos,base_hour_pillar_minus_earthly_sin,base_hour_pillar_minus_earthly_cos,base_year_pillar_minus_heavenly,base_year_pillar_minus_earthly,base_year_pillar_minus_heavenly_sin,base_year_pillar_minus_heavenly_cos,base_year_pillar_minus_earthly_sin,base_year_pillar_minus_earthly_cos,base_day_pillar_minus_heavenly,base_day_pillar_minus_earthly,base_day_pillar_minus_heavenly_sin,base_day_pillar_minus_heavenly_cos,base_day_pillar_minus_earthly_sin,base_day_pillar_minus_earthly_cos,cs_base_hour_current_hour,cs_base_hour_current_day,cs_base_hour_current_hour_minus,cs_base_hour_current_month,cs_base_hour_current_year,cs_base_hour_current_month_minus,cs_base_day_current_hour,cs_base_day_current_day,cs_base_day_current_hour_minus,cs_base_day_current_month,cs_base_day_current_year,cs_base_day_current_month_minus,cs_base_hour_minus_current_hour,cs_base_hour_minus_current_day,cs_base_hour_minus_current_hour_minus,cs_base_hour_minus_current_month,cs_base_hour_minus_current_year,cs_base_hour_minus_current_month_minus,cs_base_month_current_hour,cs_base_month_current_day,cs_base_month_current_hour_minus,cs_base_month_current_month,cs_base_month_current_year,cs_base_month_current_month_minus,cs_base_year_current_hour,cs_base_year_current_day,cs_base_year_current_hour_minus,cs_base_year_current_month,cs_base_year_current_year,cs_base_year_current_month_minus,cs_base_month_minus_current_hour,cs_base_month_minus_current_day,cs_base_month_minus_current_hour_minus,cs_base_month_minus_current_month,cs_base_month_minus_current_year,cs_base_month_minus_current_month_minus,target
current_year_pillar,-0.556195,-0.550137,-0.566401,-0.559034,-0.0978658,-0.0295013,0.0153569,0.0292271,-0.0911608,0.115443,1,-0.651761,-0.000365349,-0.0136134,0.0121672,-0.00261787,0.631406,,,,,,,,,-0.0486587,-0.679296,0.0221853,,-0.00726955,-0.687842,-0.678524,-0.679587,-0.0295013,,0.0229023,-0.019397,,,0.0163271,-0.00664661,0.00292739,0.00708275,-0.0292674,0.0358751,0.0289711,0.00114124,-0.00292739,-0.00708275,0.0376467,-0.0309683,0.0240278,-0.658026,-0.0229023,0.019397,0.658026,0.658026,0.0932318,0.178601,-0.0462874,-0.0815453,0.475465,-0.420166,1,0.140781,-0.191986,0.916035,0.981417,0.814313,-0.651761,0.651761,0.191986,-0.916035,-0.940719,-0.484244,-0.00635829,-0.0798937,0.0462874,0.0815453,-0.429787,0.490069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00909765,-0.658026,-0.243827,-0.82687,-0.00873233,,0.00352078,-0.658026,0.266781,0.92282,-0.153113,,-0.00445854,0.658026,-0.0673092,-0.82687,-0.0423303,,-0.0270696,-0.658026,-0.120034,-0.92282,-0.164642,,0.0238479,-0.658026,-0.183411,0.82687,0.24902,,0.00753681,0.658026,0.426515,0.92282,-0.113242,-0.547226
current_year_pillar_minus,0.126271,0.130263,0.132493,0.14228,-0.171818,0.0129164,-0.0136578,-0.0148062,0.0315236,-0.0965725,-0.651761,1,0.118459,-0.00272084,-0.00934882,0.0302473,-0.62895,,,,,,,,,-0.530661,0.621595,-0.0833358,,0.0322993,0.639853,0.615425,0.614236,0.0129164,,-0.0210515,0.00345937,,,-0.0132504,-0.012674,-0.0199332,0.00677819,0.0349112,-0.0129413,-0.014827,0.0024803,0.0199332,-0.00677819,-0.0318463,0.0226481,-0.0207272,0.297834,0.0210515,-0.00345937,-0.297834,-0.297834,-0.0500995,-0.366792,0.104014,0.104766,-0.147819,0.645496,-0.651761,-0.842626,0.588078,-0.895456,-0.759185,-0.804539,1,-1,-0.588078,0.895456,0.534242,0.976246,0.113432,0.0738515,-0.104014,-0.104766,0.385601,-0.624902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0240934,0.297834,0.381143,0.557474,-0.0749762,,-0.0250954,0.297834,-0.272972,-0.794646,0.125345,,0.0255914,-0.297834,0.225443,0.557474,-0.0218985,,0.029957,0.297834,-0.00464348,0.794646,0.170656,,-0.0413934,0.297834,0.0797138,-0.557474,-0.218513,,-0.0208294,-0.297834,-0.428441,-0.794646,0.133334,0.111112
current_month_pillar_minus,0.161879,0.160869,0.153785,0.156978,0.0536492,-0.0157076,0.0371649,-0.00129516,-0.00524475,-0.187842,-0.000365349,0.118459,1,-0.000672605,0.0407399,0.00411399,-0.111672,,,,,,,,,-0.154353,0.178462,-0.0682421,,0.0143602,0.207172,0.173528,0.17311,-0.0157076,,0.0106919,-0.00448717,,,0.0378092,-0.0100669,-0.054721,-0.137762,0.0122193,0.0250448,-0.00322698,0.017868,0.054721,0.137762,0.0113647,-0.0501539,0.00884394,-0.0800904,-0.0106919,0.00448717,0.0800904,0.0800904,-0.179763,-0.0281424,0.652751,-0.00544035,0.115914,0.493049,-0.000365349,-0.154375,0.151208,-0.055997,-0.0169517,-0.0896846,0.118459,-0.118459,-0.151208,0.055997,-0.0393909,0.129966,0.994767,0.540173,-0.652751,0.00544035,-0.237801,-0.491155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00793426,-0.0800904,0.168433,-0.0368211,0.0621957,,-0.025033,-0.0800904,0.146131,-0.0189863,-0.0743414,,0.00869531,0.0800904,0.100127,-0.0368211,0.0235553,,-0.0133206,-0.0800904,-0.368206,0.0189863,0.189444,,-0.000830946,-0.0800904,0.135175,0.0368211,-0.186173,,0.00189857,0.0800904,-0.0263941,-0.0189863,-0.117586,0.160754
current_wuxi_hour,-0.00645451,-0.0158031,0.00271682,-0.00786644,-0.0441344,0.105997,-0.130542,-0.12389,0.29282,0.0494728,-0.0136134,-0.00272084,-0.000672605,1,-0.13016,0.0289299,0.000108094,,,,,,,,,0.0323264,-0.0187679,-0.0016127,,-0.0263017,-0.0211343,-0.0188249,-0.0184151,0.105997,,0.299827,0.94686,,,-0.130602,-0.0076402,-0.00072298,0.027751,0.00311329,0.00892033,-0.126023,0.00681062,0.00072298,-0.027751,0.015405,0.0480422,0.292192,0.0230263,-0.299827,-0.94686,-0.0230263,-0.0230263,0.0488135,0.0135288,-0.0402733,0.00389398,-0.0238688,-0.0344637,-0.0136134,0.0132176,-0.0186989,-0.00766918,-0.0126577,0.00151919,-0.00272084,0.00272084,0.0186989,0.00766918,0.01943,-0.00544146,0.00106215,0.00496038,0.0402733,-0.00389398,0.0315067,0.0348914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0226667,0.0230263,0.00148223,0.0196429,-0.00633304,,-0.00686302,0.0230263,-0.0225159,-0.0131749,0.0215965,,0.0155264,-0.0230263,0.00116287,0.0196429,0.0016981,,0.0118765,0.0230263,0.0252225,0.0131749,-0.0372645,,-0.0105442,0.0230263,-0.00898049,-0.0196429,0.00233375,,-0.0169769,-0.0230263,-0.0200517,-0.0131749,0.0235476,-0.00717224
current_wuxi_day,-0.0232232,-0.0312053,-0.0225357,-0.0273129,-0.0260399,-0.51598,0.992904,-0.16735,0.262594,-0.0626103,0.0121672,-0.00934882,0.0407399,-0.13016,1,0.0768293,0.0186699,,,,,,,,,-0.0155904,-0.00759746,0.0311276,,-0.0396475,-0.0190183,-0.00531902,-0.00487161,-0.51598,,0.280813,-0.20402,,,0.995158,0.0185226,-0.660145,0.0432049,0.0145261,-0.0789967,-0.162788,-0.0423193,0.660145,-0.0432049,-0.0105028,0.0478033,0.273058,-0.0417665,-0.280813,0.20402,0.0417665,0.0417665,-0.0592348,-0.0563394,0.0721276,-0.0360018,0.0595687,0.0429356,0.0121672,0.00356486,0.0322595,0.0155014,0.0173261,-0.0105528,-0.00934882,0.00934882,-0.0322595,-0.0155014,-0.0262652,-0.0113442,0.0403454,0.0478752,-0.0721276,0.0360018,-0.051532,-0.044046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0143763,-0.0417665,0.0413705,-0.0362355,-0.00906112,,-0.0289608,-0.0417665,-0.00268853,0.0251444,0.0088003,,0.00765191,0.0417665,0.0741762,-0.0362355,-0.0292132,,0.0768034,-0.0417665,-0.0057076,-0.0251444,0.0211417,,-0.0499046,-0.0417665,-0.0568801,0.0362355,0.0276933,,-0.0233847,0.0417665,0.00178856,0.0251444,-0.0109933,-0.0220254
current_wuxi_month,-0.0586185,-0.0513184,-0.0542456,-0.0507831,0.0777825,0.0248031,0.0745591,-0.110309,0.0712215,0.0254596,-0.00261787,0.0302473,0.00411399,0.0289299,0.0768293,1,-0.0873079,,,,,,,,,0.123569,-0.111381,0.025084,,0.0391305,-0.0934146,-0.108698,-0.108964,0.0248031,,0.0591592,0.01317,,,0.0718935,0.0375273,-0.1391,0.165645,-0.0167985,-0.0717585,-0.10308,-0.0998319,0.1391,-0.165645,-0.00075389,0.121639,0.064381,0.0434525,-0.0591592,-0.01317,-0.0434525,-0.0434525,0.0167958,0.104658,-0.0517008,-0.0430747,0.0754802,-0.00634638,-0.00261787,-0.0376258,-0.0270988,-0.0223277,-0.0157036,0.0141925,0.0302473,-0.0302473,0.0270988,0.0223277,0.019795,0.0394574,-0.0084667,0.119479,0.0517008,0.0430747,-0.0560308,-0.0021081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.09991,0.0434525,-0.0604732,0.0400609,-0.152033,,0.0523271,0.0434525,0.0638294,-0.0310204,0.148931,,-0.0681368,-0.0434525,-0.060384,0.0400609,-0.221454,,-0.00911663,0.0434525,-0.0889875,0.0310204,-0.126719,,0.0350477,0.0434525,0.0433843,-0.0400609,0.220677,,0.090106,-0.0434525,0.114257,-0.0310204,0.116704,-0.0646852
current_wuxi_year,-0.432602,-0.432567,-0.430604,-0.430025,-0.105376,-0.0261221,0.0199146,0.0294644,-0.0754398,0.180975,0.631406,-0.62895,-0.111672,0.000108094,0.0186699,-0.0873079,1,,,,,,,,,-0.00630221,-0.603281,0.0394662,,0.0160691,-0.604975,-0.602396,-0.603509,-0.0261221,,0.0390861,-0.0109048,,,0.0185266,0.0246381,0.0214299,-0.0163263,-0.0608369,-0.000386956,0.0324598,-0.0322643,-0.0214299,0.0163263,0.038709,0.0132918,0.0394254,-0.65515,-0.0390861,0.0109048,0.65515,0.65515,0.145701,0.168004,-0.074497,-0.0329312,0.163153,-0.601623,0.631406,0.372714,0.00702161,0.721904,0.708046,0.438315,-0.62895,0.62895,-0.00702161,-0.721904,-0.691552,-0.587908,-0.0888297,-0.0700836,0.074497,0.0329312,-0.116767,0.478912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00887442,-0.65515,-0.218206,-0.750811,-0.0399305,,-0.00922016,-0.65515,0.129162,0.769735,-0.0748316,,-0.0185782,0.65515,-0.120527,-0.750811,0.0890718,,0.00606192,-0.65515,0.176395,-0.769735,-0.28671,,0.0268004,-0.65515,-0.142381,0.750811,0.0883725,,-0.00784878,0.65515,0.211173,0.769735,0.060095,-0.439078
base_year_pillar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base_month_pillar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base_day_pillar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base_hour_pillar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base_month_pillar_minus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base_hour_pillar_minus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base_year_pillar_minus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base_day_pillar_minus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
year,0.214072,0.215028,0.211384,0.203276,0.286795,0.0111975,-0.0148463,-0.00847715,0.0725733,-0.159779,-0.0486587,-0.530661,-0.154353,0.0323264,-0.0155904,0.123569,-0.00630221,,,,,,,,,1,-0.4831,0.026219,,-0.0324287,-0.454712,-0.479246,-0.476363,0.0111975,,-0.00461732,0.0346756,,,-0.0158339,0.00900954,0.0253964,-0.00229921,0.0231316,-0.0112437,-0.00852772,-1.01668e-05,-0.0253964,0.00229921,-0.00916841,0.0146285,-0.00509902,0.444449,0.00461732,-0.0346756,-0.444449,-0.444449,-0.198124,0.274789,-0.0438033,-0.084152,-0.125654,-0.3637,-0.0486587,0.72727,-0.741387,0.216995,0.0266547,0.404379,-0.530661,0.530661,0.741387,-0.216995,0.248137,-0.590445,-0.144081,-0.153705,0.0438033,0.084152,-0.15319,0.320612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0218685,0.444449,-0.204795,0.240056,0.0998843,,0.0349224,0.444449,0.0959334,0.0318646,-0.0872543,,-0.0260028,-0.444449,-0.234491,0.240056,-0.00394078,,-0.0232454,0.444449,0.111358,-0.0318646,0.0142382,,0.0249578,0.444449,0.0712704,-0.240056,0.140956,,0.0294603,-0.444449,0.127125,0.0318646,-0.124821,0.218167
month,0.571649,0.56382,0.580107,0.573302,0.059037,0.0200994,-0.00787729,-0.0158762,0.0357849,0.0497491,-0.679296,0.621595,0.178462,-0.0187679,-0.00759746,-0.111381,-0.603281,,,,,,,,,-0.4831,1,-0.0395147,,0.0042417,0.976024,0.996943,0.996825,0.0200994,,-0.0210682,-0.0147048,,,-0.00720374,-0.00500875,-0.00846697,-0.00766488,-0.0103049,-0.00871431,-0.0158984,0.00185844,0.00846697,0.00766488,-0.0063941,-0.0108303,-0.0219764,0.329307,0.0210682,0.0147048,-0.329307,-0.329307,0.0893499,-0.236398,0.06938,0.0828722,-0.25261,0.579481,-0.679296,-0.32911,0.355041,-0.706879,-0.692351,-0.686009,0.621595,-0.621595,-0.355041,0.706879,0.580606,0.525735,0.164655,0.231746,-0.06938,-0.0828722,0.223583,-0.490279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0189398,0.329307,0.239835,0.508474,0.0283536,,-0.0150903,0.329307,-0.179557,-0.656599,0.0874004,,0.015953,-0.329307,0.198951,0.508474,0.0679238,,0.0254338,0.329307,-0.135815,0.656599,0.148759,,-0.0199362,0.329307,0.102591,-0.508474,-0.254014,,-0.0251339,-0.329307,-0.279563,-0.656599,0.0430727,0.568871
day,0.00580255,0.0026263,0.0137281,0.00685196,0.031481,-0.00553936,0.0278861,-0.0359332,-0.00920667,0.125501,0.0221853,-0.0833358,-0.0682421,-0.0016127,0.0311276,0.025084,0.0394662,,,,,,,,,0.026219,-0.0395147,1,,-0.013852,-0.0250775,0.0385609,0.0388775,-0.00553936,,-0.0157584,0.00446543,,,0.0260711,0.0258295,-0.0364517,0.0959956,-0.0235833,-0.0412212,-0.0352436,-0.0190341,0.0364517,-0.0959956,0.023287,0.0430194,-0.0146911,0.0304298,0.0157584,-0.00446543,-0.0304298,-0.0304298,0.123943,0.0754439,-0.121955,0.0217758,-0.0640244,-0.0628681,0.0221853,0.0930338,-0.0904542,0.0529401,0.0317051,0.0690438,-0.0833358,0.0833358,0.0904542,-0.0529401,0.00149853,-0.0865581,-0.0609961,-0.0885691,0.121955,-0.0217758,0.00262146,0.126362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00125381,0.0304298,-0.0715681,0.00192465,0.00906852,,-0.0194006,0.0304298,0.0271971,0.0320374,-0.0515027,,-0.0243068,-0.0304298,-0.0659199,0.00192465,0.0929672,,0.0302373,0.0304298,-0.00870253,-0.0320374,-0.05029,,0.0161785,0.0304298,0.0350118,-0.00192465,-0.0613892,,-0.0246074,-0.0304298,0.0423254,0.0320374,0.00221902,0.0229423
hour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dayofweek,-0.0164316,-0.0145778,-0.0198946,-0.0235906,0.0563374,0.0103932,-0.0407551,0.0153195,-0.0332675,-0.0311641,-0.00726955,0.0322993,0.0143602,-0.0263017,-0.0396475,0.0391305,0.0160691,,,,,,,,,-0.0324287,0.0042417,-0.013852,,1,-0.000340286,0.00308535,-0.00974525,0.0103932,,-0.03157,-0.0180445,,,-0.0376886,-0.0305078,0.0454986,0.0202931,0.018247,-0.00870665,0.0162657,-0.00208046,-0.0454986,-0.0202931,-0.00177966,-0.0219541,-0.0315324,-0.0120328,0.03157,0.0180445,0.0120328,0.0120328,-0.0295799,-0.00502425,0.0131315,-0.0176533,0.0268257,0.0038622,-0.00726955,-0.0370017,0.0346268,-0.019839,-0.0112884,-0.0255736,0.0322993,-0.0322993,-0.0346268,0.019839,-0.00158287,0.0339929,0.0113955,0.0224888,-0.0131315,0.0176533,-0.00640429,-0.0134557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0236416,-0.0120328,0.0224648,-0.00117833,0.0124912,,-0.0141258,-0.0120328,0.0102386,-0.01181,-0.0109825,,0.0358265,0.0120328,-0.0129601,-0.00117833,-0.0122928,,0.0218329,-0.0120328,0.00846812,0.01181,0.0210769,,-0.035466,-0.0120328,0.0177299,0.00117833,0.00135364,,-0.0180617,0.0120328,-0.0136897,-0.01181,-0.012341,-0.00641396
quarter,0.597913,0.593809,0.605607,0.602452,0.0841838,0.0218406,-0.0199565,-0.00707255,0.0392153,0.0806564,-0.687842,0.639853,0.207172,-0.0211343,-0.0190183,-0.0934146,-0.604975,,,,,,,,,-0.454712,0.976024,-0.0250775,,-0.000340286,1,0.974161,0.974158,0.0218406,,-0.0216285,-0.0170297,,,-0.018601,-0.0141432,0.00349422,0.00227429,-0.0035852,-0.0127275,-0.00667756,-0.00306966,-0.00349422,-0.00227429,-0.00870351,-0.00693697,-0.0223941,0.351315,0.0216285,0.0170297,-0.351315,-0.351315,0.117911,-0.209918,0.0647383,0.0815242,-0.273127,0.585983,-0.687842,-0.346876,0.346682,-0.723337,-0.706253,-0.687054,0.639853,-0.639853,-0.346682,0.723337,0.595396,0.546608,0.196294,0.226978,-0.0647383,-0.0815242,0.239617,-0.498037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0143254,0.351315,0.209301,0.530727,0.0287152,,-0.0132621,0.351315,-0.21666,-0.676347,0.111406,,0.01007,-0.351315,0.204398,0.530727,0.0697129,,0.0250973,0.351315,-0.163078,0.676347,0.132807,,-0.0162069,0.351315,0.0851215,-0.530727,-0.241767,,-0.0213222,-0.351315,-0.273732,-0.676347,0.0575627,0.590386
dayofyear,0.573132,0.565066,0.582163,0.574817,0.0620135,0.0197244,-0.0058409,-0.0186533,0.0354087,0.0590613,-0.678524,0.615425,0.173528,-0.0188249,-0.00531902,-0.108698,-0.602396,,,,,,,,,-0.479246,0.996943,0.0385609,,0.00308535,0.974161,1,0.999914,0.0197244,,-0.0223411,-0.0142708,,,-0.00532435,-0.00288419,-0.0113996,-0.000170022,-0.012179,-0.0118738,-0.018627,0.000412517,0.0113996,0.000170022,-0.00456679,-0.00753411,-0.0231628,0.333867,0.0223411,0.0142708,-0.333867,-0.333867,0.0986034,-0.230842,0.0599573,0.0843947,-0.257455,0.575733,-0.678524,-0.321604,0.34637,-0.703633,-0.690979,-0.68034,0.615425,-0.615425,-0.34637,0.703633,0.582321,0.519276,0.16021,0.225135,-0.0599573,-0.0843947,0.223016,-0.481161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0186791,0.333867,0.234436,0.510548,0.0293088,,-0.016603,0.333867,-0.177978,-0.655472,0.0835297,,0.0139986,-0.333867,0.194263,0.510548,0.0740634,,0.0276242,0.333867,-0.137588,0.655472,0.145659,,-0.0185977,0.333867,0.105611,-0.510548,-0.257844,,-0.0268956,-0.333867,-0.276332,-0.655472,0.0424195,0.57174
weekofyear,0.574867,0.566769,0.583948,0.576611,0.062299,0.0196568,-0.00537779,-0.0189028,0.0361151,0.0590375,-0.679587,0.614236,0.17311,-0.0184151,-0.00487161,-0.108964,-0.603509,,,,,,,,,-0.476363,0.996825,0.0388775,,-0.00974525,0.974158,0.999914,1,0.0196568,,-0.0219868,-0.013952,,,-0.00490266,-0.00247139,-0.011915,-0.000435952,-0.0123558,-0.0118162,-0.0188887,0.000439583,0.011915,0.000435952,-0.00458,-0.00721922,-0.0228117,0.335925,0.0219868,0.013952,-0.335925,-0.335925,0.0984961,-0.230246,0.0597395,0.0844767,-0.258576,0.575378,-0.679587,-0.319296,0.344085,-0.703729,-0.69177,-0.679734,0.614236,-0.614236,-0.344085,0.703729,0.583988,0.517734,0.159844,0.224692,-0.0597395,-0.0844767,0.22294,-0.480681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0183361,0.335925,0.233846,0.51208,0.0295104,,-0.0163367,0.335925,-0.178066,-0.656188,0.0835156,,0.0134805,-0.335925,0.193969,0.51208,0.0743167,,0.0273132,0.335925,-0.137545,0.656188,0.145651,,-0.0180942,0.335925,0.105768,-0.51208,-0.257794,,-0.0266117,-0.335925,-0.276162,-0.656188,0.0422427,0.573358
