,target
1494,104.468
1052,163.621
1780,148.831
1013,108.217
2106,124.889
2051,182.264
2349,193.408
126,140.776
887,99.1595
1992,184.4
1347,155.598
1007,119.901
355,119.75
1003,184.075
682,146.266
827,162.458
1544,132.733
984,194.625
1233,151.021
2100,168.387
140,143.253
217,155.372
2011,187.844
2186,174.23
2197,176.393
1670,128.688
2128,157.151
22,136.863
711,120.923
1157,191.983
2246,101.934
871,114.777
1436,192.195
10,185.701
1709,196.767
2333,181.221
1665,147.412
1315,171.862
754,112.218
626,181.422
1697,164.611
129,151.37
843,106.326
323,163.611
2273,193.233
1423,146.689
1284,208.321
2398,164.739
14,197.47
2009,171.054
215,104.113
1654,137.81
1901,176.827
1182,171.89
1621,122.233
1533,124.446
864,195.77
516,144.263
597,159.891
195,145.494
1277,182.19
288,153.865
950,141.736
2327,173.27
1791,101.812
2358,178.832
1120,176.971
549,149.899
156,101.31
419,121.998
922,175.806
1612,184.599
477,195.89
1790,181.714
1619,176.071
553,141.704
1202,119.86
390,109.268
578,119.154
2290,157.92
1614,156.635
2244,204.995
820,124.867
2368,123.368
1006,186.658
1248,173.206
1606,150.103
664,198.354
2193,103.412
142,200.555
2153,150.66
1792,197.265
421,168.527
799,157.359
615,192.129
1318,144.418
295,135.817
401,150.052
88,189.328
2321,111.186
2436,133.831
131,137.869
1545,155.326
2279,178.555
2472,176.174
1402,153.325
2018,146.391
2240,137.031
1964,134.357
724,139.273
1314,118.509
1736,124.886
269,121.564
1749,183.19
2044,139.319
1372,127.951
917,184.669
1582,102.729
1319,116.306
2117,150.631
