,time,cs_base_hour_current_hour,cs_base_hour_current_day,cs_base_hour_current_hour_minus,cs_base_hour_current_month,cs_base_hour_current_year,cs_base_hour_current_month_minus,cs_base_day_current_hour,cs_base_day_current_day,cs_base_day_current_hour_minus,cs_base_day_current_month,cs_base_day_current_year,cs_base_day_current_month_minus,cs_base_hour_minus_current_hour,cs_base_hour_minus_current_day,cs_base_hour_minus_current_hour_minus,cs_base_hour_minus_current_month,cs_base_hour_minus_current_year,cs_base_hour_minus_current_month_minus,cs_base_month_current_hour,cs_base_month_current_day,cs_base_month_current_hour_minus,cs_base_month_current_month,cs_base_month_current_year,cs_base_month_current_month_minus,cs_base_year_current_hour,cs_base_year_current_day,cs_base_year_current_hour_minus,cs_base_year_current_month,cs_base_year_current_year,cs_base_year_current_month_minus,cs_base_month_minus_current_hour,cs_base_month_minus_current_day,cs_base_month_minus_current_hour_minus,cs_base_month_minus_current_month,cs_base_month_minus_current_year,cs_base_month_minus_current_month_minus
2836,1637715600000000,2,7,3,10,0,9,3,8,3,4,9,1,1,10,4,7,1,9,0,5,3,2,0,11,1,6,3,3,8,0,3,3,1,6,9,0
3733,1666659600000000,2,6,0,11,6,5,3,2,4,0,5,3,1,4,0,11,2,2,0,3,0,9,4,7,1,7,5,1,2,4,3,5,5,1,8,8
5179,1713423600000000,1,4,1,0,0,3,1,10,5,11,9,5,0,6,2,1,1,8,1,8,4,0,0,6,2,5,2,9,8,10,2,7,4,11,9,2
2925,1640314800000000,0,3,5,4,0,5,2,5,0,10,9,3,2,8,5,6,1,2,2,6,5,8,0,7,3,10,0,5,8,4,1,2,0,7,9,8
5326,1717484400000000,1,10,1,5,0,11,1,4,5,3,9,0,0,7,2,2,1,11,1,2,4,7,0,9,2,3,2,4,8,1,2,6,4,8,9,1
1606,1597986000000000,3,6,3,5,3,4,0,2,3,3,8,10,3,4,4,2,5,6,3,3,3,7,6,8,0,7,3,4,4,5,0,5,1,8,6,7
3720,1666162800000000,1,5,5,1,6,8,1,3,0,9,5,7,0,2,5,0,2,3,1,7,5,1,4,4,2,4,0,11,2,2,2,8,0,9,8,10
6029,1743987600000000,2,2,0,0,6,6,3,6,4,11,5,2,1,5,0,1,2,4,0,10,0,0,4,3,1,8,5,9,2,7,3,4,5,11,8,5
4694,1697677200000000,2,1,3,1,2,4,3,9,3,9,4,10,1,0,4,0,4,6,0,1,3,1,8,8,1,11,3,11,7,5,3,9,1,9,3,7
2526,1627880400000000,3,3,4,1,0,4,0,5,2,9,9,10,3,8,3,0,1,6,3,6,1,1,0,8,0,10,1,11,8,5,0,2,3,9,9,7
4882,1703725200000000,2,5,3,4,2,5,3,3,3,10,4,3,1,2,4,6,4,2,0,7,3,8,8,7,1,4,3,5,7,4,3,8,1,7,3,8
2115,1614654000000000,0,7,2,8,9,7,2,8,1,7,0,8,2,10,1,3,9,10,2,5,2,4,7,5,3,6,4,2,1,6,1,3,2,10,1,3
1730,1602046800000000,3,1,3,7,3,9,0,9,3,8,8,1,3,0,4,10,5,9,3,1,3,5,6,11,0,11,3,6,4,0,0,9,1,3,6,0
3217,1649919600000000,1,7,1,0,8,3,1,8,5,11,3,5,0,10,2,1,6,8,1,5,4,0,2,6,2,6,2,9,3,10,2,3,4,11,5,2
5797,1736312400000000,3,0,3,11,7,5,0,11,3,0,1,3,3,1,4,11,7,2,3,0,3,9,9,7,0,9,3,1,0,4,0,11,1,1,0,8
4099,1678345200000000,1,8,5,4,3,1,1,7,0,10,8,9,0,3,5,6,5,0,1,4,5,8,6,1,2,2,0,5,4,11,2,10,0,7,6,9
1094,1581901200000000,2,10,3,10,5,9,3,4,3,4,6,1,1,7,4,7,8,9,0,2,3,2,5,11,1,3,3,3,5,0,3,6,1,6,2,0
1121,1582614000000000,1,11,1,8,5,1,1,0,5,7,6,9,0,11,2,3,8,0,1,9,4,4,5,1,2,1,2,2,5,11,2,1,4,10,2,9
1942,1608699600000000,3,4,3,4,3,1,0,10,3,10,8,9,3,6,4,6,5,0,3,8,3,8,6,1,0,5,3,5,4,11,0,7,1,7,6,9
4476,1690765200000000,2,10,3,1,2,4,3,4,3,9,4,10,1,7,4,0,4,6,0,2,3,1,8,8,1,3,3,11,7,5,3,6,1,9,3,7
809,1572404400000000,0,4,5,11,8,2,2,10,0,0,3,6,2,6,5,11,6,5,2,8,5,9,2,10,3,5,0,1,3,8,1,7,0,1,5,4
3779,1667977200000000,1,8,5,6,6,2,1,7,0,2,5,6,0,3,5,4,2,5,1,4,5,3,4,10,2,2,0,7,2,8,2,10,0,5,8,4
1383,1591066800000000,0,4,5,5,5,11,2,10,0,3,6,0,2,6,5,2,8,11,2,8,5,7,5,9,3,5,0,4,5,1,1,7,0,8,2,1
5969,1741914000000000,2,2,0,4,6,1,3,6,4,10,5,9,1,5,0,6,2,0,0,10,0,8,4,1,1,8,5,5,2,11,3,4,5,7,8,9
5048,1709168400000000,2,6,3,8,0,1,3,2,3,7,9,9,1,4,4,3,1,0,0,3,3,4,0,1,1,7,3,2,8,11,3,5,1,10,9,9
6079,1745557200000000,3,4,3,9,6,10,0,10,3,1,5,4,3,6,4,9,2,7,3,8,3,11,4,2,0,5,3,0,2,3,0,7,1,0,8,6
4322,1685682000000000,3,2,3,5,3,4,0,6,3,3,8,10,3,5,4,2,5,6,3,10,3,7,6,8,0,8,3,4,4,5,0,4,1,8,6,7
5597,1725937200000000,0,0,2,3,7,0,2,11,1,5,1,11,2,1,1,8,7,1,2,0,2,6,9,0,3,9,4,10,0,9,1,11,2,2,0,11
5792,1736218800000000,0,4,2,11,7,5,2,10,1,0,1,3,2,6,1,11,7,2,2,8,2,9,9,7,3,5,4,1,0,4,1,7,2,1,0,8
5812,1736823600000000,0,1,2,11,7,5,2,9,1,0,1,3,2,0,1,11,7,2,2,1,2,9,9,7,3,11,4,1,0,4,1,9,2,1,0,8
1533,1595833200000000,1,1,5,1,3,8,1,9,0,9,8,7,0,0,5,0,5,3,1,1,5,1,6,4,2,11,0,11,4,2,2,9,0,9,6,10
3101,1646290800000000,1,2,1,8,8,1,1,6,5,7,3,9,0,5,2,3,6,0,1,10,4,4,2,1,2,8,2,2,3,11,2,4,4,10,5,9
4897,1704265200000000,1,8,1,4,2,5,1,7,5,10,4,3,0,3,2,6,4,2,1,4,4,8,8,7,2,2,2,5,7,4,2,10,4,7,3,8
2406,1623978000000000,2,3,3,2,0,6,3,5,3,6,9,2,1,8,4,5,1,4,0,6,3,10,0,3,1,10,3,8,8,7,3,2,1,4,9,5
3759,1667365200000000,3,1,3,11,6,5,0,9,3,0,5,3,3,0,4,11,2,2,3,1,3,9,4,7,0,11,3,1,2,4,0,9,1,1,8,8
2022,1611550800000000,3,7,4,0,5,3,0,8,2,11,6,5,3,10,3,1,8,8,3,5,1,0,5,6,0,6,1,9,5,10,0,3,3,11,2,2
3886,1671166800000000,3,2,3,7,6,9,0,6,3,8,5,1,3,5,4,10,2,9,3,10,3,5,4,11,0,8,3,6,2,0,0,4,1,3,8,0
5086,1710307200000000,3,4,4,4,0,5,0,10,2,10,9,3,3,6,3,6,1,2,3,8,1,8,0,7,0,5,1,5,8,4,0,7,3,7,9,8
3007,1643094000000000,1,8,5,0,9,6,1,7,0,11,0,2,0,3,5,1,9,4,1,4,5,0,7,3,2,2,0,9,1,7,2,10,0,11,1,5
3167,1648436400000000,0,9,5,2,8,6,2,1,0,6,3,2,2,9,5,5,6,4,2,11,5,10,2,3,3,0,0,8,3,7,1,0,0,4,5,5
2439,1625036400000000,1,7,1,3,0,10,1,8,5,5,9,4,0,10,2,8,1,7,1,5,4,6,0,2,2,6,2,10,8,3,2,3,4,2,9,6
4176,1681174800000000,2,6,0,0,3,6,3,2,4,11,8,2,1,4,0,1,5,4,0,3,0,0,6,3,1,7,5,9,4,7,3,5,5,11,6,5
1892,1607302800000000,2,5,0,7,3,9,3,3,4,8,8,1,1,2,0,10,5,9,0,7,0,5,6,11,1,4,5,6,4,0,3,8,5,3,6,0
5137,1712113200000000,0,7,5,2,0,6,2,8,0,6,9,2,2,10,5,5,1,4,2,5,5,10,0,3,3,6,0,8,8,7,1,3,0,4,9,5
1204,1585112400000000,3,2,4,2,5,6,0,6,2,6,6,2,3,5,3,5,8,4,3,10,1,10,5,3,0,8,1,8,5,7,0,4,3,4,2,5
5787,1736125200000000,2,6,0,11,7,5,3,2,4,0,1,3,1,4,0,11,7,2,0,3,0,9,9,7,1,7,5,1,0,4,3,5,5,1,0,8
1978,1610082000000000,3,9,3,11,3,5,0,1,3,0,8,3,3,9,4,11,5,2,3,11,3,9,6,7,0,0,3,1,4,4,0,0,1,1,6,8
2827,1637305200000000,1,1,1,6,0,0,1,9,5,2,9,11,0,0,2,4,1,1,1,1,4,3,0,0,2,11,2,7,8,9,2,9,4,5,9,11
5101,1710817200000000,0,3,5,4,0,5,2,5,0,10,9,3,2,8,5,6,1,2,2,6,5,8,0,7,3,10,0,5,8,4,1,2,0,7,9,8
4513,1691722800000000,0,0,5,5,2,11,2,11,0,3,4,0,2,1,5,2,4,11,2,0,5,7,8,9,3,9,0,4,7,1,1,11,0,8,3,1
2944,1641258000000000,2,8,3,4,0,5,3,7,3,10,9,3,1,3,4,6,1,2,0,4,3,8,0,7,1,2,3,5,8,4,3,10,1,7,9,8
6138,1747710000000000,0,0,2,8,6,7,2,11,1,7,5,8,2,1,1,3,2,10,2,0,2,4,4,5,3,9,4,2,2,6,1,11,2,10,8,3
518,1563325200000000,2,4,3,9,8,7,3,10,3,1,3,8,1,6,4,9,6,10,0,8,3,11,2,5,1,5,3,0,3,6,3,7,1,0,5,3
829,1573009200000000,0,1,5,11,8,2,2,9,0,0,3,6,2,0,5,11,6,5,2,1,5,9,2,10,3,11,0,1,3,8,1,9,0,1,5,4
5120,1711414800000000,2,11,3,2,0,6,3,0,3,6,9,2,1,11,4,5,1,4,0,9,3,10,0,3,1,1,3,8,8,7,3,1,1,4,9,5
2344,1622005200000000,3,11,3,5,9,4,0,0,3,3,0,10,3,11,4,2,9,6,3,9,3,7,7,8,0,1,3,4,1,5,0,1,1,8,1,7
438,1560819600000000,2,1,3,2,8,6,3,9,3,6,3,2,1,0,4,5,6,4,0,1,3,10,2,3,1,11,3,8,3,7,3,9,1,4,5,5
627,1566536400000000,3,9,4,5,8,11,0,1,2,3,3,0,3,9,3,2,6,11,3,11,1,7,2,9,0,0,1,4,3,1,0,0,3,8,5,1
2592,1629853200000000,2,8,3,6,0,0,3,7,3,2,9,11,1,3,4,4,1,1,0,4,3,3,0,0,1,2,3,7,8,9,3,10,1,5,9,11
5492,1722560400000000,2,1,0,1,7,8,3,9,4,9,1,7,1,0,0,0,7,3,0,1,0,1,9,4,1,11,5,11,0,2,3,9,5,9,0,10
925,1575946800000000,0,5,5,7,8,8,2,3,0,8,3,7,2,2,5,10,6,3,2,7,5,5,2,4,3,4,0,6,3,2,1,8,0,3,5,10
3563,1661223600000000,0,6,2,5,6,4,2,2,1,3,5,10,2,4,1,2,2,6,2,3,2,7,4,8,3,7,4,4,2,5,1,5,2,8,8,7
6077,1745542800000000,2,7,0,9,6,10,3,8,4,1,5,4,1,10,0,9,2,7,0,5,0,11,4,2,1,6,5,0,2,3,3,3,5,0,8,6
1052,1580446800000000,3,7,4,0,5,3,0,8,2,11,6,5,3,10,3,1,8,8,3,5,1,0,5,6,0,6,1,9,5,10,0,3,3,11,2,2
3026,1644195600000000,2,4,3,10,8,9,3,10,3,4,3,1,1,6,4,7,6,9,0,8,3,2,2,11,1,5,3,3,3,0,3,7,1,6,5,0
3011,1643180400000000,1,2,5,0,9,6,1,6,0,11,0,2,0,5,5,1,9,4,1,10,5,0,7,3,2,8,0,9,1,7,2,4,0,11,1,5
1173,1584082800000000,1,2,1,4,5,5,1,6,5,10,6,3,0,5,2,6,8,2,1,10,4,8,5,7,2,8,2,5,5,4,2,4,4,7,2,8
3439,1657508400000000,0,0,2,9,6,10,2,11,1,1,5,4,2,1,1,9,2,7,2,0,2,11,4,2,3,9,4,0,2,3,1,11,2,0,8,6
5206,1714366800000000,3,10,4,9,0,7,0,4,2,1,9,8,3,7,3,9,1,10,3,2,1,11,0,5,0,3,1,0,8,6,0,6,3,0,9,3
944,1576544400000000,2,7,3,7,8,8,3,8,3,8,3,7,1,10,4,10,6,3,0,5,3,5,2,4,1,6,3,6,3,2,3,3,1,3,5,10
4903,1704423600000000,0,9,5,4,2,5,2,1,0,10,4,3,2,9,5,6,4,2,2,11,5,8,8,7,3,0,0,5,7,4,1,0,0,7,3,8
5653,1727838000000000,0,10,2,7,7,9,2,4,1,8,1,1,2,7,1,10,7,9,2,2,2,5,9,11,3,3,4,6,0,0,1,6,2,3,0,0
12,1546822800000000,2,0,0,11,9,5,3,11,4,0,0,3,1,1,0,11,9,2,0,0,0,9,7,7,1,9,5,1,1,4,3,11,5,1,1,8
1117,1582527600000000,1,7,1,8,5,1,1,8,5,7,6,9,0,10,2,3,8,0,1,5,4,4,5,1,2,6,2,2,5,11,2,3,4,10,2,9
4747,1699412400000000,0,3,5,6,2,0,2,5,0,2,4,11,2,8,5,4,4,1,2,6,5,3,8,0,3,10,0,7,7,9,1,2,0,5,3,11
2707,1633503600000000,1,10,1,7,0,8,1,4,5,8,9,7,0,7,2,10,1,3,1,2,4,5,0,4,2,3,2,6,8,2,2,6,4,3,9,10
5064,1709686800000000,2,8,3,4,0,5,3,7,3,10,9,3,1,3,4,6,1,2,0,4,3,8,0,7,1,2,3,5,8,4,3,10,1,7,9,8
642,1567047600000000,0,11,5,6,8,0,2,0,0,2,3,11,2,11,5,4,6,1,2,9,5,3,2,0,3,1,0,7,3,9,1,1,0,5,5,11
2678,1632459600000000,3,10,4,7,0,8,0,4,2,8,9,7,3,7,3,10,1,3,3,2,1,5,0,4,0,3,1,6,8,2,0,6,3,3,9,10
