,date,current_hour_pillar,current_day_pillar,current_day_pillar_minus,current_hour_pillar_minus,current_month_pillar,current_year_pillar,current_year_pillar_minus,current_month_pillar_minus,current_wuxi_hour,current_wuxi_day,current_wuxi_month,current_wuxi_year,base_year_pillar,base_month_pillar,base_day_pillar,base_hour_pillar,base_month_pillar_minus,base_hour_pillar_minus,base_year_pillar_minus,base_day_pillar_minus,month,day,hour,dayofweek,quarter,is_month_start,is_month_end,is_quarter_start,is_quarter_end,is_year_start,is_year_end,dayofyear,weekofyear,current_hour_pillar_heavenly,current_hour_pillar_earthly,current_hour_pillar_heavenly_sin,current_hour_pillar_heavenly_cos,current_hour_pillar_earthly_sin,current_hour_pillar_earthly_cos,current_day_pillar_heavenly,current_day_pillar_earthly,current_day_pillar_heavenly_sin,current_day_pillar_heavenly_cos,current_day_pillar_earthly_sin,current_day_pillar_earthly_cos,current_day_pillar_minus_heavenly,current_day_pillar_minus_earthly,current_day_pillar_minus_heavenly_sin,current_day_pillar_minus_heavenly_cos,current_day_pillar_minus_earthly_sin,current_day_pillar_minus_earthly_cos,current_hour_pillar_minus_heavenly,current_hour_pillar_minus_earthly,current_hour_pillar_minus_heavenly_sin,current_hour_pillar_minus_heavenly_cos,current_hour_pillar_minus_earthly_sin,current_hour_pillar_minus_earthly_cos,current_month_pillar_heavenly,current_month_pillar_earthly,current_month_pillar_heavenly_sin,current_month_pillar_heavenly_cos,current_month_pillar_earthly_sin,current_month_pillar_earthly_cos,current_year_pillar_heavenly,current_year_pillar_earthly,current_year_pillar_heavenly_sin,current_year_pillar_heavenly_cos,current_year_pillar_earthly_sin,current_year_pillar_earthly_cos,current_year_pillar_minus_heavenly,current_year_pillar_minus_earthly,current_year_pillar_minus_heavenly_sin,current_year_pillar_minus_heavenly_cos,current_year_pillar_minus_earthly_sin,current_year_pillar_minus_earthly_cos,current_month_pillar_minus_heavenly,current_month_pillar_minus_earthly,current_month_pillar_minus_heavenly_sin,current_month_pillar_minus_heavenly_cos,current_month_pillar_minus_earthly_sin,current_month_pillar_minus_earthly_cos,base_year_pillar_heavenly,base_year_pillar_earthly,base_year_pillar_heavenly_sin,base_year_pillar_heavenly_cos,base_year_pillar_earthly_sin,base_year_pillar_earthly_cos,base_month_pillar_heavenly,base_month_pillar_earthly,base_month_pillar_heavenly_sin,base_month_pillar_heavenly_cos,base_month_pillar_earthly_sin,base_month_pillar_earthly_cos,base_day_pillar_heavenly,base_day_pillar_earthly,base_day_pillar_heavenly_sin,base_day_pillar_heavenly_cos,base_day_pillar_earthly_sin,base_day_pillar_earthly_cos,base_hour_pillar_heavenly,base_hour_pillar_earthly,base_hour_pillar_heavenly_sin,base_hour_pillar_heavenly_cos,base_hour_pillar_earthly_sin,base_hour_pillar_earthly_cos,base_month_pillar_minus_heavenly,base_month_pillar_minus_earthly,base_month_pillar_minus_heavenly_sin,base_month_pillar_minus_heavenly_cos,base_month_pillar_minus_earthly_sin,base_month_pillar_minus_earthly_cos,base_hour_pillar_minus_heavenly,base_hour_pillar_minus_earthly,base_hour_pillar_minus_heavenly_sin,base_hour_pillar_minus_heavenly_cos,base_hour_pillar_minus_earthly_sin,base_hour_pillar_minus_earthly_cos,base_year_pillar_minus_heavenly,base_year_pillar_minus_earthly,base_year_pillar_minus_heavenly_sin,base_year_pillar_minus_heavenly_cos,base_year_pillar_minus_earthly_sin,base_year_pillar_minus_earthly_cos,base_day_pillar_minus_heavenly,base_day_pillar_minus_earthly,base_day_pillar_minus_heavenly_sin,base_day_pillar_minus_heavenly_cos,base_day_pillar_minus_earthly_sin,base_day_pillar_minus_earthly_cos,cs_base_hour_current_hour,cs_base_hour_current_day,cs_base_hour_current_hour_minus,cs_base_hour_current_month,cs_base_hour_current_year,cs_base_hour_current_month_minus,cs_base_day_current_hour,cs_base_day_current_day,cs_base_day_current_hour_minus,cs_base_day_current_month,cs_base_day_current_year,cs_base_day_current_month_minus,cs_base_hour_minus_current_hour,cs_base_hour_minus_current_day,cs_base_hour_minus_current_hour_minus,cs_base_hour_minus_current_month,cs_base_hour_minus_current_year,cs_base_hour_minus_current_month_minus,cs_base_month_current_hour,cs_base_month_current_day,cs_base_month_current_hour_minus,cs_base_month_current_month,cs_base_month_current_year,cs_base_month_current_month_minus,cs_base_year_current_hour,cs_base_year_current_day,cs_base_year_current_hour_minus,cs_base_year_current_month,cs_base_year_current_year,cs_base_year_current_month_minus,cs_base_month_minus_current_hour,cs_base_month_minus_current_day,cs_base_month_minus_current_hour_minus,cs_base_month_minus_current_month,cs_base_month_minus_current_year,cs_base_month_minus_current_month_minus
56,2025-02-24 19:29:43.026720+08:00,38,26,46,26,51,3,7,37,38,58,114,9,0,0,0,0,0,0,0,0,2,24,19,0,1,False,False,False,False,False,False,55,9,7,6,0,1,-0.866025,0.5,4,3,1.22465e-16,-1,1,6.12323e-17,7,9,0,1,-0.866025,-0.5,4,3,1.22465e-16,-1,1,6.12323e-17,8,6,-0.587785,0.809017,0.5,-0.866025,2,6,0.587785,0.809017,0.5,-0.866025,5,4,-0.587785,-0.809017,0,1,6,4,0.587785,-0.809017,0,1,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,0,4,4,8,7,7,9,10,10,7,6,8,0,6,6,3,3,10,0,8,8,4,4,5,9,5,5,2,2,6,8,7,7,10,9,3
57,2025-02-25 19:29:43.026720+08:00,8,35,17,55,51,3,7,37,8,66,114,9,0,0,0,0,0,0,0,0,2,25,19,1,1,False,False,False,False,False,False,56,9,1,6,0.951057,0.309017,-0.866025,0.5,5,10,-0.587785,-0.809017,0.866025,-0.5,2,11,0.587785,0.809017,-1,-1.83697e-16,9,3,-0.951057,-0.309017,1,6.12323e-17,8,6,-0.587785,0.809017,0.5,-0.866025,2,6,0.587785,0.809017,0.5,-0.866025,5,4,-0.587785,-0.809017,0,1,6,4,0.587785,-0.809017,0,1,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,0,0,4,8,7,7,9,11,10,7,6,8,0,1,6,3,3,10,0,0,8,4,4,5,9,9,5,2,2,6,8,11,7,10,9,3
58,2025-02-26 19:29:43.026720+08:00,33,57,9,49,51,3,7,37,33,110,114,9,0,0,0,0,0,0,0,0,2,26,19,2,1,False,False,False,False,False,False,57,9,6,6,0.587785,-0.809017,-0.866025,0.5,9,6,-0.951057,-0.309017,0.5,-0.866025,1,7,0.951057,0.309017,-0.866025,0.5,8,3,-0.587785,0.809017,1,6.12323e-17,8,6,-0.587785,0.809017,0.5,-0.866025,2,6,0.587785,0.809017,0.5,-0.866025,5,4,-0.587785,-0.809017,0,1,6,4,0.587785,-0.809017,0,1,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,0,8,4,8,7,7,9,7,10,7,6,8,0,3,6,3,3,10,0,4,8,4,4,5,9,2,5,2,2,6,8,10,7,10,9,3
59,2025-02-27 19:29:43.026720+08:00,28,18,1,14,51,3,7,37,28,44,42,9,0,0,0,0,0,0,0,0,2,27,19,3,1,False,False,False,False,False,False,58,9,5,6,-0.587785,-0.809017,-0.866025,0.5,3,2,-0.951057,0.309017,1.22465e-16,-1,0,1,0.951057,-0.309017,-0.5,0.866025,2,3,0.587785,0.809017,1,6.12323e-17,8,6,-0.587785,0.809017,0.5,-0.866025,2,6,0.587785,0.809017,0.5,-0.866025,5,4,-0.587785,-0.809017,0,1,6,4,0.587785,-0.809017,0,1,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,0,2,4,8,7,7,9,6,10,7,6,8,0,5,6,3,3,10,0,10,8,4,4,5,9,8,5,2,2,6,8,4,7,10,9,3
60,2025-02-28 19:29:43.026720+08:00,18,52,37,2,51,3,7,37,18,105,42,9,0,0,0,0,0,0,0,0,2,28,19,4,1,False,True,False,False,False,False,59,9,3,6,-0.951057,0.309017,-0.866025,0.5,8,8,-0.587785,0.809017,-0.5,-0.866025,6,4,0.587785,-0.809017,0,1,0,3,0.951057,-0.309017,1,6.12323e-17,8,6,-0.587785,0.809017,0.5,-0.866025,2,6,0.587785,0.809017,0.5,-0.866025,5,4,-0.587785,-0.809017,0,1,6,4,0.587785,-0.809017,0,1,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,0,9,4,8,7,7,9,1,10,7,6,8,0,9,6,3,3,10,0,11,8,4,4,5,9,0,5,2,2,6,8,0,7,10,9,3
61,2025-03-03 19:29:43.026720+08:00,33,9,56,49,51,3,7,37,33,13,6,9,0,0,0,0,0,0,0,0,3,3,19,0,1,False,False,False,False,False,False,62,10,6,6,0.587785,-0.809017,-0.866025,0.5,1,7,0.951057,0.309017,-0.866025,0.5,9,3,-0.951057,-0.309017,1,6.12323e-17,8,3,-0.587785,0.809017,1,6.12323e-17,8,6,-0.587785,0.809017,0.5,-0.866025,2,6,0.587785,0.809017,0.5,-0.866025,5,4,-0.587785,-0.809017,0,1,6,4,0.587785,-0.809017,0,1,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,0,1,4,8,7,7,9,9,10,7,6,8,0,0,6,3,3,10,0,1,8,4,4,5,9,11,5,2,2,6,8,9,7,10,9,3
62,2025-03-04 19:29:43.026720+08:00,28,1,23,14,51,3,7,37,28,4,6,9,0,0,0,0,0,0,0,0,3,4,19,1,1,False,False,False,False,False,False,63,10,5,6,-0.587785,-0.809017,-0.866025,0.5,0,1,0.951057,-0.309017,-0.5,0.866025,3,10,-0.951057,0.309017,0.866025,-0.5,2,3,0.587785,0.809017,1,6.12323e-17,8,6,-0.587785,0.809017,0.5,-0.866025,2,6,0.587785,0.809017,0.5,-0.866025,5,4,-0.587785,-0.809017,0,1,6,4,0.587785,-0.809017,0,1,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,0,6,4,8,7,7,9,2,10,7,6,8,0,4,6,3,3,10,0,3,8,4,4,5,9,7,5,2,2,6,8,5,7,10,9,3
63,2025-03-05 19:29:43.026720+08:00,18,37,51,2,26,3,7,45,18,72,51,9,0,0,0,0,0,0,0,0,3,5,19,2,1,False,False,False,False,False,False,64,10,3,6,-0.951057,0.309017,-0.866025,0.5,6,4,0.587785,-0.809017,0,1,8,6,-0.587785,0.809017,0.5,-0.866025,0,3,0.951057,-0.309017,1,6.12323e-17,4,3,1.22465e-16,-1,1,6.12323e-17,2,6,0.587785,0.809017,0.5,-0.866025,5,4,-0.587785,-0.809017,0,1,7,7,0,1,-0.866025,0.5,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,0,7,4,4,7,1,9,8,10,10,6,9,0,10,6,6,3,0,0,5,8,8,4,1,9,6,5,5,2,11,8,3,7,7,9,9
64,2025-03-06 19:29:43.026720+08:00,38,24,42,26,26,3,7,45,38,53,51,9,0,0,0,0,0,0,0,0,3,6,19,3,1,False,False,False,False,False,False,65,10,7,6,0,1,-0.866025,0.5,4,0,1.22465e-16,-1,0.5,0.866025,7,2,0,1,1.22465e-16,-1,4,3,1.22465e-16,-1,1,6.12323e-17,4,3,1.22465e-16,-1,1,6.12323e-17,2,6,0.587785,0.809017,0.5,-0.866025,5,4,-0.587785,-0.809017,0,1,7,7,0,1,-0.866025,0.5,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,0,11,4,4,7,1,9,0,10,10,6,9,0,11,6,6,3,0,0,9,8,8,4,1,9,1,5,5,2,11,8,1,7,7,9,9
65,2025-03-07 19:29:43.026720+08:00,8,32,16,55,26,3,7,45,8,63,51,9,0,0,0,0,0,0,0,0,3,7,19,4,1,False,False,False,False,False,False,66,10,1,6,0.951057,0.309017,-0.866025,0.5,5,5,-0.587785,-0.809017,0.866025,0.5,2,8,0.587785,0.809017,-0.5,-0.866025,9,3,-0.951057,-0.309017,1,6.12323e-17,4,3,1.22465e-16,-1,1,6.12323e-17,2,6,0.587785,0.809017,0.5,-0.866025,5,4,-0.587785,-0.809017,0,1,7,7,0,1,-0.866025,0.5,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,0,10,4,4,7,1,9,4,10,10,6,9,0,7,6,6,3,0,0,2,8,8,4,1,9,3,5,5,2,11,8,6,7,7,9,9
66,2025-03-10 19:29:43.026720+08:00,18,51,39,2,26,3,7,45,18,98,87,9,0,0,0,0,0,0,0,0,3,10,19,0,1,False,False,False,False,False,False,69,11,3,6,-0.951057,0.309017,-0.866025,0.5,8,6,-0.587785,0.809017,0.5,-0.866025,6,7,0.587785,-0.809017,-0.866025,0.5,0,3,0.951057,-0.309017,1,6.12323e-17,4,3,1.22465e-16,-1,1,6.12323e-17,2,6,0.587785,0.809017,0.5,-0.866025,5,4,-0.587785,-0.809017,0,1,7,7,0,1,-0.866025,0.5,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,0,8,4,4,7,1,9,7,10,10,6,9,0,3,6,6,3,0,0,4,8,8,4,1,9,2,5,5,2,11,8,10,7,7,9,9
67,2025-03-11 19:29:43.026720+08:00,38,42,25,26,26,3,7,45,38,92,27,9,0,0,0,0,0,0,0,0,3,11,19,1,1,False,False,False,False,False,False,70,11,7,6,0,1,-0.866025,0.5,7,2,0,1,1.22465e-16,-1,4,1,1.22465e-16,-1,-0.5,0.866025,4,3,1.22465e-16,-1,1,6.12323e-17,4,3,1.22465e-16,-1,1,6.12323e-17,2,6,0.587785,0.809017,0.5,-0.866025,5,4,-0.587785,-0.809017,0,1,7,7,0,1,-0.866025,0.5,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,0,2,4,4,7,1,9,6,10,10,6,9,0,5,6,6,3,0,0,10,8,8,4,1,9,8,5,5,2,11,8,4,7,7,9,9
68,2025-03-12 19:29:43.026720+08:00,8,16,31,55,26,3,7,45,8,33,27,9,0,0,0,0,0,0,0,0,3,12,19,2,1,False,False,False,False,False,False,71,11,1,6,0.951057,0.309017,-0.866025,0.5,2,8,0.587785,0.809017,-0.5,-0.866025,5,4,-0.587785,-0.809017,0,1,9,3,-0.951057,-0.309017,1,6.12323e-17,4,3,1.22465e-16,-1,1,6.12323e-17,2,6,0.587785,0.809017,0.5,-0.866025,5,4,-0.587785,-0.809017,0,1,7,7,0,1,-0.866025,0.5,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,0,9,4,4,7,1,9,1,10,10,6,9,0,9,6,6,3,0,0,11,8,8,4,1,9,0,5,5,2,11,8,0,7,7,9,9
69,2025-03-13 19:29:43.026720+08:00,33,10,54,49,26,3,7,45,33,23,27,9,0,0,0,0,0,0,0,0,3,13,19,3,1,False,False,False,False,False,False,72,11,6,6,0.587785,-0.809017,-0.866025,0.5,1,9,0.951057,0.309017,-0.866025,-0.5,9,0,-0.951057,-0.309017,0.5,0.866025,8,3,-0.587785,0.809017,1,6.12323e-17,4,3,1.22465e-16,-1,1,6.12323e-17,2,6,0.587785,0.809017,0.5,-0.866025,5,4,-0.587785,-0.809017,0,1,7,7,0,1,-0.866025,0.5,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,0,5,4,4,7,1,9,3,10,10,6,9,0,2,6,6,3,0,0,7,8,8,4,1,9,4,5,5,2,11,8,8,7,7,9,9
70,2025-03-14 19:29:43.026720+08:00,28,5,20,14,26,3,7,45,28,7,63,9,0,0,0,0,0,0,0,0,3,14,19,4,1,False,False,False,False,False,False,73,11,5,6,-0.587785,-0.809017,-0.866025,0.5,0,11,0.951057,-0.309017,-1,-1.83697e-16,3,5,-0.951057,0.309017,0.866025,0.5,2,3,0.587785,0.809017,1,6.12323e-17,4,3,1.22465e-16,-1,1,6.12323e-17,2,6,0.587785,0.809017,0.5,-0.866025,5,4,-0.587785,-0.809017,0,1,7,7,0,1,-0.866025,0.5,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,0,3,4,4,7,1,9,5,10,10,6,9,0,8,6,6,3,0,0,6,8,8,4,1,9,10,5,5,2,11,8,2,7,7,9,9
71,2025-03-17 19:29:43.026720+08:00,8,31,15,55,26,3,7,45,8,60,111,9,0,0,0,0,0,0,0,0,3,17,19,0,1,False,False,False,False,False,False,76,12,1,6,0.951057,0.309017,-0.866025,0.5,5,4,-0.587785,-0.809017,0,1,2,6,0.587785,0.809017,0.5,-0.866025,9,3,-0.951057,-0.309017,1,6.12323e-17,4,3,1.22465e-16,-1,1,6.12323e-17,2,6,0.587785,0.809017,0.5,-0.866025,5,4,-0.587785,-0.809017,0,1,7,7,0,1,-0.866025,0.5,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,0,7,4,4,7,1,9,8,10,10,6,9,0,10,6,6,3,0,0,5,8,8,4,1,9,6,5,5,2,11,8,3,7,7,9,9
72,2025-03-18 19:29:43.026720+08:00,33,54,6,49,26,3,7,45,33,113,111,9,0,0,0,0,0,0,0,0,3,18,19,1,1,False,False,False,False,False,False,77,12,6,6,0.587785,-0.809017,-0.866025,0.5,9,0,-0.951057,-0.309017,0.5,0.866025,1,2,0.951057,0.309017,1.22465e-16,-1,8,3,-0.587785,0.809017,1,6.12323e-17,4,3,1.22465e-16,-1,1,6.12323e-17,2,6,0.587785,0.809017,0.5,-0.866025,5,4,-0.587785,-0.809017,0,1,7,7,0,1,-0.866025,0.5,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,0,11,4,4,7,1,9,0,10,10,6,9,0,11,6,6,3,0,0,9,8,8,4,1,9,1,5,5,2,11,8,1,7,7,9,9
73,2025-03-19 19:29:43.026720+08:00,28,20,4,14,26,3,7,45,28,39,111,9,0,0,0,0,0,0,0,0,3,19,19,2,1,False,False,False,False,False,False,78,12,5,6,-0.587785,-0.809017,-0.866025,0.5,3,5,-0.951057,0.309017,0.866025,0.5,0,8,0.951057,-0.309017,-0.5,-0.866025,2,3,0.587785,0.809017,1,6.12323e-17,4,3,1.22465e-16,-1,1,6.12323e-17,2,6,0.587785,0.809017,0.5,-0.866025,5,4,-0.587785,-0.809017,0,1,7,7,0,1,-0.866025,0.5,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,0,10,4,4,7,1,9,4,10,10,6,9,0,7,6,6,3,0,0,2,8,8,4,1,9,3,5,5,2,11,8,6,7,7,9,9
74,2025-03-20 19:29:43.026720+08:00,18,50,40,2,42,3,7,24,18,106,14,9,0,0,0,0,0,0,0,0,3,20,19,3,1,False,False,False,False,False,False,79,12,3,6,-0.951057,0.309017,-0.866025,0.5,8,3,-0.587785,0.809017,1,6.12323e-17,6,9,0.587785,-0.809017,-0.866025,-0.5,0,3,0.951057,-0.309017,1,6.12323e-17,7,2,0,1,1.22465e-16,-1,2,6,0.587785,0.809017,0.5,-0.866025,5,4,-0.587785,-0.809017,0,1,4,0,1.22465e-16,-1,0.5,0.866025,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,0,4,4,2,7,11,9,10,10,6,6,0,0,6,6,5,3,11,0,8,8,10,4,9,9,5,5,8,2,1,8,7,7,4,9,1
75,2025-03-21 19:29:43.026720+08:00,38,47,29,26,42,3,7,24,38,90,14,9,0,0,0,0,0,0,0,0,3,21,19,4,1,False,False,False,False,False,False,80,12,7,6,0,1,-0.866025,0.5,7,10,0,1,0.866025,-0.5,4,11,1.22465e-16,-1,-1,-1.83697e-16,4,3,1.22465e-16,-1,1,6.12323e-17,7,2,0,1,1.22465e-16,-1,2,6,0.587785,0.809017,0.5,-0.866025,5,4,-0.587785,-0.809017,0,1,4,0,1.22465e-16,-1,0.5,0.866025,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,0,0,4,2,7,11,9,11,10,6,6,0,0,1,6,5,3,11,0,0,8,10,4,9,9,9,5,8,2,1,8,11,7,4,9,1
76,2025-03-24 19:29:43.026720+08:00,28,4,19,14,42,3,7,24,28,9,2,9,0,0,0,0,0,0,0,0,3,24,19,0,1,False,False,False,False,False,False,83,13,5,6,-0.587785,-0.809017,-0.866025,0.5,0,8,0.951057,-0.309017,-0.5,-0.866025,3,4,-0.951057,0.309017,0,1,2,3,0.587785,0.809017,1,6.12323e-17,7,2,0,1,1.22465e-16,-1,2,6,0.587785,0.809017,0.5,-0.866025,5,4,-0.587785,-0.809017,0,1,4,0,1.22465e-16,-1,0.5,0.866025,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,0,9,4,2,7,11,9,1,10,6,6,0,0,9,6,5,3,11,0,11,8,10,4,9,9,0,5,8,2,1,8,0,7,4,9,1
