,time,Open,High,Low,Close,Volume,stock_code,ric_code,uuid,last_modified_date,current_hour_pillar,current_day_pillar,current_day_pillar_minus,current_hour_pillar_minus,current_month_pillar,current_year_pillar,current_year_pillar_minus,current_month_pillar_minus,current_wuxi_hour,current_wuxi_day,current_wuxi_month,current_wuxi_year,base_year_pillar,base_month_pillar,base_day_pillar,base_hour_pillar,base_month_pillar_minus,base_hour_pillar_minus,base_year_pillar_minus,base_day_pillar_minus,year,month,day,hour,dayofweek,quarter,is_month_start,is_month_end,is_quarter_start,is_quarter_end,is_year_start,is_year_end,dayofyear,weekofyear,current_hour_pillar_heavenly,current_hour_pillar_earthly,current_hour_pillar_heavenly_sin,current_hour_pillar_heavenly_cos,current_hour_pillar_earthly_sin,current_hour_pillar_earthly_cos,current_day_pillar_heavenly,current_day_pillar_earthly,current_day_pillar_heavenly_sin,current_day_pillar_heavenly_cos,current_day_pillar_earthly_sin,current_day_pillar_earthly_cos,current_day_pillar_minus_heavenly,current_day_pillar_minus_earthly,current_day_pillar_minus_heavenly_sin,current_day_pillar_minus_heavenly_cos,current_day_pillar_minus_earthly_sin,current_day_pillar_minus_earthly_cos,current_hour_pillar_minus_heavenly,current_hour_pillar_minus_earthly,current_hour_pillar_minus_heavenly_sin,current_hour_pillar_minus_heavenly_cos,current_hour_pillar_minus_earthly_sin,current_hour_pillar_minus_earthly_cos,current_month_pillar_heavenly,current_month_pillar_earthly,current_month_pillar_heavenly_sin,current_month_pillar_heavenly_cos,current_month_pillar_earthly_sin,current_month_pillar_earthly_cos,current_year_pillar_heavenly,current_year_pillar_earthly,current_year_pillar_heavenly_sin,current_year_pillar_heavenly_cos,current_year_pillar_earthly_sin,current_year_pillar_earthly_cos,current_year_pillar_minus_heavenly,current_year_pillar_minus_earthly,current_year_pillar_minus_heavenly_sin,current_year_pillar_minus_heavenly_cos,current_year_pillar_minus_earthly_sin,current_year_pillar_minus_earthly_cos,current_month_pillar_minus_heavenly,current_month_pillar_minus_earthly,current_month_pillar_minus_heavenly_sin,current_month_pillar_minus_heavenly_cos,current_month_pillar_minus_earthly_sin,current_month_pillar_minus_earthly_cos,base_year_pillar_heavenly,base_year_pillar_earthly,base_year_pillar_heavenly_sin,base_year_pillar_heavenly_cos,base_year_pillar_earthly_sin,base_year_pillar_earthly_cos,base_month_pillar_heavenly,base_month_pillar_earthly,base_month_pillar_heavenly_sin,base_month_pillar_heavenly_cos,base_month_pillar_earthly_sin,base_month_pillar_earthly_cos,base_day_pillar_heavenly,base_day_pillar_earthly,base_day_pillar_heavenly_sin,base_day_pillar_heavenly_cos,base_day_pillar_earthly_sin,base_day_pillar_earthly_cos,base_hour_pillar_heavenly,base_hour_pillar_earthly,base_hour_pillar_heavenly_sin,base_hour_pillar_heavenly_cos,base_hour_pillar_earthly_sin,base_hour_pillar_earthly_cos,base_month_pillar_minus_heavenly,base_month_pillar_minus_earthly,base_month_pillar_minus_heavenly_sin,base_month_pillar_minus_heavenly_cos,base_month_pillar_minus_earthly_sin,base_month_pillar_minus_earthly_cos,base_hour_pillar_minus_heavenly,base_hour_pillar_minus_earthly,base_hour_pillar_minus_heavenly_sin,base_hour_pillar_minus_heavenly_cos,base_hour_pillar_minus_earthly_sin,base_hour_pillar_minus_earthly_cos,base_year_pillar_minus_heavenly,base_year_pillar_minus_earthly,base_year_pillar_minus_heavenly_sin,base_year_pillar_minus_heavenly_cos,base_year_pillar_minus_earthly_sin,base_year_pillar_minus_earthly_cos,base_day_pillar_minus_heavenly,base_day_pillar_minus_earthly,base_day_pillar_minus_heavenly_sin,base_day_pillar_minus_heavenly_cos,base_day_pillar_minus_earthly_sin,base_day_pillar_minus_earthly_cos,cs_base_hour_current_hour,cs_base_hour_current_day,cs_base_hour_current_hour_minus,cs_base_hour_current_month,cs_base_hour_current_year,cs_base_hour_current_month_minus,cs_base_day_current_hour,cs_base_day_current_day,cs_base_day_current_hour_minus,cs_base_day_current_month,cs_base_day_current_year,cs_base_day_current_month_minus,cs_base_hour_minus_current_hour,cs_base_hour_minus_current_day,cs_base_hour_minus_current_hour_minus,cs_base_hour_minus_current_month,cs_base_hour_minus_current_year,cs_base_hour_minus_current_month_minus,cs_base_month_current_hour,cs_base_month_current_day,cs_base_month_current_hour_minus,cs_base_month_current_month,cs_base_month_current_year,cs_base_month_current_month_minus,cs_base_year_current_hour,cs_base_year_current_day,cs_base_year_current_hour_minus,cs_base_year_current_month,cs_base_year_current_year,cs_base_year_current_month_minus,cs_base_month_minus_current_hour,cs_base_month_minus_current_day,cs_base_month_minus_current_hour_minus,cs_base_month_minus_current_month,cs_base_month_minus_current_year,cs_base_month_minus_current_month_minus
1662,2024-01-09 14:00:00+08:00,141.248,149.213,140.974,141.354,1905,HSI,^HSI,11352038916398275162,2025-06-02 10:07:31.214458+08:00,丁未,丁亥,壬午,壬寅,乙丑,戊午,癸亥,庚午,甲戌,丁戌,甲辰,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申,2024,1,9,14,1,1,False,False,False,False,False,False,9,2,丁,未,0.951057,-0.309017,-0.5,-0.866025,丁,亥,0.951057,-0.309017,-0.5,0.866025,壬,午,-0.951057,0.309017,1.22465e-16,-1,壬,寅,-0.951057,0.309017,0.866025,0.5,乙,丑,0.587785,0.809017,0.5,0.866025,戊,午,0.587785,-0.809017,1.22465e-16,-1,癸,亥,-0.587785,0.809017,-0.5,0.866025,庚,午,-0.587785,-0.809017,1.22465e-16,-1,己,酉,1.22465e-16,-1,-1,-1.83697e-16,乙,亥,0.587785,0.809017,-0.5,0.866025,癸,卯,-0.587785,0.809017,1,6.12323e-17,辛,酉,-0.951057,-0.309017,-1,-1.83697e-16,庚,午,-0.587785,-0.809017,1.22465e-16,-1,丙,寅,0.951057,0.309017,0.866025,0.5,甲,辰,0,1,0.866025,-0.5,戊,申,0.587785,-0.809017,-0.866025,-0.5,衰,沐浴,胎,養,病,病,墓庫,帝旺,沐浴,冠帶,絕,絕,衰,絕,長生,養,帝旺,帝旺,養,死,帝旺,衰,長生,長生,冠帶,胎,死,墓庫,臨官,臨官,冠帶,病,絕,墓庫,沐浴,沐浴
1663,2024-01-09 15:00:00+08:00,172.829,177.225,167.612,174.962,2861,HSI,^HSI,8409264932650238178,2025-06-02 10:07:31.214458+08:00,戊申,丁亥,壬午,癸卯,乙丑,戊午,癸亥,庚午,戊申,丁亥,甲辰,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申,2024,1,9,15,1,1,False,False,False,False,False,False,9,2,戊,申,0.587785,-0.809017,-0.866025,-0.5,丁,亥,0.951057,-0.309017,-0.5,0.866025,壬,午,-0.951057,0.309017,1.22465e-16,-1,癸,卯,-0.587785,0.809017,1,6.12323e-17,乙,丑,0.587785,0.809017,0.5,0.866025,戊,午,0.587785,-0.809017,1.22465e-16,-1,癸,亥,-0.587785,0.809017,-0.5,0.866025,庚,午,-0.587785,-0.809017,1.22465e-16,-1,己,酉,1.22465e-16,-1,-1,-1.83697e-16,乙,亥,0.587785,0.809017,-0.5,0.866025,癸,卯,-0.587785,0.809017,1,6.12323e-17,辛,酉,-0.951057,-0.309017,-1,-1.83697e-16,庚,午,-0.587785,-0.809017,1.22465e-16,-1,丙,寅,0.951057,0.309017,0.866025,0.5,甲,辰,0,1,0.866025,-0.5,戊,申,0.587785,-0.809017,-0.866025,-0.5,帝旺,沐浴,絕,養,病,病,死,帝旺,長生,冠帶,絕,絕,病,絕,沐浴,養,帝旺,帝旺,胎,死,臨官,衰,長生,長生,沐浴,胎,病,墓庫,臨官,臨官,臨官,病,胎,墓庫,沐浴,沐浴
1681,2024-01-10 09:00:00+08:00,144.187,146.874,134.328,140.244,6476,HSI,^HSI,15006786607666412788,2025-06-02 10:07:31.214458+08:00,丁巳,癸酉,戊辰,壬子,乙丑,戊午,癸亥,庚午,丁巳,癸戌,甲辰,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申,2024,1,10,9,2,1,False,False,False,False,False,False,10,2,丁,巳,0.951057,-0.309017,0.5,-0.866025,癸,酉,-0.587785,0.809017,-1,-1.83697e-16,戊,辰,0.587785,-0.809017,0.866025,-0.5,壬,子,-0.951057,0.309017,0,1,乙,丑,0.587785,0.809017,0.5,0.866025,戊,午,0.587785,-0.809017,1.22465e-16,-1,癸,亥,-0.587785,0.809017,-0.5,0.866025,庚,午,-0.587785,-0.809017,1.22465e-16,-1,己,酉,1.22465e-16,-1,-1,-1.83697e-16,乙,亥,0.587785,0.809017,-0.5,0.866025,癸,卯,-0.587785,0.809017,1,6.12323e-17,辛,酉,-0.951057,-0.309017,-1,-1.83697e-16,庚,午,-0.587785,-0.809017,1.22465e-16,-1,丙,寅,0.951057,0.309017,0.866025,0.5,甲,辰,0,1,0.866025,-0.5,戊,申,0.587785,-0.809017,-0.866025,-0.5,死,臨官,長生,養,病,病,胎,病,臨官,冠帶,絕,絕,臨官,死,胎,養,帝旺,帝旺,沐浴,絕,病,衰,長生,長生,帝旺,長生,絕,墓庫,臨官,臨官,長生,帝旺,死,墓庫,沐浴,沐浴
1682,2024-01-10 10:00:00+08:00,129.442,134.584,127.163,132.459,2385,HSI,^HSI,16852088543992456839,2025-06-02 10:07:31.214458+08:00,丁巳,癸酉,戊辰,壬子,乙丑,戊午,癸亥,庚午,甲申,癸戌,甲辰,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申,2024,1,10,10,2,1,False,False,False,False,False,False,10,2,丁,巳,0.951057,-0.309017,0.5,-0.866025,癸,酉,-0.587785,0.809017,-1,-1.83697e-16,戊,辰,0.587785,-0.809017,0.866025,-0.5,壬,子,-0.951057,0.309017,0,1,乙,丑,0.587785,0.809017,0.5,0.866025,戊,午,0.587785,-0.809017,1.22465e-16,-1,癸,亥,-0.587785,0.809017,-0.5,0.866025,庚,午,-0.587785,-0.809017,1.22465e-16,-1,己,酉,1.22465e-16,-1,-1,-1.83697e-16,乙,亥,0.587785,0.809017,-0.5,0.866025,癸,卯,-0.587785,0.809017,1,6.12323e-17,辛,酉,-0.951057,-0.309017,-1,-1.83697e-16,庚,午,-0.587785,-0.809017,1.22465e-16,-1,丙,寅,0.951057,0.309017,0.866025,0.5,甲,辰,0,1,0.866025,-0.5,戊,申,0.587785,-0.809017,-0.866025,-0.5,死,臨官,長生,養,病,病,胎,病,臨官,冠帶,絕,絕,臨官,死,胎,養,帝旺,帝旺,沐浴,絕,病,衰,長生,長生,帝旺,長生,絕,墓庫,臨官,臨官,長生,帝旺,死,墓庫,沐浴,沐浴
1683,2024-01-10 11:00:00+08:00,175.398,184.08,167.559,179.376,2759,HSI,^HSI,1909876698252259196,2025-06-02 10:07:31.214458+08:00,戊午,戊子,癸未,癸丑,乙丑,戊午,癸亥,庚午,戊午,癸亥,甲辰,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申,2024,1,10,11,2,1,False,False,False,False,False,False,10,2,戊,午,0.587785,-0.809017,1.22465e-16,-1,戊,子,0.587785,-0.809017,0,1,癸,未,-0.587785,0.809017,-0.5,-0.866025,癸,丑,-0.587785,0.809017,0.5,0.866025,乙,丑,0.587785,0.809017,0.5,0.866025,戊,午,0.587785,-0.809017,1.22465e-16,-1,癸,亥,-0.587785,0.809017,-0.5,0.866025,庚,午,-0.587785,-0.809017,1.22465e-16,-1,己,酉,1.22465e-16,-1,-1,-1.83697e-16,乙,亥,0.587785,0.809017,-0.5,0.866025,癸,卯,-0.587785,0.809017,1,6.12323e-17,辛,酉,-0.951057,-0.309017,-1,-1.83697e-16,庚,午,-0.587785,-0.809017,1.22465e-16,-1,丙,寅,0.951057,0.309017,0.866025,0.5,甲,辰,0,1,0.866025,-0.5,戊,申,0.587785,-0.809017,-0.866025,-0.5,病,長生,養,養,病,病,絕,臨官,冠帶,冠帶,絕,絕,帝旺,胎,養,養,帝旺,帝旺,長生,病,衰,衰,長生,長生,臨官,絕,墓庫,墓庫,臨官,臨官,沐浴,死,墓庫,墓庫,沐浴,沐浴
1685,2024-01-10 13:00:00+08:00,146.29,148.37,145.627,146.121,1051,HSI,^HSI,17157703821581075001,2025-06-02 10:07:31.214458+08:00,己未,戊子,癸未,甲寅,乙丑,戊午,癸亥,庚午,己未,戊亥,甲辰,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申,2024,1,10,13,2,1,False,False,False,False,False,False,10,2,己,未,1.22465e-16,-1,-0.5,-0.866025,戊,子,0.587785,-0.809017,0,1,癸,未,-0.587785,0.809017,-0.5,-0.866025,甲,寅,0,1,0.866025,0.5,乙,丑,0.587785,0.809017,0.5,0.866025,戊,午,0.587785,-0.809017,1.22465e-16,-1,癸,亥,-0.587785,0.809017,-0.5,0.866025,庚,午,-0.587785,-0.809017,1.22465e-16,-1,己,酉,1.22465e-16,-1,-1,-1.83697e-16,乙,亥,0.587785,0.809017,-0.5,0.866025,癸,卯,-0.587785,0.809017,1,6.12323e-17,辛,酉,-0.951057,-0.309017,-1,-1.83697e-16,庚,午,-0.587785,-0.809017,1.22465e-16,-1,丙,寅,0.951057,0.309017,0.866025,0.5,甲,辰,0,1,0.866025,-0.5,戊,申,0.587785,-0.809017,-0.866025,-0.5,衰,長生,胎,養,病,病,墓庫,臨官,沐浴,冠帶,絕,絕,衰,胎,長生,養,帝旺,帝旺,養,病,帝旺,衰,長生,長生,冠帶,絕,死,墓庫,臨官,臨官,冠帶,死,絕,墓庫,沐浴,沐浴
1686,2024-01-10 14:00:00+08:00,190.856,196.84,182.648,186.134,5049,HSI,^HSI,9946319893805771484,2025-06-02 10:07:31.214458+08:00,己未,戊子,癸未,甲寅,乙丑,戊午,癸亥,庚午,丙戌,戊亥,甲辰,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申,2024,1,10,14,2,1,False,False,False,False,False,False,10,2,己,未,1.22465e-16,-1,-0.5,-0.866025,戊,子,0.587785,-0.809017,0,1,癸,未,-0.587785,0.809017,-0.5,-0.866025,甲,寅,0,1,0.866025,0.5,乙,丑,0.587785,0.809017,0.5,0.866025,戊,午,0.587785,-0.809017,1.22465e-16,-1,癸,亥,-0.587785,0.809017,-0.5,0.866025,庚,午,-0.587785,-0.809017,1.22465e-16,-1,己,酉,1.22465e-16,-1,-1,-1.83697e-16,乙,亥,0.587785,0.809017,-0.5,0.866025,癸,卯,-0.587785,0.809017,1,6.12323e-17,辛,酉,-0.951057,-0.309017,-1,-1.83697e-16,庚,午,-0.587785,-0.809017,1.22465e-16,-1,丙,寅,0.951057,0.309017,0.866025,0.5,甲,辰,0,1,0.866025,-0.5,戊,申,0.587785,-0.809017,-0.866025,-0.5,衰,長生,胎,養,病,病,墓庫,臨官,沐浴,冠帶,絕,絕,衰,胎,長生,養,帝旺,帝旺,養,病,帝旺,衰,長生,長生,冠帶,絕,死,墓庫,臨官,臨官,冠帶,死,絕,墓庫,沐浴,沐浴
1687,2024-01-10 15:00:00+08:00,148.529,149.979,146.082,147.612,3537,HSI,^HSI,1653946462560698562,2025-06-02 10:07:31.214458+08:00,庚申,戊子,癸未,乙卯,乙丑,戊午,癸亥,庚午,庚申,戊子,甲辰,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申,2024,1,10,15,2,1,False,False,False,False,False,False,10,2,庚,申,-0.587785,-0.809017,-0.866025,-0.5,戊,子,0.587785,-0.809017,0,1,癸,未,-0.587785,0.809017,-0.5,-0.866025,乙,卯,0.587785,0.809017,1,6.12323e-17,乙,丑,0.587785,0.809017,0.5,0.866025,戊,午,0.587785,-0.809017,1.22465e-16,-1,癸,亥,-0.587785,0.809017,-0.5,0.866025,庚,午,-0.587785,-0.809017,1.22465e-16,-1,己,酉,1.22465e-16,-1,-1,-1.83697e-16,乙,亥,0.587785,0.809017,-0.5,0.866025,癸,卯,-0.587785,0.809017,1,6.12323e-17,辛,酉,-0.951057,-0.309017,-1,-1.83697e-16,庚,午,-0.587785,-0.809017,1.22465e-16,-1,丙,寅,0.951057,0.309017,0.866025,0.5,甲,辰,0,1,0.866025,-0.5,戊,申,0.587785,-0.809017,-0.866025,-0.5,帝旺,長生,絕,養,病,病,死,臨官,長生,冠帶,絕,絕,病,胎,沐浴,養,帝旺,帝旺,胎,病,臨官,衰,長生,長生,沐浴,絕,病,墓庫,臨官,臨官,臨官,死,胎,墓庫,沐浴,沐浴
1705,2024-01-11 09:00:00+08:00,103.426,111.03,101.227,103.384,5225,HSI,^HSI,16721978974570248073,2025-06-02 10:07:31.214458+08:00,己巳,甲戌,己巳,甲子,乙丑,戊午,癸亥,庚午,己巳,甲亥,甲辰,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申,2024,1,11,9,3,1,False,False,False,False,False,False,11,2,己,巳,1.22465e-16,-1,0.5,-0.866025,甲,戌,0,1,-0.866025,0.5,己,巳,1.22465e-16,-1,0.5,-0.866025,甲,子,0,1,0,1,乙,丑,0.587785,0.809017,0.5,0.866025,戊,午,0.587785,-0.809017,1.22465e-16,-1,癸,亥,-0.587785,0.809017,-0.5,0.866025,庚,午,-0.587785,-0.809017,1.22465e-16,-1,己,酉,1.22465e-16,-1,-1,-1.83697e-16,乙,亥,0.587785,0.809017,-0.5,0.866025,癸,卯,-0.587785,0.809017,1,6.12323e-17,辛,酉,-0.951057,-0.309017,-1,-1.83697e-16,庚,午,-0.587785,-0.809017,1.22465e-16,-1,丙,寅,0.951057,0.309017,0.866025,0.5,甲,辰,0,1,0.866025,-0.5,戊,申,0.587785,-0.809017,-0.866025,-0.5,死,冠帶,長生,養,病,病,胎,衰,臨官,冠帶,絕,絕,臨官,墓庫,胎,養,帝旺,帝旺,沐浴,墓庫,病,衰,長生,長生,帝旺,養,絕,墓庫,臨官,臨官,長生,衰,死,墓庫,沐浴,沐浴
1706,2024-01-11 10:00:00+08:00,120.967,121.358,117.528,120.121,9813,HSI,^HSI,6005781229259610214,2025-06-02 10:07:31.214458+08:00,己巳,甲戌,己巳,甲子,乙丑,戊午,癸亥,庚午,丙申,甲亥,甲辰,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申,2024,1,11,10,3,1,False,False,False,False,False,False,11,2,己,巳,1.22465e-16,-1,0.5,-0.866025,甲,戌,0,1,-0.866025,0.5,己,巳,1.22465e-16,-1,0.5,-0.866025,甲,子,0,1,0,1,乙,丑,0.587785,0.809017,0.5,0.866025,戊,午,0.587785,-0.809017,1.22465e-16,-1,癸,亥,-0.587785,0.809017,-0.5,0.866025,庚,午,-0.587785,-0.809017,1.22465e-16,-1,己,酉,1.22465e-16,-1,-1,-1.83697e-16,乙,亥,0.587785,0.809017,-0.5,0.866025,癸,卯,-0.587785,0.809017,1,6.12323e-17,辛,酉,-0.951057,-0.309017,-1,-1.83697e-16,庚,午,-0.587785,-0.809017,1.22465e-16,-1,丙,寅,0.951057,0.309017,0.866025,0.5,甲,辰,0,1,0.866025,-0.5,戊,申,0.587785,-0.809017,-0.866025,-0.5,死,冠帶,長生,養,病,病,胎,衰,臨官,冠帶,絕,絕,臨官,墓庫,胎,養,帝旺,帝旺,沐浴,墓庫,病,衰,長生,長生,帝旺,養,絕,墓庫,臨官,臨官,長生,衰,死,墓庫,沐浴,沐浴
1707,2024-01-11 11:00:00+08:00,160.668,166.106,156.461,163.225,2178,HSI,^HSI,51008839928073491,2025-06-02 10:07:31.214458+08:00,庚午,己丑,甲申,乙丑,乙丑,戊午,癸亥,庚午,庚午,甲子,甲辰,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申,2024,1,11,11,3,1,False,False,False,False,False,False,11,2,庚,午,-0.587785,-0.809017,1.22465e-16,-1,己,丑,1.22465e-16,-1,0.5,0.866025,甲,申,0,1,-0.866025,-0.5,乙,丑,0.587785,0.809017,0.5,0.866025,乙,丑,0.587785,0.809017,0.5,0.866025,戊,午,0.587785,-0.809017,1.22465e-16,-1,癸,亥,-0.587785,0.809017,-0.5,0.866025,庚,午,-0.587785,-0.809017,1.22465e-16,-1,己,酉,1.22465e-16,-1,-1,-1.83697e-16,乙,亥,0.587785,0.809017,-0.5,0.866025,癸,卯,-0.587785,0.809017,1,6.12323e-17,辛,酉,-0.951057,-0.309017,-1,-1.83697e-16,庚,午,-0.587785,-0.809017,1.22465e-16,-1,丙,寅,0.951057,0.309017,0.866025,0.5,甲,辰,0,1,0.866025,-0.5,戊,申,0.587785,-0.809017,-0.866025,-0.5,病,養,養,養,病,病,絕,冠帶,冠帶,冠帶,絕,絕,帝旺,養,養,養,帝旺,帝旺,長生,衰,衰,衰,長生,長生,臨官,墓庫,墓庫,墓庫,臨官,臨官,沐浴,墓庫,墓庫,墓庫,沐浴,沐浴
1709,2024-01-11 13:00:00+08:00,101.906,107.846,100.234,101.501,8254,HSI,^HSI,6683550905683045619,2025-06-02 10:07:31.214458+08:00,辛未,己丑,甲申,丙寅,乙丑,戊午,癸亥,庚午,辛未,己子,甲辰,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申,2024,1,11,13,3,1,False,False,False,False,False,False,11,2,辛,未,-0.951057,-0.309017,-0.5,-0.866025,己,丑,1.22465e-16,-1,0.5,0.866025,甲,申,0,1,-0.866025,-0.5,丙,寅,0.951057,0.309017,0.866025,0.5,乙,丑,0.587785,0.809017,0.5,0.866025,戊,午,0.587785,-0.809017,1.22465e-16,-1,癸,亥,-0.587785,0.809017,-0.5,0.866025,庚,午,-0.587785,-0.809017,1.22465e-16,-1,己,酉,1.22465e-16,-1,-1,-1.83697e-16,乙,亥,0.587785,0.809017,-0.5,0.866025,癸,卯,-0.587785,0.809017,1,6.12323e-17,辛,酉,-0.951057,-0.309017,-1,-1.83697e-16,庚,午,-0.587785,-0.809017,1.22465e-16,-1,丙,寅,0.951057,0.309017,0.866025,0.5,甲,辰,0,1,0.866025,-0.5,戊,申,0.587785,-0.809017,-0.866025,-0.5,衰,養,胎,養,病,病,墓庫,冠帶,沐浴,冠帶,絕,絕,衰,養,長生,養,帝旺,帝旺,養,衰,帝旺,衰,長生,長生,冠帶,墓庫,死,墓庫,臨官,臨官,冠帶,墓庫,絕,墓庫,沐浴,沐浴
1710,2024-01-11 14:00:00+08:00,135.019,140.742,130.856,133.708,3956,HSI,^HSI,9682884198776072278,2025-06-02 10:07:31.214458+08:00,辛未,己丑,甲申,丙寅,乙丑,戊午,癸亥,庚午,戊戌,己子,甲辰,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申,2024,1,11,14,3,1,False,False,False,False,False,False,11,2,辛,未,-0.951057,-0.309017,-0.5,-0.866025,己,丑,1.22465e-16,-1,0.5,0.866025,甲,申,0,1,-0.866025,-0.5,丙,寅,0.951057,0.309017,0.866025,0.5,乙,丑,0.587785,0.809017,0.5,0.866025,戊,午,0.587785,-0.809017,1.22465e-16,-1,癸,亥,-0.587785,0.809017,-0.5,0.866025,庚,午,-0.587785,-0.809017,1.22465e-16,-1,己,酉,1.22465e-16,-1,-1,-1.83697e-16,乙,亥,0.587785,0.809017,-0.5,0.866025,癸,卯,-0.587785,0.809017,1,6.12323e-17,辛,酉,-0.951057,-0.309017,-1,-1.83697e-16,庚,午,-0.587785,-0.809017,1.22465e-16,-1,丙,寅,0.951057,0.309017,0.866025,0.5,甲,辰,0,1,0.866025,-0.5,戊,申,0.587785,-0.809017,-0.866025,-0.5,衰,養,胎,養,病,病,墓庫,冠帶,沐浴,冠帶,絕,絕,衰,養,長生,養,帝旺,帝旺,養,衰,帝旺,衰,長生,長生,冠帶,墓庫,死,墓庫,臨官,臨官,冠帶,墓庫,絕,墓庫,沐浴,沐浴
1711,2024-01-11 15:00:00+08:00,127.259,136.829,124.25,130.95,3837,HSI,^HSI,5776648141376687185,2025-06-02 10:07:31.214458+08:00,壬申,己丑,甲申,丁卯,乙丑,戊午,癸亥,庚午,壬申,己丑,甲辰,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申,2024,1,11,15,3,1,False,False,False,False,False,False,11,2,壬,申,-0.951057,0.309017,-0.866025,-0.5,己,丑,1.22465e-16,-1,0.5,0.866025,甲,申,0,1,-0.866025,-0.5,丁,卯,0.951057,-0.309017,1,6.12323e-17,乙,丑,0.587785,0.809017,0.5,0.866025,戊,午,0.587785,-0.809017,1.22465e-16,-1,癸,亥,-0.587785,0.809017,-0.5,0.866025,庚,午,-0.587785,-0.809017,1.22465e-16,-1,己,酉,1.22465e-16,-1,-1,-1.83697e-16,乙,亥,0.587785,0.809017,-0.5,0.866025,癸,卯,-0.587785,0.809017,1,6.12323e-17,辛,酉,-0.951057,-0.309017,-1,-1.83697e-16,庚,午,-0.587785,-0.809017,1.22465e-16,-1,丙,寅,0.951057,0.309017,0.866025,0.5,甲,辰,0,1,0.866025,-0.5,戊,申,0.587785,-0.809017,-0.866025,-0.5,帝旺,養,絕,養,病,病,死,冠帶,長生,冠帶,絕,絕,病,養,沐浴,養,帝旺,帝旺,胎,衰,臨官,衰,長生,長生,沐浴,墓庫,病,墓庫,臨官,臨官,臨官,墓庫,胎,墓庫,沐浴,沐浴
1729,2024-01-12 09:00:00+08:00,137.646,138.595,131.834,132.535,9517,HSI,^HSI,5578073084944295000,2025-06-02 10:07:31.214458+08:00,辛巳,乙亥,庚午,丙子,乙丑,戊午,癸亥,庚午,辛巳,乙子,甲辰,戊寅,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申,2024,1,12,9,4,1,False,False,False,False,False,False,12,2,辛,巳,-0.951057,-0.309017,0.5,-0.866025,乙,亥,0.587785,0.809017,-0.5,0.866025,庚,午,-0.587785,-0.809017,1.22465e-16,-1,丙,子,0.951057,0.309017,0,1,乙,丑,0.587785,0.809017,0.5,0.866025,戊,午,0.587785,-0.809017,1.22465e-16,-1,癸,亥,-0.587785,0.809017,-0.5,0.866025,庚,午,-0.587785,-0.809017,1.22465e-16,-1,己,酉,1.22465e-16,-1,-1,-1.83697e-16,乙,亥,0.587785,0.809017,-0.5,0.866025,癸,卯,-0.587785,0.809017,1,6.12323e-17,辛,酉,-0.951057,-0.309017,-1,-1.83697e-16,庚,午,-0.587785,-0.809017,1.22465e-16,-1,丙,寅,0.951057,0.309017,0.866025,0.5,甲,辰,0,1,0.866025,-0.5,戊,申,0.587785,-0.809017,-0.866025,-0.5,死,沐浴,長生,養,病,病,胎,帝旺,臨官,冠帶,絕,絕,臨官,絕,胎,養,帝旺,帝旺,沐浴,死,病,衰,長生,長生,帝旺,胎,絕,墓庫,臨官,臨官,長生,病,死,墓庫,沐浴,沐浴
